Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_5', model='bayesian_conv2_pool2', model_path='log/CMAPSS/FD004/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_5/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 13240
use_cuda: True
Dataset: CMAPSS/FD004
Restoring BayesianConv2Pool2...
Done.
**** start time: 2019-09-26 21:34:01.142305 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1            [-1, 8, 11, 11]           1,120
           Sigmoid-2            [-1, 8, 11, 11]               0
         AvgPool2d-3             [-1, 8, 5, 11]               0
    BayesianConv2d-4            [-1, 14, 4, 11]             448
           Sigmoid-5            [-1, 14, 4, 11]               0
         AvgPool2d-6            [-1, 14, 2, 11]               0
           Flatten-7                  [-1, 308]               0
    BayesianLinear-8                    [-1, 1]             616
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 2,184
Trainable params: 2,184
Non-trainable params: 0
________________________________________________________________
2019-09-26 21:34:01.152863
ground truth | pred +/- std:
39.00 | 19.68 +/- 0.26
157.00 | 107.54 +/- 0.26
97.00 | 102.83 +/- 0.30
194.00 | 123.84 +/- 0.23
189.00 | 122.75 +/- 0.23
8.00 | 17.07 +/- 0.21
89.00 | 107.18 +/- 0.29
75.00 | 110.78 +/- 0.30
78.00 | 91.73 +/- 0.28
151.00 | 99.80 +/- 0.36
107.00 | 80.23 +/- 0.32
17.00 | 0.17 +/- 0.05
133.00 | 96.77 +/- 0.39
166.00 | 123.64 +/- 0.23
22.00 | 29.11 +/- 0.29
109.00 | 69.88 +/- 0.33
91.00 | 90.37 +/- 0.35
126.00 | 79.45 +/- 0.32
96.00 | 98.35 +/- 0.31
34.00 | 25.75 +/- 0.28
11.00 | 25.07 +/- 0.31
104.00 | 100.84 +/- 0.33
88.00 | 97.02 +/- 0.34
176.00 | 99.79 +/- 0.31
78.00 | 117.81 +/- 0.22
88.00 | 111.23 +/- 0.31
46.00 | 24.83 +/- 0.25
101.00 | 83.81 +/- 0.42
46.00 | 72.39 +/- 0.42
7.00 | 36.70 +/- 0.27
118.00 | 112.47 +/- 0.25
18.00 | 12.01 +/- 0.24
154.00 | 127.67 +/- 0.23
145.00 | 92.32 +/- 0.25
151.00 | 124.44 +/- 0.20
96.00 | 112.40 +/- 0.29
66.00 | 53.21 +/- 0.34
116.00 | 123.36 +/- 0.26
107.00 | 121.96 +/- 0.31
74.00 | 111.49 +/- 0.27
142.00 | 111.74 +/- 0.24
76.00 | 98.72 +/- 0.33
60.00 | 36.63 +/- 0.29
149.00 | 64.79 +/- 0.37
8.00 | 12.96 +/- 0.24
12.00 | 16.60 +/- 0.24
130.00 | 118.43 +/- 0.24
42.00 | 109.62 +/- 0.30
109.00 | 104.79 +/- 0.28
33.00 | 41.78 +/- 0.31
122.00 | 97.20 +/- 0.37
115.00 | 113.86 +/- 0.25
139.00 | 97.00 +/- 0.32
50.00 | 72.91 +/- 0.38
104.00 | 100.08 +/- 0.35
37.00 | 16.99 +/- 0.27
100.00 | 71.51 +/- 0.35
120.00 | 115.49 +/- 0.27
154.00 | 107.29 +/- 0.28
24.00 | 25.41 +/- 0.35
126.00 | 124.20 +/- 0.29
106.00 | 115.19 +/- 0.26
24.00 | 15.57 +/- 0.31
126.00 | 122.65 +/- 0.25
160.00 | 117.30 +/- 0.24
162.00 | 106.37 +/- 0.36
176.00 | 91.08 +/- 0.36
123.00 | 71.73 +/- 0.32
114.00 | 76.25 +/- 0.36
45.00 | 95.52 +/- 0.35
124.00 | 103.08 +/- 0.34
143.00 | 115.12 +/- 0.29
11.00 | 26.38 +/- 0.30
51.00 | 32.91 +/- 0.32
41.00 | 30.43 +/- 0.34
12.00 | 36.24 +/- 0.30
95.00 | 109.93 +/- 0.33
59.00 | 71.38 +/- 0.40
184.00 | 117.28 +/- 0.28
195.00 | 116.19 +/- 0.27
75.00 | 106.45 +/- 0.32
97.00 | 118.23 +/- 0.24
135.00 | 70.00 +/- 0.40
15.00 | 20.04 +/- 0.31
7.00 | 12.61 +/- 0.25
46.00 | 48.76 +/- 0.37
59.00 | 82.27 +/- 0.39
92.00 | 82.61 +/- 0.38
120.00 | 112.57 +/- 0.20
98.00 | 33.58 +/- 0.31
166.00 | 121.99 +/- 0.24
131.00 | 118.43 +/- 0.28
15.00 | 21.60 +/- 0.25
56.00 | 85.36 +/- 0.33
194.00 | 125.03 +/- 0.22
59.00 | 103.82 +/- 0.29
98.00 | 114.59 +/- 0.27
184.00 | 114.24 +/- 0.26
142.00 | 109.52 +/- 0.27
89.00 | 83.18 +/- 0.29
105.00 | 77.44 +/- 0.35
162.00 | 122.12 +/- 0.25
108.00 | 115.59 +/- 0.23
76.00 | 75.81 +/- 0.38
178.00 | 120.67 +/- 0.22
89.00 | 113.38 +/- 0.29
145.00 | 110.16 +/- 0.30
84.00 | 67.08 +/- 0.38
13.00 | 39.38 +/- 0.29
23.00 | 38.84 +/- 0.28
33.00 | 52.23 +/- 0.41
34.00 | 50.09 +/- 0.34
10.00 | 9.05 +/- 0.30
126.00 | 116.02 +/- 0.28
53.00 | 53.73 +/- 0.38
24.00 | 46.30 +/- 0.33
145.00 | 121.84 +/- 0.25
36.00 | 42.62 +/- 0.32
92.00 | 49.94 +/- 0.36
99.00 | 109.60 +/- 0.28
192.00 | 125.63 +/- 0.25
81.00 | 102.80 +/- 0.31
31.00 | 15.83 +/- 0.23
91.00 | 107.81 +/- 0.28
26.00 | 59.04 +/- 0.31
25.00 | 96.01 +/- 0.29
9.00 | 43.89 +/- 0.35
22.00 | 1.16 +/- 0.19
41.00 | 71.24 +/- 0.38
133.00 | 85.53 +/- 0.30
33.00 | 57.35 +/- 0.30
89.00 | 93.94 +/- 0.42
15.00 | 56.12 +/- 0.37
13.00 | 7.06 +/- 0.25
172.00 | 127.52 +/- 0.21
94.00 | 82.66 +/- 0.41
58.00 | 64.96 +/- 0.41
173.00 | 105.29 +/- 0.28
64.00 | 114.20 +/- 0.27
162.00 | 110.56 +/- 0.27
10.00 | 30.41 +/- 0.24
12.00 | 21.74 +/- 0.29
57.00 | 36.45 +/- 0.21
154.00 | 117.65 +/- 0.30
163.00 | 125.03 +/- 0.23
36.00 | 35.82 +/- 0.29
7.00 | 11.50 +/- 0.23
165.00 | 96.15 +/- 0.24
76.00 | 84.40 +/- 0.38
116.00 | 104.98 +/- 0.33
124.00 | 122.19 +/- 0.22
15.00 | 38.46 +/- 0.31
70.00 | 55.75 +/- 0.38
6.00 | 12.29 +/- 0.23
14.00 | 0.01 +/- 0.00
14.00 | 16.78 +/- 0.31
72.00 | 107.87 +/- 0.27
129.00 | 116.00 +/- 0.27
146.00 | 81.38 +/- 0.36
87.00 | 105.57 +/- 0.33
68.00 | 52.35 +/- 0.35
11.00 | 18.68 +/- 0.25
118.00 | 114.40 +/- 0.28
82.00 | 60.71 +/- 0.37
108.00 | 126.32 +/- 0.22
12.00 | 18.61 +/- 0.27
14.00 | 28.83 +/- 0.34
6.00 | 18.22 +/- 0.24
30.00 | 36.60 +/- 0.33
86.00 | 116.70 +/- 0.25
66.00 | 106.51 +/- 0.35
37.00 | 65.69 +/- 0.37
23.00 | 39.52 +/- 0.33
18.00 | 13.99 +/- 0.29
171.00 | 105.34 +/- 0.28
13.00 | 25.66 +/- 0.26
41.00 | 77.84 +/- 0.34
16.00 | 20.45 +/- 0.23
139.00 | 100.31 +/- 0.35
126.00 | 123.93 +/- 0.24
86.00 | 73.46 +/- 0.36
85.00 | 105.37 +/- 0.32
13.00 | 0.25 +/- 0.05
56.00 | 82.00 +/- 0.39
159.00 | 78.48 +/- 0.35
8.00 | 20.93 +/- 0.24
14.00 | 20.37 +/- 0.25
88.00 | 91.40 +/- 0.32
94.00 | 106.57 +/- 0.27
100.00 | 111.91 +/- 0.26
86.00 | 82.47 +/- 0.35
22.00 | 52.23 +/- 0.39
158.00 | 114.55 +/- 0.25
10.00 | 61.50 +/- 0.35
67.00 | 101.15 +/- 0.28
137.00 | 106.64 +/- 0.33
73.00 | 101.45 +/- 0.29
182.00 | 90.83 +/- 0.36
82.00 | 119.79 +/- 0.27
173.00 | 92.80 +/- 0.34
154.00 | 110.38 +/- 0.29
116.00 | 98.03 +/- 0.31
119.00 | 120.91 +/- 0.22
35.00 | 54.08 +/- 0.33
36.00 | 42.04 +/- 0.31
46.00 | 47.32 +/- 0.31
75.00 | 108.85 +/- 0.29
184.00 | 116.46 +/- 0.30
120.00 | 127.27 +/- 0.21
71.00 | 78.93 +/- 0.36
83.00 | 117.71 +/- 0.29
109.00 | 123.62 +/- 0.26
43.00 | 86.98 +/- 0.35
88.00 | 112.46 +/- 0.32
11.00 | 21.26 +/- 0.24
71.00 | 72.75 +/- 0.36
10.00 | 23.54 +/- 0.26
111.00 | 122.29 +/- 0.26
153.00 | 113.10 +/- 0.30
73.00 | 103.46 +/- 0.29
39.00 | 94.15 +/- 0.31
26.00 | 24.99 +/- 0.29
105.00 | 99.48 +/- 0.36
142.00 | 98.21 +/- 0.32
113.00 | 110.70 +/- 0.26
179.00 | 107.55 +/- 0.29
96.00 | 70.24 +/- 0.35
174.00 | 114.48 +/- 0.27
12.00 | 34.96 +/- 0.29
166.00 | 121.95 +/- 0.24
73.00 | 74.05 +/- 0.40
134.00 | 105.86 +/- 0.30
162.00 | 120.52 +/- 0.22
7.00 | 14.22 +/- 0.27
71.00 | 89.48 +/- 0.36
110.00 | 94.86 +/- 0.33
172.00 | 104.37 +/- 0.32
147.00 | 129.00 +/- 0.23
39.00 | 91.49 +/- 0.36
103.00 | 84.34 +/- 0.39
167.00 | 123.10 +/- 0.20
32.00 | 17.36 +/- 0.28
176.00 | 116.45 +/- 0.23
56.00 | 89.49 +/- 0.45
12.00 | 66.68 +/- 0.32
22.00 | 27.62 +/- 0.26
112.00 | 93.23 +/- 0.39
151.00 | 98.98 +/- 0.31
eval mean loss: 566.70
eval rmse: 33.67
eval mae: 26.23
eval score: 12725.24
epistemic: 0.09
epoch: 249
ground truth std: 54.52
pred std: 37.48
eval time: 0:00:03.074859
**** end time: 2019-09-26 21:34:04.237587 ****
