Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/frequentist_dense3/frequentist_dense3_8', model='frequentist_dense3', model_path='log/CMAPSS/FD003/min-max/frequentist_dense3/frequentist_dense3_8/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 8514
use_cuda: True
Dataset: CMAPSS/FD003
Restoring FrequentistDense3...
Done.
**** start time: 2019-10-01 02:06:54.172423 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 420]               0
            Linear-2                  [-1, 100]          42,000
           Sigmoid-3                  [-1, 100]               0
            Linear-4                  [-1, 100]          10,000
           Sigmoid-5                  [-1, 100]               0
            Linear-6                  [-1, 100]          10,000
           Sigmoid-7                  [-1, 100]               0
            Linear-8                    [-1, 1]             100
================================================================
Total params: 62,100
Trainable params: 62,100
Non-trainable params: 0
________________________________________________________________
2019-10-01 02:06:54.175438
ground truth | pred +/- std:
67.00 | 59.24 +/- 0.00
115.00 | 125.39 +/- 0.00
93.00 | 90.94 +/- 0.00
123.00 | 125.65 +/- 0.00
8.00 | 8.72 +/- 0.00
86.00 | 72.86 +/- 0.00
128.00 | 110.86 +/- 0.00
40.00 | 41.61 +/- 0.00
71.00 | 88.89 +/- 0.00
58.00 | 54.37 +/- 0.00
128.00 | 116.18 +/- 0.00
65.00 | 112.71 +/- 0.00
51.00 | 61.73 +/- 0.00
27.00 | 26.42 +/- 0.00
124.00 | 118.01 +/- 0.00
120.00 | 114.93 +/- 0.00
137.00 | 122.01 +/- 0.00
99.00 | 107.99 +/- 0.00
20.00 | 26.51 +/- 0.00
11.00 | 16.28 +/- 0.00
45.00 | 44.10 +/- 0.00
115.00 | 117.21 +/- 0.00
115.00 | 105.53 +/- 0.00
89.00 | 88.97 +/- 0.00
63.00 | 73.19 +/- 0.00
44.00 | 40.41 +/- 0.00
66.00 | 69.79 +/- 0.00
81.00 | 99.61 +/- 0.00
144.00 | 124.10 +/- 0.00
137.00 | 121.93 +/- 0.00
88.00 | 96.86 +/- 0.00
100.00 | 122.72 +/- 0.00
69.00 | 79.37 +/- 0.00
145.00 | 123.82 +/- 0.00
92.00 | 114.96 +/- 0.00
78.00 | 76.39 +/- 0.00
18.00 | 13.84 +/- 0.00
56.00 | 56.13 +/- 0.00
129.00 | 125.79 +/- 0.00
115.00 | 114.66 +/- 0.00
117.00 | 120.94 +/- 0.00
120.00 | 124.44 +/- 0.00
41.00 | 41.50 +/- 0.00
133.00 | 125.85 +/- 0.00
41.00 | 54.67 +/- 0.00
6.00 | 6.04 +/- 0.00
7.00 | 8.05 +/- 0.00
18.00 | 24.17 +/- 0.00
51.00 | 53.27 +/- 0.00
55.00 | 59.45 +/- 0.00
71.00 | 56.93 +/- 0.00
101.00 | 108.00 +/- 0.00
58.00 | 47.04 +/- 0.00
31.00 | 30.25 +/- 0.00
79.00 | 93.81 +/- 0.00
9.00 | 9.24 +/- 0.00
17.00 | 18.72 +/- 0.00
111.00 | 124.08 +/- 0.00
49.00 | 49.27 +/- 0.00
56.00 | 93.79 +/- 0.00
104.00 | 110.79 +/- 0.00
113.00 | 98.02 +/- 0.00
135.00 | 100.18 +/- 0.00
117.00 | 121.54 +/- 0.00
87.00 | 104.31 +/- 0.00
15.00 | 14.13 +/- 0.00
25.00 | 24.33 +/- 0.00
55.00 | 59.75 +/- 0.00
131.00 | 119.61 +/- 0.00
55.00 | 52.31 +/- 0.00
45.00 | 56.38 +/- 0.00
11.00 | 7.88 +/- 0.00
103.00 | 82.99 +/- 0.00
77.00 | 65.03 +/- 0.00
55.00 | 69.04 +/- 0.00
10.00 | 7.20 +/- 0.00
56.00 | 50.38 +/- 0.00
127.00 | 107.80 +/- 0.00
14.00 | 14.04 +/- 0.00
68.00 | 61.31 +/- 0.00
88.00 | 117.88 +/- 0.00
87.00 | 121.59 +/- 0.00
8.00 | 7.38 +/- 0.00
22.00 | 32.86 +/- 0.00
55.00 | 52.82 +/- 0.00
87.00 | 113.93 +/- 0.00
85.00 | 118.97 +/- 0.00
78.00 | 86.11 +/- 0.00
108.00 | 120.01 +/- 0.00
144.00 | 122.97 +/- 0.00
119.00 | 123.52 +/- 0.00
99.00 | 119.72 +/- 0.00
145.00 | 123.01 +/- 0.00
87.00 | 108.88 +/- 0.00
28.00 | 26.56 +/- 0.00
136.00 | 115.39 +/- 0.00
27.00 | 33.78 +/- 0.00
132.00 | 120.95 +/- 0.00
28.00 | 21.91 +/- 0.00
35.00 | 31.78 +/- 0.00
eval mean loss: 97.38
eval rmse: 13.96
eval mae: 10.10
eval score: 409.86
epistemic: 0.00
epoch: 249
ground truth std: 41.40
pred std: 40.19
eval time: 0:00:01.428802
**** end time: 2019-10-01 02:06:55.604433 ****
