Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/frequentist_conv5_dense1/frequentist_conv5_dense1_5', model='frequentist_conv5_dense1', model_path='log/CMAPSS/FD004/min-max/frequentist_conv5_dense1/frequentist_conv5_dense1_5/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 16324
use_cuda: True
Dataset: CMAPSS/FD004
Restoring FrequentistConv5Dense1...
Done.
**** start time: 2019-09-27 00:46:19.787803 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1           [-1, 10, 16, 24]             100
              Tanh-2           [-1, 10, 16, 24]               0
            Conv2d-3           [-1, 10, 15, 24]           1,000
              Tanh-4           [-1, 10, 15, 24]               0
            Conv2d-5           [-1, 10, 16, 24]           1,000
              Tanh-6           [-1, 10, 16, 24]               0
            Conv2d-7           [-1, 10, 15, 24]           1,000
              Tanh-8           [-1, 10, 15, 24]               0
            Conv2d-9            [-1, 1, 15, 24]              30
             Tanh-10            [-1, 1, 15, 24]               0
          Flatten-11                  [-1, 360]               0
          Dropout-12                  [-1, 360]               0
           Linear-13                  [-1, 100]          36,000
           Linear-14                    [-1, 1]             100
================================================================
Total params: 39,230
Trainable params: 39,230
Non-trainable params: 0
________________________________________________________________
2019-09-27 00:46:19.794661
ground truth | pred +/- std:
39.00 | 43.78 +/- 0.00
157.00 | 118.94 +/- 0.00
97.00 | 101.09 +/- 0.00
194.00 | 124.79 +/- 0.00
189.00 | 119.16 +/- 0.00
8.00 | 43.35 +/- 0.00
89.00 | 95.25 +/- 0.00
75.00 | 117.32 +/- 0.00
78.00 | 100.11 +/- 0.00
151.00 | 96.17 +/- 0.00
107.00 | 78.76 +/- 0.00
17.00 | 33.70 +/- 0.00
133.00 | 94.62 +/- 0.00
166.00 | 118.28 +/- 0.00
22.00 | 55.99 +/- 0.00
109.00 | 78.46 +/- 0.00
91.00 | 85.18 +/- 0.00
126.00 | 84.56 +/- 0.00
96.00 | 94.77 +/- 0.00
34.00 | 39.91 +/- 0.00
11.00 | 53.97 +/- 0.00
104.00 | 98.83 +/- 0.00
88.00 | 113.50 +/- 0.00
176.00 | 124.93 +/- 0.00
78.00 | 121.86 +/- 0.00
88.00 | 67.14 +/- 0.00
46.00 | 28.77 +/- 0.00
101.00 | 88.14 +/- 0.00
46.00 | 62.71 +/- 0.00
7.00 | 21.19 +/- 0.00
118.00 | 118.68 +/- 0.00
18.00 | 30.20 +/- 0.00
154.00 | 128.66 +/- 0.00
145.00 | 119.29 +/- 0.00
151.00 | 132.01 +/- 0.00
96.00 | 97.06 +/- 0.00
66.00 | 61.05 +/- 0.00
116.00 | 114.39 +/- 0.00
107.00 | 116.23 +/- 0.00
74.00 | 93.10 +/- 0.00
142.00 | 108.91 +/- 0.00
76.00 | 99.13 +/- 0.00
60.00 | 60.15 +/- 0.00
149.00 | 67.66 +/- 0.00
8.00 | 49.89 +/- 0.00
12.00 | 31.49 +/- 0.00
130.00 | 106.40 +/- 0.00
42.00 | 93.37 +/- 0.00
109.00 | 94.82 +/- 0.00
33.00 | 59.23 +/- 0.00
122.00 | 94.36 +/- 0.00
115.00 | 95.23 +/- 0.00
139.00 | 112.98 +/- 0.00
50.00 | 74.02 +/- 0.00
104.00 | 95.51 +/- 0.00
37.00 | 29.71 +/- 0.00
100.00 | 87.24 +/- 0.00
120.00 | 120.40 +/- 0.00
154.00 | 116.09 +/- 0.00
24.00 | 57.90 +/- 0.00
126.00 | 112.30 +/- 0.00
106.00 | 122.03 +/- 0.00
24.00 | 34.35 +/- 0.00
126.00 | 123.99 +/- 0.00
160.00 | 124.85 +/- 0.00
162.00 | 102.69 +/- 0.00
176.00 | 89.23 +/- 0.00
123.00 | 66.19 +/- 0.00
114.00 | 75.28 +/- 0.00
45.00 | 100.19 +/- 0.00
124.00 | 116.03 +/- 0.00
143.00 | 124.14 +/- 0.00
11.00 | 22.70 +/- 0.00
51.00 | 40.07 +/- 0.00
41.00 | 34.56 +/- 0.00
12.00 | 22.15 +/- 0.00
95.00 | 104.25 +/- 0.00
59.00 | 90.47 +/- 0.00
184.00 | 109.34 +/- 0.00
195.00 | 110.61 +/- 0.00
75.00 | 115.42 +/- 0.00
97.00 | 123.63 +/- 0.00
135.00 | 96.29 +/- 0.00
15.00 | 46.13 +/- 0.00
7.00 | 29.88 +/- 0.00
46.00 | 69.91 +/- 0.00
59.00 | 83.59 +/- 0.00
92.00 | 75.43 +/- 0.00
120.00 | 113.40 +/- 0.00
98.00 | 53.33 +/- 0.00
166.00 | 127.21 +/- 0.00
131.00 | 121.12 +/- 0.00
15.00 | 30.28 +/- 0.00
56.00 | 109.32 +/- 0.00
194.00 | 117.84 +/- 0.00
59.00 | 114.09 +/- 0.00
98.00 | 101.81 +/- 0.00
184.00 | 114.03 +/- 0.00
142.00 | 104.01 +/- 0.00
89.00 | 83.51 +/- 0.00
105.00 | 74.01 +/- 0.00
162.00 | 114.17 +/- 0.00
108.00 | 117.78 +/- 0.00
76.00 | 69.67 +/- 0.00
178.00 | 121.44 +/- 0.00
89.00 | 119.18 +/- 0.00
145.00 | 102.59 +/- 0.00
84.00 | 79.00 +/- 0.00
13.00 | 65.62 +/- 0.00
23.00 | 30.72 +/- 0.00
33.00 | 66.94 +/- 0.00
34.00 | 56.60 +/- 0.00
10.00 | 40.59 +/- 0.00
126.00 | 111.08 +/- 0.00
53.00 | 69.96 +/- 0.00
24.00 | 72.46 +/- 0.00
145.00 | 100.53 +/- 0.00
