Namespace(batch_size=512, dataset='CMAPSS/FD002', dump_dir='dump/CMAPSS/FD002/min-max/frequentist_dense3/frequentist_dense3_4', model='frequentist_dense3', model_path='log/CMAPSS/FD002/min-max/frequentist_dense3/frequentist_dense3_4/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 6302
use_cuda: True
Dataset: CMAPSS/FD002
Restoring FrequentistDense3...
Done.
**** start time: 2019-10-01 01:50:18.983492 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 480]               0
            Linear-2                  [-1, 100]          48,000
           Sigmoid-3                  [-1, 100]               0
            Linear-4                  [-1, 100]          10,000
           Sigmoid-5                  [-1, 100]               0
            Linear-6                  [-1, 100]          10,000
           Sigmoid-7                  [-1, 100]               0
            Linear-8                    [-1, 1]             100
================================================================
Total params: 68,100
Trainable params: 68,100
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:50:18.986529
ground truth | pred +/- std:
18.00 | 12.84 +/- 0.00
97.00 | 84.38 +/- 0.00
97.00 | 63.31 +/- 0.00
151.00 | 121.79 +/- 0.00
148.00 | 87.87 +/- 0.00
94.00 | 115.20 +/- 0.00
56.00 | 55.25 +/- 0.00
134.00 | 113.18 +/- 0.00
35.00 | 111.61 +/- 0.00
120.00 | 121.02 +/- 0.00
23.00 | 28.63 +/- 0.00
101.00 | 91.71 +/- 0.00
79.00 | 48.73 +/- 0.00
13.00 | 25.88 +/- 0.00
55.00 | 57.35 +/- 0.00
39.00 | 29.83 +/- 0.00
13.00 | 28.66 +/- 0.00
39.00 | 67.26 +/- 0.00
79.00 | 106.24 +/- 0.00
43.00 | 45.06 +/- 0.00
14.00 | 12.86 +/- 0.00
97.00 | 55.06 +/- 0.00
59.00 | 110.45 +/- 0.00
14.00 | 13.09 +/- 0.00
108.00 | 105.10 +/- 0.00
8.00 | 7.08 +/- 0.00
99.00 | 116.29 +/- 0.00
10.00 | 9.08 +/- 0.00
43.00 | 52.20 +/- 0.00
8.00 | 8.09 +/- 0.00
78.00 | 56.63 +/- 0.00
57.00 | 52.86 +/- 0.00
134.00 | 121.30 +/- 0.00
110.00 | 49.55 +/- 0.00
142.00 | 104.65 +/- 0.00
180.00 | 116.14 +/- 0.00
161.00 | 113.20 +/- 0.00
126.00 | 73.53 +/- 0.00
167.00 | 121.94 +/- 0.00
192.00 | 118.69 +/- 0.00
115.00 | 47.12 +/- 0.00
75.00 | 98.40 +/- 0.00
