Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_0.50/bayesian_dense3_0.50_0', model='bayesian_dense3', model_path='log/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_0.50/bayesian_dense3_0.50_0/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 22464
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianDense3...
Done.
**** start time: 2019-10-01 14:22:47.875407 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 420]               0
    BayesianLinear-2                  [-1, 100]          84,000
           Sigmoid-3                  [-1, 100]               0
    BayesianLinear-4                  [-1, 100]          20,000
           Sigmoid-5                  [-1, 100]               0
    BayesianLinear-6                  [-1, 100]          20,000
           Sigmoid-7                  [-1, 100]               0
    BayesianLinear-8                    [-1, 1]             200
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 124,200
Trainable params: 124,200
Non-trainable params: 0
________________________________________________________________
2019-10-01 14:22:47.884436
ground truth | pred +/- std:
67.00 | 79.37 +/- 6.00
115.00 | 124.34 +/- 2.26
93.00 | 91.78 +/- 5.88
123.00 | 123.92 +/- 2.40
8.00 | 8.19 +/- 2.57
86.00 | 71.90 +/- 4.42
128.00 | 114.55 +/- 4.60
40.00 | 42.62 +/- 3.64
71.00 | 72.05 +/- 4.71
58.00 | 50.27 +/- 5.09
128.00 | 110.75 +/- 3.59
65.00 | 104.51 +/- 4.98
51.00 | 86.25 +/- 7.27
27.00 | 29.24 +/- 3.41
124.00 | 117.98 +/- 3.44
120.00 | 107.71 +/- 5.40
137.00 | 120.65 +/- 2.85
99.00 | 115.71 +/- 3.45
20.00 | 25.66 +/- 3.51
11.00 | 13.54 +/- 3.48
45.00 | 42.90 +/- 3.66
115.00 | 103.02 +/- 5.12
115.00 | 99.75 +/- 5.54
89.00 | 72.73 +/- 4.71
63.00 | 89.31 +/- 6.64
44.00 | 44.48 +/- 3.86
66.00 | 72.02 +/- 4.66
81.00 | 104.85 +/- 5.13
144.00 | 123.83 +/- 2.46
137.00 | 119.64 +/- 3.50
88.00 | 100.68 +/- 5.18
100.00 | 123.11 +/- 2.36
69.00 | 78.28 +/- 7.12
145.00 | 121.04 +/- 2.87
92.00 | 113.68 +/- 3.88
78.00 | 95.92 +/- 5.48
18.00 | 13.98 +/- 2.73
56.00 | 58.37 +/- 4.91
129.00 | 123.91 +/- 2.38
115.00 | 110.45 +/- 4.44
117.00 | 123.30 +/- 2.35
120.00 | 121.78 +/- 2.43
41.00 | 40.89 +/- 3.61
133.00 | 124.01 +/- 2.40
41.00 | 50.76 +/- 4.26
6.00 | 6.28 +/- 2.28
7.00 | 8.86 +/- 2.49
18.00 | 22.57 +/- 3.56
51.00 | 45.11 +/- 3.40
55.00 | 51.42 +/- 4.66
71.00 | 51.22 +/- 4.72
101.00 | 120.15 +/- 3.19
58.00 | 50.69 +/- 3.67
31.00 | 27.26 +/- 3.86
79.00 | 69.43 +/- 4.00
9.00 | 8.24 +/- 2.70
17.00 | 18.70 +/- 3.47
111.00 | 123.54 +/- 2.37
49.00 | 41.81 +/- 3.66
56.00 | 87.78 +/- 5.60
104.00 | 92.09 +/- 6.37
113.00 | 95.99 +/- 5.80
135.00 | 116.22 +/- 4.67
117.00 | 123.73 +/- 2.54
87.00 | 104.36 +/- 6.17
15.00 | 12.38 +/- 2.63
25.00 | 22.89 +/- 3.35
55.00 | 56.17 +/- 4.33
131.00 | 122.60 +/- 2.72
55.00 | 45.52 +/- 4.33
45.00 | 47.68 +/- 3.60
11.00 | 13.14 +/- 2.66
103.00 | 97.09 +/- 8.01
77.00 | 80.82 +/- 5.49
55.00 | 57.52 +/- 4.83
10.00 | 6.99 +/- 2.35
56.00 | 52.56 +/- 3.50
127.00 | 97.41 +/- 6.51
14.00 | 10.85 +/- 2.70
68.00 | 58.52 +/- 3.82
88.00 | 110.62 +/- 5.50
87.00 | 121.81 +/- 2.87
8.00 | 8.89 +/- 2.71
22.00 | 32.70 +/- 3.36
55.00 | 47.47 +/- 4.23
87.00 | 115.21 +/- 3.35
85.00 | 117.29 +/- 3.35
78.00 | 81.70 +/- 5.04
108.00 | 113.11 +/- 5.09
144.00 | 118.13 +/- 3.45
119.00 | 122.31 +/- 2.89
99.00 | 109.51 +/- 3.86
145.00 | 120.27 +/- 2.97
87.00 | 102.52 +/- 5.47
28.00 | 30.19 +/- 3.50
136.00 | 113.29 +/- 4.42
27.00 | 31.91 +/- 3.26
132.00 | 115.88 +/- 3.90
28.00 | 24.07 +/- 3.71
35.00 | 31.25 +/- 3.27
eval mean loss: 103.39
eval rmse: 14.31
eval mae: 10.79
eval score: 357.92
epistemic: 17.69
epoch: 249
ground truth std: 41.40
pred std: 39.79
eval time: 0:00:06.048295
**** end time: 2019-10-01 14:22:53.933055 ****
