Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_9', model='bayesian_conv5_dense1', model_path='log/CMAPSS/FD003/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_9/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 6660
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianConv5Dense1...
Done.
**** start time: 2019-10-01 01:53:07.698168 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1           [-1, 10, 31, 14]             200
           Sigmoid-2           [-1, 10, 31, 14]               0
    BayesianConv2d-3           [-1, 10, 30, 14]           2,000
           Sigmoid-4           [-1, 10, 30, 14]               0
    BayesianConv2d-5           [-1, 10, 31, 14]           2,000
           Sigmoid-6           [-1, 10, 31, 14]               0
    BayesianConv2d-7           [-1, 10, 30, 14]           2,000
           Sigmoid-8           [-1, 10, 30, 14]               0
    BayesianConv2d-9            [-1, 1, 30, 14]              60
         Softplus-10            [-1, 1, 30, 14]               0
          Flatten-11                  [-1, 420]               0
   BayesianLinear-12                  [-1, 100]          84,000
         Softplus-13                  [-1, 100]               0
   BayesianLinear-14                    [-1, 1]             200
         Softplus-15                    [-1, 1]               0
================================================================
Total params: 90,460
Trainable params: 90,460
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:53:07.715675
ground truth | pred +/- std:
67.00 | 85.20 +/- 3.06
115.00 | 118.85 +/- 2.44
93.00 | 95.17 +/- 2.78
123.00 | 127.56 +/- 1.97
8.00 | 8.42 +/- 1.25
86.00 | 68.50 +/- 2.62
128.00 | 108.19 +/- 2.88
40.00 | 45.06 +/- 2.56
71.00 | 78.04 +/- 2.51
58.00 | 74.66 +/- 2.77
128.00 | 112.78 +/- 1.92
65.00 | 97.89 +/- 2.40
51.00 | 80.45 +/- 2.58
27.00 | 23.97 +/- 3.15
124.00 | 113.19 +/- 2.36
120.00 | 114.46 +/- 1.96
137.00 | 118.04 +/- 2.16
99.00 | 106.55 +/- 2.46
20.00 | 25.63 +/- 1.57
11.00 | 9.82 +/- 2.88
45.00 | 47.36 +/- 2.22
115.00 | 110.51 +/- 1.90
115.00 | 106.51 +/- 2.08
89.00 | 95.14 +/- 2.15
63.00 | 74.02 +/- 2.70
44.00 | 47.18 +/- 1.99
66.00 | 84.51 +/- 2.39
81.00 | 95.23 +/- 2.28
144.00 | 124.96 +/- 1.76
137.00 | 125.00 +/- 1.88
88.00 | 74.61 +/- 2.21
100.00 | 120.39 +/- 2.00
69.00 | 71.07 +/- 2.37
145.00 | 119.68 +/- 1.82
92.00 | 93.74 +/- 2.65
78.00 | 85.23 +/- 2.66
18.00 | 14.80 +/- 1.61
56.00 | 83.19 +/- 3.32
129.00 | 126.08 +/- 1.77
115.00 | 113.91 +/- 1.90
117.00 | 120.09 +/- 2.26
120.00 | 119.56 +/- 1.92
41.00 | 37.86 +/- 1.93
133.00 | 120.72 +/- 2.01
41.00 | 42.09 +/- 2.78
6.00 | 8.80 +/- 1.34
7.00 | 4.53 +/- 1.58
18.00 | 24.03 +/- 2.49
51.00 | 54.70 +/- 2.10
55.00 | 60.53 +/- 2.71
71.00 | 59.39 +/- 2.54
101.00 | 121.13 +/- 2.05
58.00 | 62.20 +/- 2.49
31.00 | 31.93 +/- 2.65
79.00 | 95.24 +/- 2.13
9.00 | 14.01 +/- 1.39
17.00 | 17.27 +/- 1.94
111.00 | 122.10 +/- 1.80
49.00 | 38.69 +/- 2.37
56.00 | 87.20 +/- 2.91
104.00 | 95.85 +/- 2.49
113.00 | 89.32 +/- 2.00
135.00 | 123.24 +/- 2.00
117.00 | 122.08 +/- 2.36
87.00 | 105.96 +/- 3.17
15.00 | 8.60 +/- 1.80
25.00 | 13.95 +/- 2.11
55.00 | 69.70 +/- 2.26
131.00 | 118.92 +/- 2.27
55.00 | 56.10 +/- 2.44
45.00 | 47.10 +/- 2.23
11.00 | 1.42 +/- 1.72
103.00 | 113.41 +/- 2.84
77.00 | 90.17 +/- 2.16
55.00 | 70.85 +/- 2.99
10.00 | 11.66 +/- 1.33
56.00 | 56.32 +/- 2.44
127.00 | 110.31 +/- 2.16
14.00 | 12.00 +/- 1.41
68.00 | 67.15 +/- 2.70
88.00 | 112.48 +/- 2.24
87.00 | 122.87 +/- 2.03
8.00 | 5.48 +/- 1.53
22.00 | 29.48 +/- 2.91
55.00 | 61.15 +/- 2.41
87.00 | 112.10 +/- 2.16
85.00 | 119.33 +/- 2.11
78.00 | 78.32 +/- 2.47
108.00 | 112.45 +/- 2.05
144.00 | 114.20 +/- 1.76
119.00 | 124.07 +/- 2.39
99.00 | 117.63 +/- 2.26
145.00 | 120.54 +/- 1.92
87.00 | 98.45 +/- 2.07
28.00 | 27.32 +/- 1.86
136.00 | 103.18 +/- 3.15
27.00 | 32.95 +/- 1.69
132.00 | 116.43 +/- 1.99
28.00 | 24.90 +/- 1.85
35.00 | 34.61 +/- 1.68
eval mean loss: 98.51
eval rmse: 14.02
eval mae: 10.55
eval score: 325.43
epistemic: 5.16
epoch: 249
ground truth std: 41.40
pred std: 39.47
eval time: 0:00:05.615212
**** end time: 2019-10-01 01:53:13.331100 ****
