Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/bayesian_dense3/bayesian_dense3_3', model='bayesian_dense3', model_path='log/CMAPSS/FD004/min-max/bayesian_dense3/bayesian_dense3_3/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 14578
use_cuda: True
Dataset: CMAPSS/FD004
Restoring BayesianDense3...
Done.
**** start time: 2019-09-26 22:54:37.637496 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 360]               0
    BayesianLinear-2                  [-1, 100]          72,000
           Sigmoid-3                  [-1, 100]               0
    BayesianLinear-4                  [-1, 100]          20,000
           Sigmoid-5                  [-1, 100]               0
    BayesianLinear-6                  [-1, 100]          20,000
           Sigmoid-7                  [-1, 100]               0
    BayesianLinear-8                    [-1, 1]             200
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 112,200
Trainable params: 112,200
Non-trainable params: 0
________________________________________________________________
2019-09-26 22:54:37.647059
ground truth | pred +/- std:
39.00 | 26.70 +/- 0.26
157.00 | 118.73 +/- 0.21
97.00 | 68.62 +/- 0.46
194.00 | 122.98 +/- 0.18
189.00 | 124.91 +/- 0.20
8.00 | 11.35 +/- 0.34
89.00 | 108.83 +/- 0.51
75.00 | 113.27 +/- 0.35
78.00 | 100.00 +/- 0.71
151.00 | 88.77 +/- 1.17
107.00 | 65.50 +/- 0.99
17.00 | 17.08 +/- 0.32
133.00 | 108.70 +/- 0.54
166.00 | 119.31 +/- 0.25
22.00 | 28.57 +/- 0.45
109.00 | 50.43 +/- 0.29
91.00 | 68.19 +/- 0.83
126.00 | 55.19 +/- 0.31
96.00 | 110.91 +/- 0.42
34.00 | 42.87 +/- 0.27
11.00 | 19.82 +/- 0.44
104.00 | 105.20 +/- 0.49
88.00 | 90.99 +/- 1.15
176.00 | 119.78 +/- 0.20
78.00 | 115.84 +/- 0.25
88.00 | 119.91 +/- 0.20
46.00 | 34.53 +/- 0.64
101.00 | 71.76 +/- 1.11
46.00 | 59.54 +/- 0.61
7.00 | 27.70 +/- 0.31
118.00 | 119.83 +/- 0.19
18.00 | 17.76 +/- 0.36
154.00 | 121.53 +/- 0.19
145.00 | 119.52 +/- 0.21
151.00 | 125.24 +/- 0.19
96.00 | 109.88 +/- 0.40
66.00 | 54.92 +/- 0.56
116.00 | 120.60 +/- 0.24
107.00 | 120.92 +/- 0.19
74.00 | 118.87 +/- 0.26
142.00 | 117.24 +/- 0.24
76.00 | 97.25 +/- 0.84
60.00 | 27.97 +/- 0.29
149.00 | 55.96 +/- 0.67
