Namespace(batch_size=512, dataset='CMAPSS/FD002', dump_dir='dump/CMAPSS/FD002/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_0.125/bayesian_conv5_dense1_0.125_3', model='bayesian_conv5_dense1', model_path='log/CMAPSS/FD002/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_0.125/bayesian_conv5_dense1_0.125_3/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 5128
use_cuda: True
Dataset: CMAPSS/FD002
Restoring BayesianConv5Dense1...
Done.
**** start time: 2019-10-01 01:41:18.481308 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1           [-1, 10, 21, 24]             200
           Sigmoid-2           [-1, 10, 21, 24]               0
    BayesianConv2d-3           [-1, 10, 20, 24]           2,000
           Sigmoid-4           [-1, 10, 20, 24]               0
    BayesianConv2d-5           [-1, 10, 21, 24]           2,000
           Sigmoid-6           [-1, 10, 21, 24]               0
    BayesianConv2d-7           [-1, 10, 20, 24]           2,000
           Sigmoid-8           [-1, 10, 20, 24]               0
    BayesianConv2d-9            [-1, 1, 20, 24]              60
         Softplus-10            [-1, 1, 20, 24]               0
          Flatten-11                  [-1, 480]               0
   BayesianLinear-12                  [-1, 100]          96,000
         Softplus-13                  [-1, 100]               0
   BayesianLinear-14                    [-1, 1]             200
         Softplus-15                    [-1, 1]               0
================================================================
Total params: 102,460
Trainable params: 102,460
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:41:18.497303
ground truth | pred +/- std:
18.00 | 10.64 +/- 5.81
97.00 | 76.16 +/- 11.12
97.00 | 87.22 +/- 11.38
151.00 | 129.32 +/- 14.56
148.00 | 107.98 +/- 13.52
94.00 | 96.95 +/- 12.54
56.00 | 80.55 +/- 13.32
134.00 | 100.12 +/- 13.37
35.00 | 85.85 +/- 10.75
120.00 | 93.77 +/- 13.30
23.00 | 59.50 +/- 10.24
101.00 | 92.36 +/- 13.81
79.00 | 94.16 +/- 12.53
13.00 | 52.92 +/- 10.91
55.00 | 45.97 +/- 10.05
39.00 | 37.01 +/- 6.48
13.00 | 44.28 +/- 9.24
39.00 | 79.10 +/- 12.72
79.00 | 97.41 +/- 13.97
43.00 | 82.36 +/- 11.19
14.00 | 27.96 +/- 8.59
97.00 | 65.73 +/- 10.59
59.00 | 112.52 +/- 13.68
14.00 | 0.17 +/- 0.70
108.00 | 97.92 +/- 12.99
8.00 | 21.41 +/- 8.60
99.00 | 97.73 +/- 13.36
10.00 | 14.90 +/- 6.32
43.00 | 69.88 +/- 10.58
8.00 | 26.83 +/- 8.81
78.00 | 77.47 +/- 11.54
57.00 | 87.80 +/- 11.12
134.00 | 130.92 +/- 14.04
110.00 | 72.41 +/- 9.64
142.00 | 99.29 +/- 13.11
180.00 | 104.75 +/- 13.33
161.00 | 97.74 +/- 12.72
126.00 | 73.60 +/- 11.04
167.00 | 103.78 +/- 14.19
192.00 | 105.60 +/- 13.33
115.00 | 102.12 +/- 13.75
75.00 | 107.99 +/- 14.95
88.00 | 102.91 +/- 13.86
142.00 | 86.34 +/- 12.32
63.00 | 87.75 +/- 14.98
37.00 | 30.10 +/- 8.74
86.00 | 117.58 +/- 14.64
122.00 | 96.36 +/- 13.16
19.00 | 70.45 +/- 11.75
80.00 | 86.90 +/- 13.04
188.00 | 108.49 +/- 14.77
155.00 | 115.00 +/- 14.05
155.00 | 86.21 +/- 12.50
14.00 | 7.31 +/- 6.18
111.00 | 87.33 +/- 11.55
