Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_1.00/bayesian_dense3_1.00_1', model='bayesian_dense3', model_path='log/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_1.00/bayesian_dense3_1.00_1/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 7645
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianDense3...
Done.
**** start time: 2019-10-01 02:01:27.098440 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 420]               0
    BayesianLinear-2                  [-1, 100]          84,000
           Sigmoid-3                  [-1, 100]               0
    BayesianLinear-4                  [-1, 100]          20,000
           Sigmoid-5                  [-1, 100]               0
    BayesianLinear-6                  [-1, 100]          20,000
           Sigmoid-7                  [-1, 100]               0
    BayesianLinear-8                    [-1, 1]             200
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 124,200
Trainable params: 124,200
Non-trainable params: 0
________________________________________________________________
2019-10-01 02:01:27.107043
ground truth | pred +/- std:
67.00 | 69.11 +/- 2.29
115.00 | 124.88 +/- 1.68
93.00 | 96.58 +/- 4.02
123.00 | 125.24 +/- 1.85
8.00 | 8.76 +/- 1.22
86.00 | 74.82 +/- 2.34
128.00 | 117.19 +/- 2.66
40.00 | 45.06 +/- 1.63
71.00 | 81.93 +/- 3.29
58.00 | 50.99 +/- 2.45
128.00 | 117.96 +/- 2.10
65.00 | 112.78 +/- 3.21
51.00 | 67.97 +/- 3.91
27.00 | 27.04 +/- 1.18
124.00 | 121.03 +/- 1.98
120.00 | 119.34 +/- 2.01
137.00 | 119.48 +/- 1.91
99.00 | 107.47 +/- 3.13
20.00 | 24.69 +/- 0.97
11.00 | 15.63 +/- 1.08
45.00 | 47.08 +/- 1.78
115.00 | 118.24 +/- 2.29
115.00 | 90.26 +/- 4.93
89.00 | 83.58 +/- 3.18
63.00 | 65.52 +/- 3.77
44.00 | 45.21 +/- 1.54
66.00 | 62.25 +/- 2.07
81.00 | 109.05 +/- 3.59
144.00 | 124.90 +/- 1.77
137.00 | 117.17 +/- 2.61
88.00 | 75.14 +/- 4.86
100.00 | 122.16 +/- 1.71
69.00 | 75.14 +/- 4.52
145.00 | 122.97 +/- 1.96
92.00 | 112.57 +/- 2.78
78.00 | 72.59 +/- 2.93
18.00 | 17.54 +/- 1.01
56.00 | 66.95 +/- 4.81
129.00 | 125.23 +/- 1.68
115.00 | 115.03 +/- 2.48
117.00 | 117.98 +/- 2.26
120.00 | 121.95 +/- 1.87
41.00 | 42.63 +/- 1.43
133.00 | 124.87 +/- 1.85
41.00 | 48.89 +/- 1.67
6.00 | 6.69 +/- 1.00
7.00 | 9.19 +/- 1.08
18.00 | 20.61 +/- 1.15
51.00 | 54.09 +/- 1.93
55.00 | 49.10 +/- 2.02
71.00 | 47.55 +/- 2.11
101.00 | 114.30 +/- 2.86
58.00 | 46.42 +/- 1.86
31.00 | 27.34 +/- 1.35
79.00 | 73.85 +/- 2.47
9.00 | 9.25 +/- 1.02
17.00 | 15.04 +/- 1.19
111.00 | 122.78 +/- 1.79
49.00 | 43.57 +/- 1.75
56.00 | 88.42 +/- 3.11
104.00 | 85.79 +/- 3.21
113.00 | 99.00 +/- 3.49
135.00 | 96.78 +/- 4.48
117.00 | 123.83 +/- 1.92
87.00 | 104.73 +/- 3.04
15.00 | 14.15 +/- 1.23
25.00 | 23.72 +/- 1.70
55.00 | 53.72 +/- 2.30
131.00 | 122.24 +/- 1.99
55.00 | 60.22 +/- 2.62
45.00 | 48.72 +/- 1.62
11.00 | 12.00 +/- 1.03
103.00 | 97.74 +/- 4.02
77.00 | 63.37 +/- 2.42
55.00 | 71.77 +/- 3.00
10.00 | 7.03 +/- 1.05
56.00 | 54.14 +/- 1.79
127.00 | 108.53 +/- 3.23
14.00 | 11.82 +/- 1.06
68.00 | 54.57 +/- 2.01
88.00 | 118.34 +/- 2.36
87.00 | 123.11 +/- 1.70
8.00 | 8.08 +/- 1.07
22.00 | 26.24 +/- 1.15
55.00 | 48.59 +/- 2.18
87.00 | 115.90 +/- 2.21
85.00 | 118.13 +/- 1.98
78.00 | 83.59 +/- 2.77
108.00 | 116.16 +/- 2.49
144.00 | 123.97 +/- 1.84
119.00 | 123.80 +/- 1.78
99.00 | 115.66 +/- 2.70
145.00 | 120.29 +/- 2.28
87.00 | 100.62 +/- 4.64
28.00 | 28.55 +/- 1.10
136.00 | 120.11 +/- 1.83
27.00 | 32.46 +/- 1.22
132.00 | 123.52 +/- 1.59
28.00 | 25.15 +/- 1.01
35.00 | 32.50 +/- 1.40
eval mean loss: 98.44
eval rmse: 14.02
eval mae: 9.96
eval score: 402.20
epistemic: 5.95
epoch: 249
ground truth std: 41.40
pred std: 40.17
eval time: 0:00:01.967290
**** end time: 2019-10-01 02:01:29.074573 ****
