Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_6', model='bayesian_conv5_dense1', model_path='log/CMAPSS/FD003/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_6/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 6583
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianConv5Dense1...
Done.
**** start time: 2019-10-01 01:52:28.977368 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1           [-1, 10, 31, 14]             200
           Sigmoid-2           [-1, 10, 31, 14]               0
    BayesianConv2d-3           [-1, 10, 30, 14]           2,000
           Sigmoid-4           [-1, 10, 30, 14]               0
    BayesianConv2d-5           [-1, 10, 31, 14]           2,000
           Sigmoid-6           [-1, 10, 31, 14]               0
    BayesianConv2d-7           [-1, 10, 30, 14]           2,000
           Sigmoid-8           [-1, 10, 30, 14]               0
    BayesianConv2d-9            [-1, 1, 30, 14]              60
         Softplus-10            [-1, 1, 30, 14]               0
          Flatten-11                  [-1, 420]               0
   BayesianLinear-12                  [-1, 100]          84,000
         Softplus-13                  [-1, 100]               0
   BayesianLinear-14                    [-1, 1]             200
         Softplus-15                    [-1, 1]               0
================================================================
Total params: 90,460
Trainable params: 90,460
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:52:28.993038
ground truth | pred +/- std:
67.00 | 83.15 +/- 4.26
115.00 | 123.33 +/- 3.11
93.00 | 92.94 +/- 3.44
123.00 | 125.72 +/- 2.91
8.00 | 10.41 +/- 1.55
86.00 | 76.26 +/- 3.41
128.00 | 110.33 +/- 4.17
40.00 | 47.22 +/- 4.33
71.00 | 78.98 +/- 3.87
58.00 | 67.66 +/- 3.96
128.00 | 115.77 +/- 3.17
65.00 | 100.22 +/- 3.46
51.00 | 79.12 +/- 4.08
27.00 | 21.04 +/- 4.86
124.00 | 114.24 +/- 3.65
120.00 | 112.71 +/- 2.96
137.00 | 117.93 +/- 3.40
99.00 | 111.62 +/- 3.52
20.00 | 25.37 +/- 1.95
11.00 | 12.88 +/- 4.76
45.00 | 47.20 +/- 3.45
115.00 | 106.98 +/- 3.58
115.00 | 111.68 +/- 2.92
89.00 | 97.10 +/- 3.01
63.00 | 78.90 +/- 3.94
44.00 | 45.03 +/- 2.97
66.00 | 91.31 +/- 2.95
81.00 | 104.09 +/- 3.21
144.00 | 121.28 +/- 3.05
137.00 | 121.97 +/- 2.97
88.00 | 74.13 +/- 4.03
100.00 | 117.34 +/- 3.53
69.00 | 72.17 +/- 4.07
145.00 | 121.84 +/- 3.22
92.00 | 100.56 +/- 3.45
78.00 | 87.43 +/- 4.22
18.00 | 15.46 +/- 2.42
56.00 | 89.57 +/- 5.55
129.00 | 128.74 +/- 3.41
115.00 | 112.70 +/- 3.35
117.00 | 123.99 +/- 3.46
120.00 | 124.26 +/- 3.58
41.00 | 38.85 +/- 2.54
133.00 | 110.86 +/- 2.92
41.00 | 39.76 +/- 4.78
6.00 | 5.35 +/- 1.60
7.00 | 5.82 +/- 1.91
18.00 | 19.60 +/- 4.72
51.00 | 47.92 +/- 3.18
55.00 | 52.40 +/- 3.92
71.00 | 56.52 +/- 5.25
101.00 | 113.40 +/- 3.89
58.00 | 43.82 +/- 4.69
31.00 | 27.01 +/- 4.48
79.00 | 80.72 +/- 2.63
9.00 | 11.05 +/- 1.80
17.00 | 11.78 +/- 3.31
111.00 | 125.44 +/- 3.18
49.00 | 42.67 +/- 3.33
56.00 | 94.39 +/- 3.93
104.00 | 93.28 +/- 3.98
113.00 | 89.75 +/- 3.03
135.00 | 120.18 +/- 4.00
117.00 | 118.35 +/- 4.56
87.00 | 110.03 +/- 3.32
15.00 | 11.96 +/- 2.40
25.00 | 17.31 +/- 3.01
55.00 | 66.76 +/- 3.14
131.00 | 119.79 +/- 3.48
55.00 | 59.18 +/- 3.64
45.00 | 48.40 +/- 3.36
11.00 | 1.12 +/- 2.37
103.00 | 110.07 +/- 4.15
77.00 | 87.01 +/- 3.32
55.00 | 70.84 +/- 3.75
10.00 | 10.43 +/- 1.56
56.00 | 59.51 +/- 3.71
127.00 | 107.20 +/- 3.33
14.00 | 13.74 +/- 1.49
68.00 | 69.68 +/- 3.18
88.00 | 108.67 +/- 3.57
87.00 | 128.27 +/- 3.24
8.00 | 7.18 +/- 1.83
22.00 | 36.63 +/- 4.73
55.00 | 69.70 +/- 3.98
87.00 | 113.10 +/- 3.30
85.00 | 121.53 +/- 3.40
78.00 | 79.52 +/- 3.06
108.00 | 114.02 +/- 3.42
144.00 | 118.67 +/- 3.00
119.00 | 117.82 +/- 3.32
99.00 | 116.78 +/- 3.35
145.00 | 120.46 +/- 2.93
87.00 | 103.53 +/- 3.48
28.00 | 23.86 +/- 2.52
136.00 | 110.96 +/- 2.94
27.00 | 29.30 +/- 2.22
132.00 | 114.78 +/- 3.13
28.00 | 26.26 +/- 2.35
35.00 | 36.38 +/- 2.33
eval mean loss: 107.95
eval rmse: 14.67
eval mae: 11.00
eval score: 405.88
epistemic: 11.94
epoch: 249
ground truth std: 41.40
pred std: 39.82
eval time: 0:00:05.584751
**** end time: 2019-10-01 01:52:34.578008 ****
