Namespace(batch_size=512, dataset='CMAPSS/FD002', dump_dir='dump/CMAPSS/FD002/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_0', model='frequentist_conv2_pool2', model_path='log/CMAPSS/FD002/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_0/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 5993
use_cuda: True
Dataset: CMAPSS/FD002
Restoring FrequentistConv2Pool2...
Done.
**** start time: 2019-10-01 01:48:16.864865 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1            [-1, 8, 16, 11]             560
           Sigmoid-2            [-1, 8, 16, 11]               0
         AvgPool2d-3             [-1, 8, 8, 11]               0
            Conv2d-4            [-1, 14, 7, 11]             224
           Sigmoid-5            [-1, 14, 7, 11]               0
         AvgPool2d-6            [-1, 14, 3, 11]               0
           Flatten-7                  [-1, 462]               0
            Linear-8                    [-1, 1]             462
================================================================
Total params: 1,246
Trainable params: 1,246
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:48:16.869605
ground truth | pred +/- std:
18.00 | -7.38 +/- 0.00
97.00 | 90.43 +/- 0.00
97.00 | 81.94 +/- 0.00
151.00 | 124.12 +/- 0.00
148.00 | 108.03 +/- 0.00
94.00 | 94.97 +/- 0.00
56.00 | 77.67 +/- 0.00
134.00 | 105.46 +/- 0.00
35.00 | 74.06 +/- 0.00
120.00 | 113.75 +/- 0.00
23.00 | 28.44 +/- 0.00
101.00 | 91.85 +/- 0.00
79.00 | 68.23 +/- 0.00
13.00 | 29.04 +/- 0.00
55.00 | 48.39 +/- 0.00
39.00 | 24.09 +/- 0.00
13.00 | 29.17 +/- 0.00
39.00 | 67.22 +/- 0.00
79.00 | 94.54 +/- 0.00
43.00 | 63.71 +/- 0.00
14.00 | 16.11 +/- 0.00
97.00 | 60.69 +/- 0.00
59.00 | 104.49 +/- 0.00
14.00 | 23.12 +/- 0.00
108.00 | 100.46 +/- 0.00
8.00 | 1.75 +/- 0.00
99.00 | 97.10 +/- 0.00
10.00 | 13.50 +/- 0.00
43.00 | 59.89 +/- 0.00
8.00 | 27.11 +/- 0.00
78.00 | 68.19 +/- 0.00
57.00 | 63.77 +/- 0.00
134.00 | 122.57 +/- 0.00
110.00 | 77.13 +/- 0.00
142.00 | 116.39 +/- 0.00
180.00 | 111.95 +/- 0.00
161.00 | 95.33 +/- 0.00
126.00 | 70.91 +/- 0.00
167.00 | 124.30 +/- 0.00
192.00 | 118.70 +/- 0.00
115.00 | 108.28 +/- 0.00
75.00 | 110.49 +/- 0.00
88.00 | 92.92 +/- 0.00
142.00 | 94.30 +/- 0.00
63.00 | 96.87 +/- 0.00
37.00 | 27.70 +/- 0.00
86.00 | 119.71 +/- 0.00
122.00 | 112.02 +/- 0.00
19.00 | 13.95 +/- 0.00
80.00 | 59.11 +/- 0.00
188.00 | 107.72 +/- 0.00
155.00 | 112.05 +/- 0.00
155.00 | 115.65 +/- 0.00
14.00 | 38.92 +/- 0.00
111.00 | 107.41 +/- 0.00
116.00 | 108.00 +/- 0.00
120.00 | 107.88 +/- 0.00
152.00 | 138.93 +/- 0.00
98.00 | 104.77 +/- 0.00
139.00 | 97.21 +/- 0.00
53.00 | 38.71 +/- 0.00
48.00 | 41.48 +/- 0.00
173.00 | 121.43 +/- 0.00
13.00 | 15.68 +/- 0.00
55.00 | 38.38 +/- 0.00
34.00 | 33.22 +/- 0.00
141.00 | 119.47 +/- 0.00
14.00 | 17.83 +/- 0.00
17.00 | 16.41 +/- 0.00
