Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_9', model='bayesian_conv2_pool2', model_path='log/CMAPSS/FD003/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_9/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 7601
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianConv2Pool2...
Done.
**** start time: 2019-10-01 02:01:08.666442 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1             [-1, 8, 26, 1]           1,120
           Sigmoid-2             [-1, 8, 26, 1]               0
         AvgPool2d-3             [-1, 8, 13, 1]               0
    BayesianConv2d-4            [-1, 14, 12, 1]             448
           Sigmoid-5            [-1, 14, 12, 1]               0
         AvgPool2d-6             [-1, 14, 6, 1]               0
           Flatten-7                   [-1, 84]               0
    BayesianLinear-8                    [-1, 1]             168
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 1,736
Trainable params: 1,736
Non-trainable params: 0
________________________________________________________________
2019-10-01 02:01:08.678906
ground truth | pred +/- std:
67.00 | 114.89 +/- 1.31
115.00 | 117.87 +/- 1.34
93.00 | 80.81 +/- 1.41
123.00 | 117.48 +/- 1.28
8.00 | 26.69 +/- 1.29
86.00 | 68.94 +/- 1.26
128.00 | 119.17 +/- 1.51
40.00 | 81.93 +/- 1.30
71.00 | 83.62 +/- 1.31
58.00 | 60.78 +/- 1.28
128.00 | 97.40 +/- 1.22
65.00 | 92.72 +/- 1.48
51.00 | 82.53 +/- 1.35
27.00 | 76.49 +/- 1.33
124.00 | 117.61 +/- 1.36
120.00 | 115.73 +/- 1.39
137.00 | 114.31 +/- 1.45
99.00 | 103.45 +/- 1.39
20.00 | 27.64 +/- 1.14
11.00 | 29.13 +/- 1.03
45.00 | 62.18 +/- 1.10
115.00 | 97.88 +/- 1.45
115.00 | 82.05 +/- 1.45
89.00 | 84.02 +/- 1.45
63.00 | 101.31 +/- 1.42
44.00 | 55.80 +/- 1.23
66.00 | 96.69 +/- 1.43
81.00 | 95.16 +/- 1.54
144.00 | 118.59 +/- 1.43
137.00 | 119.05 +/- 1.43
88.00 | 82.42 +/- 1.33
100.00 | 117.07 +/- 1.33
69.00 | 79.75 +/- 1.35
145.00 | 100.25 +/- 1.53
92.00 | 94.76 +/- 1.36
78.00 | 106.54 +/- 1.42
18.00 | 31.43 +/- 1.17
56.00 | 119.28 +/- 1.18
129.00 | 119.28 +/- 1.32
115.00 | 102.34 +/- 1.40
117.00 | 112.93 +/- 1.24
120.00 | 105.08 +/- 1.37
41.00 | 32.94 +/- 1.13
133.00 | 119.72 +/- 1.49
41.00 | 102.86 +/- 1.28
6.00 | 29.38 +/- 1.15
7.00 | 30.52 +/- 1.09
18.00 | 40.15 +/- 1.15
51.00 | 45.77 +/- 1.29
55.00 | 57.70 +/- 1.40
71.00 | 77.76 +/- 1.49
101.00 | 119.45 +/- 1.38
58.00 | 106.15 +/- 1.50
31.00 | 34.43 +/- 1.17
79.00 | 86.63 +/- 1.24
9.00 | 25.95 +/- 1.24
17.00 | 26.41 +/- 1.04
111.00 | 117.96 +/- 1.28
49.00 | 41.64 +/- 1.20
56.00 | 107.56 +/- 1.18
104.00 | 109.41 +/- 1.34
113.00 | 53.83 +/- 1.20
135.00 | 119.38 +/- 1.33
117.00 | 119.15 +/- 1.27
87.00 | 113.80 +/- 1.41
15.00 | 48.59 +/- 1.21
25.00 | 26.76 +/- 1.18
55.00 | 46.74 +/- 1.23
131.00 | 118.67 +/- 1.35
55.00 | 44.11 +/- 1.34
45.00 | 86.79 +/- 1.31
11.00 | 68.35 +/- 1.46
103.00 | 119.20 +/- 1.29
77.00 | 65.33 +/- 1.46
55.00 | 84.76 +/- 1.33
10.00 | 26.78 +/- 1.11
56.00 | 78.78 +/- 1.25
127.00 | 114.22 +/- 1.33
14.00 | 26.99 +/- 1.09
68.00 | 72.89 +/- 1.34
88.00 | 108.37 +/- 1.51
87.00 | 113.18 +/- 1.49
8.00 | 26.47 +/- 1.16
22.00 | 59.87 +/- 1.50
55.00 | 66.71 +/- 1.30
87.00 | 103.03 +/- 1.44
85.00 | 116.67 +/- 1.45
78.00 | 53.15 +/- 1.14
108.00 | 117.37 +/- 1.46
144.00 | 118.09 +/- 1.46
119.00 | 118.52 +/- 1.42
99.00 | 113.40 +/- 1.31
145.00 | 116.52 +/- 1.40
87.00 | 75.08 +/- 1.42
28.00 | 33.26 +/- 1.12
136.00 | 111.66 +/- 1.57
27.00 | 29.65 +/- 1.22
132.00 | 117.65 +/- 1.31
28.00 | 37.10 +/- 1.11
35.00 | 32.70 +/- 1.19
eval mean loss: 286.95
eval rmse: 23.96
eval mae: 18.87
eval score: 2635.57
epistemic: 1.75
epoch: 249
ground truth std: 41.40
pred std: 33.00
eval time: 0:00:01.918628
**** end time: 2019-10-01 02:01:10.597739 ****
