Namespace(batch_size=512, dataset='CMAPSS/FD001', dump_dir='dump/CMAPSS/FD001/min-max/frequentist_conv5_dense1/frequentist_conv5_dense1_9', model='frequentist_conv5_dense1', model_path='log/CMAPSS/FD001/min-max/frequentist_conv5_dense1/frequentist_conv5_dense1_9/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 31426
use_cuda: True
Dataset: CMAPSS/FD001
Restoring FrequentistConv5Dense1...
Done.
**** start time: 2019-09-27 16:39:42.277446 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1           [-1, 10, 31, 14]             100
              Tanh-2           [-1, 10, 31, 14]               0
            Conv2d-3           [-1, 10, 30, 14]           1,000
              Tanh-4           [-1, 10, 30, 14]               0
            Conv2d-5           [-1, 10, 31, 14]           1,000
              Tanh-6           [-1, 10, 31, 14]               0
            Conv2d-7           [-1, 10, 30, 14]           1,000
              Tanh-8           [-1, 10, 30, 14]               0
            Conv2d-9            [-1, 1, 30, 14]              30
             Tanh-10            [-1, 1, 30, 14]               0
          Flatten-11                  [-1, 420]               0
          Dropout-12                  [-1, 420]               0
           Linear-13                  [-1, 100]          42,000
           Linear-14                    [-1, 1]             100
================================================================
Total params: 45,230
Trainable params: 45,230
Non-trainable params: 0
________________________________________________________________
2019-09-27 16:39:42.284491
ground truth | pred +/- std:
77.00 | 113.58 +/- 0.00
57.00 | 87.10 +/- 0.00
124.00 | 111.92 +/- 0.00
90.00 | 96.33 +/- 0.00
93.00 | 100.03 +/- 0.00
37.00 | 45.83 +/- 0.00
28.00 | 27.92 +/- 0.00
91.00 | 99.39 +/- 0.00
113.00 | 109.73 +/- 0.00
58.00 | 69.02 +/- 0.00
84.00 | 103.01 +/- 0.00
20.00 | 20.72 +/- 0.00
142.00 | 124.52 +/- 0.00
126.00 | 104.03 +/- 0.00
11.00 | 5.54 +/- 0.00
114.00 | 81.25 +/- 0.00
69.00 | 52.01 +/- 0.00
26.00 | 19.63 +/- 0.00
137.00 | 104.07 +/- 0.00
28.00 | 17.81 +/- 0.00
21.00 | 15.93 +/- 0.00
9.00 | 15.68 +/- 0.00
50.00 | 66.03 +/- 0.00
135.00 | 110.68 +/- 0.00
97.00 | 111.46 +/- 0.00
96.00 | 90.58 +/- 0.00
89.00 | 109.16 +/- 0.00
79.00 | 96.72 +/- 0.00
20.00 | 13.35 +/- 0.00
18.00 | 20.28 +/- 0.00
111.00 | 109.50 +/- 0.00
90.00 | 101.11 +/- 0.00
114.00 | 107.20 +/- 0.00
111.00 | 117.28 +/- 0.00
103.00 | 103.49 +/- 0.00
119.00 | 113.01 +/- 0.00
82.00 | 91.46 +/- 0.00
59.00 | 75.18 +/- 0.00
82.00 | 87.06 +/- 0.00
115.00 | 103.30 +/- 0.00
106.00 | 107.97 +/- 0.00
50.00 | 68.32 +/- 0.00
19.00 | 30.53 +/- 0.00
94.00 | 91.87 +/- 0.00
63.00 | 92.10 +/- 0.00
97.00 | 106.36 +/- 0.00
145.00 | 110.35 +/- 0.00
83.00 | 96.43 +/- 0.00
128.00 | 110.49 +/- 0.00
10.00 | 16.86 +/- 0.00
95.00 | 80.28 +/- 0.00
21.00 | 20.13 +/- 0.00
72.00 | 78.42 +/- 0.00
115.00 | 122.46 +/- 0.00
91.00 | 107.37 +/- 0.00
54.00 | 48.70 +/- 0.00
66.00 | 98.92 +/- 0.00
8.00 | 13.96 +/- 0.00
92.00 | 94.83 +/- 0.00
47.00 | 45.79 +/- 0.00
137.00 | 123.20 +/- 0.00
7.00 | 9.55 +/- 0.00
8.00 | 8.81 +/- 0.00
118.00 | 123.73 +/- 0.00
85.00 | 40.68 +/- 0.00
107.00 | 118.61 +/- 0.00
109.00 | 107.86 +/- 0.00
121.00 | 111.94 +/- 0.00
14.00 | 16.08 +/- 0.00
113.00 | 125.79 +/- 0.00
38.00 | 30.76 +/- 0.00
100.00 | 107.32 +/- 0.00
55.00 | 64.52 +/- 0.00
136.00 | 111.91 +/- 0.00
117.00 | 105.29 +/- 0.00
28.00 | 27.66 +/- 0.00
118.00 | 115.57 +/- 0.00
97.00 | 83.64 +/- 0.00
137.00 | 111.65 +/- 0.00
50.00 | 55.96 +/- 0.00
16.00 | 25.94 +/- 0.00
21.00 | 17.26 +/- 0.00
112.00 | 105.64 +/- 0.00
34.00 | 31.86 +/- 0.00
95.00 | 99.64 +/- 0.00
131.00 | 110.09 +/- 0.00
10.00 | -1.09 +/- 0.00
107.00 | 108.52 +/- 0.00
8.00 | -0.17 +/- 0.00
29.00 | 14.93 +/- 0.00
116.00 | 115.97 +/- 0.00
15.00 | 9.11 +/- 0.00
59.00 | 74.01 +/- 0.00
98.00 | 117.74 +/- 0.00
128.00 | 111.86 +/- 0.00
20.00 | 25.77 +/- 0.00
114.00 | 95.61 +/- 0.00
28.00 | 26.65 +/- 0.00
48.00 | 47.57 +/- 0.00
87.00 | 93.38 +/- 0.00
eval mean loss: 103.97
eval rmse: 14.42
eval mae: 11.03
eval score: 315.35
epistemic: 0.00
epoch: 249
ground truth std: 41.56
pred std: 39.59
eval time: 0:00:01.695395
**** end time: 2019-09-27 16:39:43.980196 ****
