Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_0.25/bayesian_dense3_0.25_2', model='bayesian_dense3', model_path='log/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_0.25/bayesian_dense3_0.25_2/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 23450
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianDense3...
Done.
**** start time: 2019-10-01 14:43:45.516401 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 420]               0
    BayesianLinear-2                  [-1, 100]          84,000
           Sigmoid-3                  [-1, 100]               0
    BayesianLinear-4                  [-1, 100]          20,000
           Sigmoid-5                  [-1, 100]               0
    BayesianLinear-6                  [-1, 100]          20,000
           Sigmoid-7                  [-1, 100]               0
    BayesianLinear-8                    [-1, 1]             200
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 124,200
Trainable params: 124,200
Non-trainable params: 0
________________________________________________________________
2019-10-01 14:43:45.525421
ground truth | pred +/- std:
67.00 | 96.37 +/- 9.68
115.00 | 112.45 +/- 7.90
93.00 | 102.09 +/- 9.99
123.00 | 112.90 +/- 8.07
8.00 | 7.86 +/- 3.63
86.00 | 69.90 +/- 9.23
128.00 | 111.53 +/- 7.86
40.00 | 47.15 +/- 6.65
71.00 | 71.47 +/- 8.11
58.00 | 61.34 +/- 10.12
128.00 | 111.29 +/- 7.11
65.00 | 105.55 +/- 8.24
51.00 | 78.80 +/- 10.27
27.00 | 33.74 +/- 6.72
124.00 | 111.69 +/- 7.94
120.00 | 109.55 +/- 7.64
137.00 | 111.43 +/- 8.16
99.00 | 108.52 +/- 7.87
20.00 | 25.37 +/- 5.25
11.00 | 14.41 +/- 5.37
45.00 | 54.58 +/- 7.05
115.00 | 104.97 +/- 9.37
115.00 | 112.57 +/- 7.50
89.00 | 65.28 +/- 8.75
63.00 | 92.80 +/- 10.77
44.00 | 48.15 +/- 5.97
66.00 | 61.21 +/- 8.17
81.00 | 110.94 +/- 7.93
144.00 | 112.29 +/- 7.38
137.00 | 111.68 +/- 7.09
88.00 | 77.93 +/- 10.10
100.00 | 112.50 +/- 7.21
69.00 | 87.72 +/- 11.13
145.00 | 111.49 +/- 8.06
92.00 | 111.31 +/- 7.58
78.00 | 105.49 +/- 8.49
18.00 | 15.66 +/- 4.70
56.00 | 107.59 +/- 8.16
129.00 | 112.22 +/- 7.59
115.00 | 109.07 +/- 7.75
117.00 | 111.77 +/- 7.19
120.00 | 111.04 +/- 8.40
41.00 | 38.56 +/- 5.85
133.00 | 111.99 +/- 7.65
41.00 | 55.15 +/- 8.14
6.00 | 7.04 +/- 3.57
7.00 | 9.91 +/- 4.03
18.00 | 19.94 +/- 5.60
51.00 | 50.20 +/- 6.68
55.00 | 41.78 +/- 7.56
71.00 | 56.20 +/- 8.77
101.00 | 112.08 +/- 7.57
58.00 | 59.73 +/- 7.95
31.00 | 26.65 +/- 6.20
79.00 | 83.93 +/- 10.30
9.00 | 10.10 +/- 4.39
17.00 | 16.33 +/- 5.17
111.00 | 112.35 +/- 7.13
49.00 | 43.68 +/- 6.42
56.00 | 88.39 +/- 9.94
104.00 | 81.07 +/- 9.50
113.00 | 91.76 +/- 11.00
135.00 | 111.90 +/- 7.39
117.00 | 111.92 +/- 7.86
87.00 | 109.94 +/- 7.09
15.00 | 16.79 +/- 4.73
25.00 | 19.56 +/- 5.55
55.00 | 54.52 +/- 8.37
131.00 | 112.70 +/- 8.09
55.00 | 43.87 +/- 7.17
45.00 | 40.68 +/- 6.16
11.00 | 15.74 +/- 5.16
103.00 | 110.58 +/- 7.75
77.00 | 73.36 +/- 9.33
55.00 | 64.06 +/- 7.57
10.00 | 6.10 +/- 3.51
56.00 | 63.80 +/- 7.37
127.00 | 102.01 +/- 9.09
14.00 | 9.55 +/- 4.03
68.00 | 65.08 +/- 7.70
88.00 | 106.48 +/- 8.63
87.00 | 112.41 +/- 7.26
8.00 | 7.73 +/- 3.92
22.00 | 30.12 +/- 6.12
55.00 | 48.76 +/- 8.39
87.00 | 103.65 +/- 8.80
85.00 | 112.70 +/- 8.59
78.00 | 80.87 +/- 9.39
108.00 | 104.74 +/- 8.90
144.00 | 112.39 +/- 7.31
119.00 | 112.42 +/- 7.57
99.00 | 111.48 +/- 7.11
145.00 | 112.93 +/- 8.56
87.00 | 91.96 +/- 10.58
28.00 | 32.01 +/- 5.57
136.00 | 108.09 +/- 7.72
27.00 | 36.84 +/- 7.04
132.00 | 111.55 +/- 7.30
28.00 | 24.24 +/- 5.00
35.00 | 28.11 +/- 6.01
eval mean loss: 165.39
eval rmse: 16.49
eval mae: 12.48
eval score: 556.64
epistemic: 59.09
epoch: 249
ground truth std: 41.40
pred std: 37.28
eval time: 0:00:05.927128
**** end time: 2019-10-01 14:43:51.452876 ****
