Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/frequentist_conv5_dense1/frequentist_conv5_dense1_8', model='frequentist_conv5_dense1', model_path='log/CMAPSS/FD004/min-max/frequentist_conv5_dense1/frequentist_conv5_dense1_8/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 16772
use_cuda: True
Dataset: CMAPSS/FD004
Restoring FrequentistConv5Dense1...
Done.
**** start time: 2019-09-27 01:15:35.459015 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1           [-1, 10, 16, 24]             100
              Tanh-2           [-1, 10, 16, 24]               0
            Conv2d-3           [-1, 10, 15, 24]           1,000
              Tanh-4           [-1, 10, 15, 24]               0
            Conv2d-5           [-1, 10, 16, 24]           1,000
              Tanh-6           [-1, 10, 16, 24]               0
            Conv2d-7           [-1, 10, 15, 24]           1,000
              Tanh-8           [-1, 10, 15, 24]               0
            Conv2d-9            [-1, 1, 15, 24]              30
             Tanh-10            [-1, 1, 15, 24]               0
          Flatten-11                  [-1, 360]               0
          Dropout-12                  [-1, 360]               0
           Linear-13                  [-1, 100]          36,000
           Linear-14                    [-1, 1]             100
================================================================
Total params: 39,230
Trainable params: 39,230
Non-trainable params: 0
________________________________________________________________
2019-09-27 01:15:35.466683
ground truth | pred +/- std:
39.00 | 59.23 +/- 0.00
157.00 | 119.06 +/- 0.00
97.00 | 113.27 +/- 0.00
194.00 | 121.73 +/- 0.00
189.00 | 128.36 +/- 0.00
8.00 | 46.90 +/- 0.00
89.00 | 104.22 +/- 0.00
75.00 | 115.11 +/- 0.00
78.00 | 95.31 +/- 0.00
151.00 | 97.33 +/- 0.00
107.00 | 71.60 +/- 0.00
17.00 | 25.84 +/- 0.00
133.00 | 104.29 +/- 0.00
166.00 | 113.95 +/- 0.00
22.00 | 19.91 +/- 0.00
109.00 | 82.47 +/- 0.00
91.00 | 90.92 +/- 0.00
126.00 | 94.16 +/- 0.00
96.00 | 85.09 +/- 0.00
34.00 | 45.01 +/- 0.00
11.00 | 14.73 +/- 0.00
104.00 | 97.37 +/- 0.00
88.00 | 114.74 +/- 0.00
176.00 | 107.46 +/- 0.00
78.00 | 119.96 +/- 0.00
88.00 | 92.71 +/- 0.00
46.00 | 37.33 +/- 0.00
101.00 | 91.14 +/- 0.00
46.00 | 54.88 +/- 0.00
7.00 | 20.11 +/- 0.00
118.00 | 101.92 +/- 0.00
18.00 | 30.29 +/- 0.00
154.00 | 128.10 +/- 0.00
145.00 | 113.36 +/- 0.00
151.00 | 106.80 +/- 0.00
96.00 | 100.19 +/- 0.00
66.00 | 60.98 +/- 0.00
116.00 | 104.53 +/- 0.00
107.00 | 104.01 +/- 0.00
74.00 | 88.75 +/- 0.00
142.00 | 98.19 +/- 0.00
76.00 | 94.46 +/- 0.00
60.00 | 65.52 +/- 0.00
149.00 | 80.67 +/- 0.00
8.00 | 44.62 +/- 0.00
12.00 | 37.72 +/- 0.00
130.00 | 115.24 +/- 0.00
42.00 | 83.73 +/- 0.00
109.00 | 98.84 +/- 0.00
33.00 | 62.71 +/- 0.00
122.00 | 96.24 +/- 0.00
115.00 | 84.30 +/- 0.00
139.00 | 101.96 +/- 0.00
50.00 | 98.94 +/- 0.00
104.00 | 109.21 +/- 0.00
37.00 | 23.69 +/- 0.00
100.00 | 97.63 +/- 0.00
120.00 | 127.34 +/- 0.00
154.00 | 118.61 +/- 0.00
24.00 | 44.07 +/- 0.00
126.00 | 107.47 +/- 0.00
106.00 | 121.37 +/- 0.00
24.00 | 42.49 +/- 0.00
126.00 | 128.19 +/- 0.00
160.00 | 121.50 +/- 0.00
162.00 | 108.33 +/- 0.00
