Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/bayesian_dense3/bayesian_dense3_4', model='bayesian_dense3', model_path='log/CMAPSS/FD004/min-max/bayesian_dense3/bayesian_dense3_4/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 14712
use_cuda: True
Dataset: CMAPSS/FD004
Restoring BayesianDense3...
Done.
**** start time: 2019-09-26 23:03:31.912162 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 360]               0
    BayesianLinear-2                  [-1, 100]          72,000
           Sigmoid-3                  [-1, 100]               0
    BayesianLinear-4                  [-1, 100]          20,000
           Sigmoid-5                  [-1, 100]               0
    BayesianLinear-6                  [-1, 100]          20,000
           Sigmoid-7                  [-1, 100]               0
    BayesianLinear-8                    [-1, 1]             200
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 112,200
Trainable params: 112,200
Non-trainable params: 0
________________________________________________________________
2019-09-26 23:03:31.921359
ground truth | pred +/- std:
39.00 | 39.99 +/- 0.31
157.00 | 118.99 +/- 0.19
97.00 | 84.91 +/- 1.08
194.00 | 120.17 +/- 0.21
189.00 | 123.68 +/- 0.18
8.00 | 17.44 +/- 0.32
89.00 | 118.49 +/- 0.22
75.00 | 105.67 +/- 0.69
78.00 | 104.32 +/- 0.55
151.00 | 55.81 +/- 0.26
107.00 | 61.10 +/- 0.69
17.00 | 21.30 +/- 0.35
133.00 | 115.41 +/- 0.24
166.00 | 116.66 +/- 0.20
22.00 | 18.21 +/- 0.25
109.00 | 56.91 +/- 0.22
91.00 | 67.84 +/- 0.72
126.00 | 86.42 +/- 0.73
96.00 | 109.04 +/- 0.34
34.00 | 50.49 +/- 0.31
11.00 | 36.72 +/- 0.85
104.00 | 103.94 +/- 0.85
88.00 | 119.07 +/- 0.18
176.00 | 117.15 +/- 0.23
78.00 | 117.88 +/- 0.20
88.00 | 118.19 +/- 0.20
46.00 | 27.50 +/- 0.45
101.00 | 114.17 +/- 0.29
46.00 | 84.75 +/- 1.11
7.00 | 29.06 +/- 0.35
118.00 | 120.03 +/- 0.21
18.00 | 17.58 +/- 0.31
154.00 | 123.24 +/- 0.21
145.00 | 115.42 +/- 0.25
151.00 | 122.71 +/- 0.19
96.00 | 120.04 +/- 0.21
66.00 | 62.97 +/- 0.83
116.00 | 120.73 +/- 0.24
107.00 | 120.98 +/- 0.19
74.00 | 119.72 +/- 0.22
142.00 | 118.54 +/- 0.21
76.00 | 71.64 +/- 0.93
60.00 | 43.72 +/- 0.21
149.00 | 107.37 +/- 0.31
8.00 | 2.57 +/- 0.20
12.00 | 9.01 +/- 0.22
130.00 | 120.23 +/- 0.23
42.00 | 115.69 +/- 0.20
109.00 | 106.24 +/- 0.54
33.00 | 27.64 +/- 0.35
122.00 | 104.57 +/- 0.44
115.00 | 119.29 +/- 0.17
139.00 | 112.73 +/- 0.23
50.00 | 64.13 +/- 0.31
104.00 | 105.94 +/- 0.62
37.00 | 14.73 +/- 0.28
100.00 | 57.61 +/- 0.31
120.00 | 118.42 +/- 0.23
154.00 | 112.93 +/- 0.23
24.00 | 34.01 +/- 0.28
126.00 | 117.74 +/- 0.24
106.00 | 120.03 +/- 0.22
24.00 | 20.70 +/- 0.28
126.00 | 122.13 +/- 0.18
160.00 | 122.62 +/- 0.20
162.00 | 118.55 +/- 0.18
176.00 | 83.23 +/- 0.98
123.00 | 80.53 +/- 0.79
114.00 | 62.75 +/- 0.53
45.00 | 59.25 +/- 0.29
124.00 | 106.75 +/- 0.41
143.00 | 119.88 +/- 0.22
11.00 | 17.54 +/- 0.28
51.00 | 40.60 +/- 0.34
41.00 | 25.82 +/- 0.33
12.00 | 24.41 +/- 0.29
95.00 | 114.62 +/- 0.26
59.00 | 57.46 +/- 0.25
184.00 | 118.65 +/- 0.19
195.00 | 116.53 +/- 0.21
75.00 | 112.83 +/- 0.26
97.00 | 120.14 +/- 0.17
135.00 | 59.75 +/- 0.55
15.00 | 24.68 +/- 0.30
7.00 | 22.86 +/- 0.32
46.00 | 44.88 +/- 0.24
59.00 | 75.65 +/- 0.88
92.00 | 44.74 +/- 0.44
120.00 | 118.25 +/- 0.19
98.00 | 48.49 +/- 0.36
166.00 | 118.31 +/- 0.21
131.00 | 116.11 +/- 0.26
15.00 | 27.16 +/- 0.20
56.00 | 113.39 +/- 0.22
194.00 | 119.75 +/- 0.21
59.00 | 109.89 +/- 0.44
98.00 | 115.45 +/- 0.27
184.00 | 119.36 +/- 0.21
142.00 | 106.31 +/- 0.62
89.00 | 56.62 +/- 0.43
105.00 | 72.93 +/- 0.86
162.00 | 113.23 +/- 0.22
108.00 | 119.69 +/- 0.20
76.00 | 76.13 +/- 1.00
178.00 | 121.05 +/- 0.21
89.00 | 118.56 +/- 0.21
145.00 | 119.06 +/- 0.22
84.00 | 56.20 +/- 0.43
13.00 | 32.78 +/- 0.53
23.00 | 33.40 +/- 0.43
33.00 | 47.16 +/- 0.33
34.00 | 28.99 +/- 0.37
10.00 | 16.01 +/- 0.22
126.00 | 119.08 +/- 0.22
53.00 | 55.07 +/- 0.31
24.00 | 42.62 +/- 0.44
145.00 | 122.03 +/- 0.17
