Namespace(batch_size=512, dataset='CMAPSS/FD002', dump_dir='dump/CMAPSS/FD002/min-max/frequentist_conv5_dense1/frequentist_conv5_dense1_3', model='frequentist_conv5_dense1', model_path='log/CMAPSS/FD002/min-max/frequentist_conv5_dense1/frequentist_conv5_dense1_3/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 5833
use_cuda: True
Dataset: CMAPSS/FD002
Restoring FrequentistConv5Dense1...
Done.
**** start time: 2019-10-01 01:47:14.207598 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1           [-1, 10, 21, 24]             100
              Tanh-2           [-1, 10, 21, 24]               0
            Conv2d-3           [-1, 10, 20, 24]           1,000
              Tanh-4           [-1, 10, 20, 24]               0
            Conv2d-5           [-1, 10, 21, 24]           1,000
              Tanh-6           [-1, 10, 21, 24]               0
            Conv2d-7           [-1, 10, 20, 24]           1,000
              Tanh-8           [-1, 10, 20, 24]               0
            Conv2d-9            [-1, 1, 20, 24]              30
             Tanh-10            [-1, 1, 20, 24]               0
          Flatten-11                  [-1, 480]               0
          Dropout-12                  [-1, 480]               0
           Linear-13                  [-1, 100]          48,000
           Linear-14                    [-1, 1]             100
================================================================
Total params: 51,230
Trainable params: 51,230
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:47:14.215013
ground truth | pred +/- std:
18.00 | 4.31 +/- 0.00
97.00 | 80.10 +/- 0.00
97.00 | 93.19 +/- 0.00
151.00 | 127.94 +/- 0.00
148.00 | 101.19 +/- 0.00
94.00 | 81.44 +/- 0.00
56.00 | 73.48 +/- 0.00
134.00 | 90.47 +/- 0.00
35.00 | 72.54 +/- 0.00
120.00 | 108.40 +/- 0.00
23.00 | 40.82 +/- 0.00
101.00 | 98.81 +/- 0.00
79.00 | 70.50 +/- 0.00
13.00 | 54.02 +/- 0.00
55.00 | 62.91 +/- 0.00
39.00 | 42.53 +/- 0.00
13.00 | 53.23 +/- 0.00
39.00 | 63.96 +/- 0.00
79.00 | 80.27 +/- 0.00
43.00 | 85.83 +/- 0.00
14.00 | 25.65 +/- 0.00
97.00 | 64.87 +/- 0.00
59.00 | 110.62 +/- 0.00
14.00 | 33.20 +/- 0.00
108.00 | 89.66 +/- 0.00
8.00 | 4.55 +/- 0.00
99.00 | 95.08 +/- 0.00
10.00 | 36.16 +/- 0.00
43.00 | 69.30 +/- 0.00
8.00 | 51.18 +/- 0.00
78.00 | 73.28 +/- 0.00
57.00 | 77.56 +/- 0.00
134.00 | 122.79 +/- 0.00
110.00 | 81.44 +/- 0.00
142.00 | 113.16 +/- 0.00
180.00 | 98.28 +/- 0.00
161.00 | 80.00 +/- 0.00
