Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_8', model='bayesian_conv2_pool2', model_path='log/CMAPSS/FD003/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_8/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 7581
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianConv2Pool2...
Done.
**** start time: 2019-10-01 02:00:59.540848 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1             [-1, 8, 26, 1]           1,120
           Sigmoid-2             [-1, 8, 26, 1]               0
         AvgPool2d-3             [-1, 8, 13, 1]               0
    BayesianConv2d-4            [-1, 14, 12, 1]             448
           Sigmoid-5            [-1, 14, 12, 1]               0
         AvgPool2d-6             [-1, 14, 6, 1]               0
           Flatten-7                   [-1, 84]               0
    BayesianLinear-8                    [-1, 1]             168
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 1,736
Trainable params: 1,736
Non-trainable params: 0
________________________________________________________________
2019-10-01 02:00:59.550261
ground truth | pred +/- std:
67.00 | 114.83 +/- 1.09
115.00 | 117.80 +/- 1.12
93.00 | 80.24 +/- 1.09
123.00 | 117.33 +/- 1.06
8.00 | 26.75 +/- 0.93
86.00 | 69.51 +/- 0.97
128.00 | 119.14 +/- 1.17
40.00 | 83.22 +/- 1.23
71.00 | 83.41 +/- 1.30
58.00 | 60.56 +/- 1.23
128.00 | 97.86 +/- 1.12
65.00 | 93.55 +/- 1.25
51.00 | 82.81 +/- 1.15
27.00 | 76.54 +/- 1.25
124.00 | 117.36 +/- 1.18
120.00 | 115.78 +/- 1.25
137.00 | 114.03 +/- 1.06
99.00 | 103.15 +/- 1.18
20.00 | 27.55 +/- 0.86
11.00 | 29.98 +/- 0.90
45.00 | 63.94 +/- 1.10
115.00 | 97.96 +/- 1.21
115.00 | 83.42 +/- 1.16
89.00 | 85.70 +/- 1.26
63.00 | 99.82 +/- 1.15
44.00 | 54.91 +/- 1.06
66.00 | 94.71 +/- 1.09
81.00 | 95.32 +/- 1.22
144.00 | 118.77 +/- 1.13
137.00 | 119.24 +/- 1.08
88.00 | 81.46 +/- 1.15
100.00 | 116.96 +/- 1.09
69.00 | 79.76 +/- 1.29
145.00 | 100.96 +/- 1.15
92.00 | 95.35 +/- 1.21
78.00 | 105.88 +/- 1.17
18.00 | 31.28 +/- 0.92
56.00 | 119.34 +/- 1.10
129.00 | 119.44 +/- 1.09
115.00 | 100.67 +/- 1.22
117.00 | 113.10 +/- 1.05
120.00 | 105.55 +/- 1.17
41.00 | 32.93 +/- 0.90
133.00 | 119.83 +/- 1.19
41.00 | 102.22 +/- 1.19
6.00 | 27.81 +/- 1.00
7.00 | 29.64 +/- 0.98
18.00 | 41.21 +/- 1.04
51.00 | 46.16 +/- 0.97
55.00 | 58.14 +/- 1.13
71.00 | 78.97 +/- 1.20
101.00 | 119.55 +/- 1.07
58.00 | 106.84 +/- 1.06
31.00 | 35.34 +/- 1.06
79.00 | 85.44 +/- 1.32
9.00 | 26.44 +/- 0.96
17.00 | 26.80 +/- 0.99
111.00 | 117.89 +/- 1.24
49.00 | 41.79 +/- 0.92
56.00 | 107.44 +/- 1.10
104.00 | 108.79 +/- 1.19
113.00 | 54.14 +/- 1.08
135.00 | 119.53 +/- 1.13
117.00 | 119.03 +/- 1.24
87.00 | 113.56 +/- 1.05
15.00 | 47.17 +/- 1.03
25.00 | 27.16 +/- 0.89
55.00 | 47.23 +/- 1.15
131.00 | 118.72 +/- 1.17
55.00 | 44.37 +/- 0.99
45.00 | 85.60 +/- 1.13
11.00 | 68.37 +/- 1.22
103.00 | 119.53 +/- 1.10
77.00 | 66.07 +/- 1.10
55.00 | 84.82 +/- 1.22
10.00 | 26.50 +/- 0.95
56.00 | 77.54 +/- 1.26
127.00 | 114.98 +/- 1.11
14.00 | 26.98 +/- 1.00
68.00 | 71.92 +/- 1.12
88.00 | 108.34 +/- 1.25
87.00 | 113.37 +/- 1.09
8.00 | 26.76 +/- 0.99
22.00 | 60.99 +/- 1.17
55.00 | 65.91 +/- 1.17
87.00 | 103.76 +/- 1.20
85.00 | 116.72 +/- 1.16
78.00 | 55.25 +/- 1.13
108.00 | 117.41 +/- 1.17
144.00 | 117.83 +/- 1.27
119.00 | 118.53 +/- 1.12
99.00 | 112.95 +/- 1.25
145.00 | 116.92 +/- 1.21
87.00 | 75.70 +/- 1.28
28.00 | 33.33 +/- 0.91
136.00 | 111.63 +/- 1.26
27.00 | 28.90 +/- 0.85
132.00 | 117.58 +/- 1.02
28.00 | 36.53 +/- 0.90
35.00 | 30.82 +/- 0.96
eval mean loss: 283.87
eval rmse: 23.83
eval mae: 18.76
eval score: 2602.13
epistemic: 1.25
epoch: 249
ground truth std: 41.40
pred std: 32.99
eval time: 0:00:01.883472
**** end time: 2019-10-01 02:01:01.433979 ****
