Namespace(batch_size=512, dataset='CMAPSS/FD001', dump_dir='dump/CMAPSS/FD001/min-max/bayesian_dense3/bayesian_dense3_7', model='bayesian_dense3', model_path='log/CMAPSS/FD001/min-max/bayesian_dense3/bayesian_dense3_7/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 30079
use_cuda: True
Dataset: CMAPSS/FD001
Restoring BayesianDense3...
Done.
**** start time: 2019-09-27 15:29:29.886451 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 420]               0
    BayesianLinear-2                  [-1, 100]          84,000
           Sigmoid-3                  [-1, 100]               0
    BayesianLinear-4                  [-1, 100]          20,000
           Sigmoid-5                  [-1, 100]               0
    BayesianLinear-6                  [-1, 100]          20,000
           Sigmoid-7                  [-1, 100]               0
    BayesianLinear-8                    [-1, 1]             200
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 124,200
Trainable params: 124,200
Non-trainable params: 0
________________________________________________________________
2019-09-27 15:29:29.895463
ground truth | pred +/- std:
77.00 | 122.53 +/- 1.72
57.00 | 77.69 +/- 2.63
124.00 | 91.94 +/- 4.28
90.00 | 107.33 +/- 4.49
93.00 | 93.84 +/- 4.54
37.00 | 35.23 +/- 1.55
28.00 | 26.22 +/- 1.47
91.00 | 114.86 +/- 2.87
113.00 | 97.89 +/- 4.06
58.00 | 80.06 +/- 3.10
84.00 | 75.95 +/- 2.92
20.00 | 20.05 +/- 1.36
142.00 | 123.45 +/- 1.60
126.00 | 119.09 +/- 2.22
11.00 | 15.16 +/- 1.14
114.00 | 100.23 +/- 4.44
69.00 | 48.04 +/- 2.27
26.00 | 32.96 +/- 1.53
137.00 | 115.77 +/- 2.48
28.00 | 32.05 +/- 1.47
21.00 | 19.65 +/- 1.26
9.00 | 8.18 +/- 1.00
50.00 | 65.85 +/- 2.90
135.00 | 122.75 +/- 1.74
97.00 | 115.07 +/- 3.05
96.00 | 97.76 +/- 4.78
89.00 | 98.49 +/- 5.03
79.00 | 93.49 +/- 4.51
20.00 | 22.41 +/- 1.44
18.00 | 21.93 +/- 1.11
111.00 | 105.94 +/- 4.70
90.00 | 107.49 +/- 3.88
114.00 | 109.74 +/- 3.60
111.00 | 123.03 +/- 1.68
103.00 | 104.21 +/- 3.84
119.00 | 116.72 +/- 2.35
82.00 | 72.29 +/- 2.89
59.00 | 58.97 +/- 2.62
82.00 | 90.47 +/- 4.54
115.00 | 109.43 +/- 3.95
106.00 | 113.42 +/- 3.48
50.00 | 55.02 +/- 2.01
19.00 | 22.57 +/- 1.27
94.00 | 89.12 +/- 4.67
63.00 | 119.84 +/- 1.97
97.00 | 86.54 +/- 5.23
145.00 | 120.88 +/- 1.74
83.00 | 103.70 +/- 4.24
128.00 | 104.51 +/- 4.02
10.00 | 13.08 +/- 0.92
95.00 | 81.18 +/- 3.27
21.00 | 30.04 +/- 1.33
72.00 | 84.52 +/- 3.38
115.00 | 122.01 +/- 1.66
91.00 | 107.18 +/- 3.85
54.00 | 42.54 +/- 1.57
66.00 | 104.96 +/- 4.37
8.00 | 4.88 +/- 0.97
92.00 | 108.57 +/- 4.22
47.00 | 40.90 +/- 1.73
137.00 | 122.71 +/- 1.76
7.00 | 4.81 +/- 1.10
8.00 | 8.42 +/- 1.10
118.00 | 123.05 +/- 1.75
85.00 | 53.99 +/- 1.96
107.00 | 122.97 +/- 1.63
109.00 | 115.58 +/- 2.34
121.00 | 121.27 +/- 1.79
14.00 | 17.72 +/- 1.17
113.00 | 123.02 +/- 1.84
38.00 | 29.20 +/- 1.53
100.00 | 120.60 +/- 1.74
55.00 | 85.62 +/- 3.75
136.00 | 113.44 +/- 3.40
117.00 | 118.37 +/- 2.17
28.00 | 32.07 +/- 1.32
118.00 | 119.00 +/- 2.35
97.00 | 57.09 +/- 2.48
137.00 | 114.55 +/- 2.99
50.00 | 54.03 +/- 1.87
16.00 | 15.53 +/- 1.05
21.00 | 14.89 +/- 1.18
112.00 | 121.67 +/- 1.86
34.00 | 30.06 +/- 1.34
95.00 | 80.42 +/- 4.42
131.00 | 110.74 +/- 3.10
10.00 | 8.63 +/- 1.08
107.00 | 121.93 +/- 1.72
8.00 | 7.35 +/- 1.03
29.00 | 29.85 +/- 1.68
116.00 | 121.80 +/- 1.73
15.00 | 22.51 +/- 1.42
59.00 | 57.08 +/- 2.45
98.00 | 122.47 +/- 1.82
128.00 | 122.10 +/- 1.90
20.00 | 23.60 +/- 1.37
114.00 | 105.26 +/- 3.37
28.00 | 22.38 +/- 1.14
48.00 | 51.86 +/- 2.10
87.00 | 86.77 +/- 4.20
eval mean loss: 119.30
eval rmse: 15.42
eval mae: 11.12
eval score: 668.48
epistemic: 7.66
epoch: 249
ground truth std: 41.56
pred std: 40.88
eval time: 0:00:02.245891
**** end time: 2019-09-27 15:29:32.153889 ****
