Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_4', model='bayesian_conv2_pool2', model_path='log/CMAPSS/FD004/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_4/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 13066
use_cuda: True
Dataset: CMAPSS/FD004
Restoring BayesianConv2Pool2...
Done.
**** start time: 2019-09-26 21:22:44.809404 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1            [-1, 8, 11, 11]           1,120
           Sigmoid-2            [-1, 8, 11, 11]               0
         AvgPool2d-3             [-1, 8, 5, 11]               0
    BayesianConv2d-4            [-1, 14, 4, 11]             448
           Sigmoid-5            [-1, 14, 4, 11]               0
         AvgPool2d-6            [-1, 14, 2, 11]               0
           Flatten-7                  [-1, 308]               0
    BayesianLinear-8                    [-1, 1]             616
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 2,184
Trainable params: 2,184
Non-trainable params: 0
________________________________________________________________
2019-09-26 21:22:44.819751
ground truth | pred +/- std:
39.00 | 28.06 +/- 0.25
157.00 | 113.88 +/- 0.23
97.00 | 104.56 +/- 0.29
194.00 | 126.98 +/- 0.24
189.00 | 132.49 +/- 0.21
8.00 | 21.87 +/- 0.24
89.00 | 112.41 +/- 0.28
75.00 | 115.90 +/- 0.25
78.00 | 91.21 +/- 0.39
151.00 | 87.23 +/- 0.40
107.00 | 81.00 +/- 0.31
17.00 | 0.00 +/- 0.00
133.00 | 102.10 +/- 0.27
166.00 | 117.41 +/- 0.22
22.00 | 21.96 +/- 0.25
109.00 | 69.41 +/- 0.33
91.00 | 99.78 +/- 0.28
126.00 | 73.84 +/- 0.39
96.00 | 95.89 +/- 0.27
34.00 | 34.02 +/- 0.23
11.00 | 22.92 +/- 0.26
104.00 | 91.40 +/- 0.36
88.00 | 88.46 +/- 0.39
176.00 | 112.87 +/- 0.24
78.00 | 122.30 +/- 0.23
88.00 | 118.51 +/- 0.27
46.00 | 37.92 +/- 0.34
101.00 | 90.94 +/- 0.33
46.00 | 80.13 +/- 0.28
7.00 | 32.21 +/- 0.34
118.00 | 120.60 +/- 0.22
18.00 | 0.01 +/- 0.00
154.00 | 122.23 +/- 0.23
145.00 | 100.04 +/- 0.25
151.00 | 127.66 +/- 0.22
96.00 | 104.38 +/- 0.30
66.00 | 66.13 +/- 0.31
116.00 | 116.28 +/- 0.23
107.00 | 113.01 +/- 0.22
74.00 | 118.46 +/- 0.25
142.00 | 113.32 +/- 0.24
76.00 | 101.97 +/- 0.26
60.00 | 27.24 +/- 0.21
149.00 | 76.42 +/- 0.32
8.00 | 19.01 +/- 0.25
12.00 | 19.88 +/- 0.18
130.00 | 122.93 +/- 0.22
42.00 | 103.12 +/- 0.26
109.00 | 110.34 +/- 0.25
33.00 | 45.59 +/- 0.28
122.00 | 104.33 +/- 0.27
115.00 | 123.38 +/- 0.24
139.00 | 92.05 +/- 0.30
50.00 | 62.16 +/- 0.29
104.00 | 107.27 +/- 0.25
37.00 | 30.30 +/- 0.25
100.00 | 66.74 +/- 0.40
120.00 | 112.15 +/- 0.24
154.00 | 113.37 +/- 0.25
24.00 | 28.94 +/- 0.31
126.00 | 121.89 +/- 0.24
106.00 | 114.14 +/- 0.28
24.00 | 24.04 +/- 0.17
126.00 | 118.75 +/- 0.21
160.00 | 116.24 +/- 0.30
162.00 | 108.92 +/- 0.24
176.00 | 91.15 +/- 0.27
123.00 | 91.41 +/- 0.26
114.00 | 91.25 +/- 0.32
45.00 | 94.56 +/- 0.39
124.00 | 108.33 +/- 0.27
143.00 | 117.83 +/- 0.25
11.00 | 8.83 +/- 0.30
51.00 | 34.37 +/- 0.21
41.00 | 25.14 +/- 0.40
12.00 | 19.85 +/- 0.18
95.00 | 102.40 +/- 0.33
59.00 | 64.22 +/- 0.32
184.00 | 121.02 +/- 0.24
195.00 | 113.88 +/- 0.25
75.00 | 100.92 +/- 0.38
97.00 | 117.18 +/- 0.22
135.00 | 82.94 +/- 0.32
15.00 | 9.54 +/- 0.19
7.00 | 17.48 +/- 0.16
46.00 | 57.39 +/- 0.31
59.00 | 92.15 +/- 0.31
92.00 | 97.26 +/- 0.31
120.00 | 115.09 +/- 0.25
98.00 | 44.12 +/- 0.28
166.00 | 126.04 +/- 0.24
131.00 | 119.79 +/- 0.24
15.00 | 32.87 +/- 0.33
56.00 | 88.31 +/- 0.35
194.00 | 120.84 +/- 0.23
59.00 | 105.45 +/- 0.30
98.00 | 103.82 +/- 0.23
184.00 | 110.15 +/- 0.25
142.00 | 106.07 +/- 0.27
89.00 | 58.40 +/- 0.40
105.00 | 91.05 +/- 0.24
162.00 | 112.18 +/- 0.23
108.00 | 115.46 +/- 0.23
76.00 | 78.45 +/- 0.35
178.00 | 121.33 +/- 0.24
89.00 | 116.45 +/- 0.26
145.00 | 113.60 +/- 0.25
84.00 | 78.90 +/- 0.30
13.00 | 26.88 +/- 0.32
23.00 | 48.80 +/- 0.35
33.00 | 42.52 +/- 0.27
34.00 | 54.52 +/- 0.39
10.00 | 18.05 +/- 0.15
126.00 | 115.43 +/- 0.27
53.00 | 71.83 +/- 0.39
24.00 | 39.61 +/- 0.36
145.00 | 108.40 +/- 0.24
36.00 | 39.41 +/- 0.27
92.00 | 53.16 +/- 0.31
99.00 | 104.21 +/- 0.32
192.00 | 117.25 +/- 0.21
81.00 | 97.82 +/- 0.28
31.00 | 18.98 +/- 0.15
91.00 | 104.88 +/- 0.29
26.00 | 66.14 +/- 0.36
25.00 | 95.74 +/- 0.31
9.00 | 45.97 +/- 0.37
22.00 | 9.44 +/- 0.16
41.00 | 48.63 +/- 0.39
133.00 | 91.65 +/- 0.27
33.00 | 46.16 +/- 0.30
89.00 | 104.15 +/- 0.30
15.00 | 43.24 +/- 0.22
13.00 | 1.90 +/- 0.22
172.00 | 122.21 +/- 0.23
94.00 | 96.70 +/- 0.29
58.00 | 66.99 +/- 0.36
173.00 | 118.11 +/- 0.24
64.00 | 104.27 +/- 0.32
162.00 | 108.73 +/- 0.33
10.00 | 4.53 +/- 0.25
12.00 | 45.63 +/- 0.28
57.00 | 32.50 +/- 0.25
154.00 | 112.42 +/- 0.27
163.00 | 118.82 +/- 0.23
36.00 | 27.78 +/- 0.23
7.00 | 14.29 +/- 0.15
165.00 | 106.53 +/- 0.25
76.00 | 94.40 +/- 0.31
116.00 | 104.72 +/- 0.30
124.00 | 116.84 +/- 0.24
15.00 | 19.48 +/- 0.17
70.00 | 40.30 +/- 0.31
6.00 | 0.00 +/- 0.00
14.00 | 2.40 +/- 0.26
14.00 | 17.05 +/- 0.20
72.00 | 109.08 +/- 0.28
129.00 | 116.53 +/- 0.24
146.00 | 108.58 +/- 0.25
87.00 | 97.85 +/- 0.29
68.00 | 59.14 +/- 0.32
11.00 | 1.10 +/- 0.23
118.00 | 112.05 +/- 0.25
82.00 | 83.23 +/- 0.32
108.00 | 124.71 +/- 0.23
12.00 | 0.47 +/- 0.11
14.00 | 21.60 +/- 0.17
6.00 | 0.08 +/- 0.03
30.00 | 37.92 +/- 0.34
86.00 | 113.16 +/- 0.29
66.00 | 93.25 +/- 0.32
37.00 | 70.82 +/- 0.31
23.00 | 34.24 +/- 0.19
18.00 | 15.98 +/- 0.17
171.00 | 106.94 +/- 0.24
13.00 | 16.51 +/- 0.29
41.00 | 94.90 +/- 0.28
16.00 | 9.30 +/- 0.25
139.00 | 99.27 +/- 0.31
126.00 | 116.36 +/- 0.23
86.00 | 63.81 +/- 0.34
85.00 | 94.00 +/- 0.27
13.00 | 0.04 +/- 0.01
56.00 | 83.63 +/- 0.33
159.00 | 78.69 +/- 0.42
8.00 | 15.49 +/- 0.19
14.00 | 8.44 +/- 0.25
88.00 | 101.65 +/- 0.33
94.00 | 118.65 +/- 0.26
100.00 | 126.42 +/- 0.22
86.00 | 80.73 +/- 0.36
22.00 | 43.23 +/- 0.31
158.00 | 111.29 +/- 0.24
10.00 | 55.00 +/- 0.28
67.00 | 104.22 +/- 0.35
137.00 | 97.11 +/- 0.28
73.00 | 103.64 +/- 0.28
182.00 | 92.46 +/- 0.32
82.00 | 124.37 +/- 0.24
173.00 | 92.53 +/- 0.31
154.00 | 106.52 +/- 0.25
116.00 | 103.19 +/- 0.31
119.00 | 121.53 +/- 0.24
35.00 | 48.21 +/- 0.29
36.00 | 61.26 +/- 0.35
46.00 | 51.06 +/- 0.25
75.00 | 113.98 +/- 0.24
184.00 | 116.45 +/- 0.23
120.00 | 124.45 +/- 0.23
71.00 | 83.98 +/- 0.37
83.00 | 120.93 +/- 0.23
109.00 | 112.07 +/- 0.25
43.00 | 85.11 +/- 0.35
88.00 | 105.68 +/- 0.29
11.00 | 3.02 +/- 0.23
71.00 | 80.87 +/- 0.39
10.00 | 15.75 +/- 0.33
111.00 | 118.93 +/- 0.22
153.00 | 116.78 +/- 0.27
73.00 | 98.26 +/- 0.27
39.00 | 97.58 +/- 0.30
26.00 | 19.18 +/- 0.26
105.00 | 102.99 +/- 0.28
142.00 | 99.03 +/- 0.29
113.00 | 117.15 +/- 0.24
179.00 | 115.53 +/- 0.26
96.00 | 93.46 +/- 0.26
174.00 | 108.95 +/- 0.28
12.00 | 49.38 +/- 0.37
166.00 | 117.34 +/- 0.23
73.00 | 68.27 +/- 0.36
134.00 | 101.64 +/- 0.24
162.00 | 120.13 +/- 0.23
7.00 | 17.34 +/- 0.16
71.00 | 89.10 +/- 0.33
110.00 | 107.04 +/- 0.25
172.00 | 105.81 +/- 0.29
147.00 | 131.34 +/- 0.21
39.00 | 87.60 +/- 0.32
103.00 | 79.18 +/- 0.31
167.00 | 122.02 +/- 0.23
32.00 | 13.17 +/- 0.18
176.00 | 128.30 +/- 0.22
56.00 | 83.58 +/- 0.40
12.00 | 58.08 +/- 0.34
22.00 | 13.78 +/- 0.22
112.00 | 94.88 +/- 0.31
151.00 | 105.61 +/- 0.24
eval mean loss: 536.90
eval rmse: 32.77
eval mae: 25.32
eval score: 11175.09
epistemic: 0.08
epoch: 249
ground truth std: 54.52
pred std: 38.86
eval time: 0:00:03.062678
**** end time: 2019-09-26 21:22:47.892521 ****
