Namespace(batch_size=512, dataset='CMAPSS/FD001', dump_dir='dump/CMAPSS/FD001/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_3', model='bayesian_conv2_pool2', model_path='log/CMAPSS/FD001/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_3/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 29054
use_cuda: True
Dataset: CMAPSS/FD001
Restoring BayesianConv2Pool2...
Done.
**** start time: 2019-09-27 14:49:36.313311 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1             [-1, 8, 26, 1]           1,120
           Sigmoid-2             [-1, 8, 26, 1]               0
         AvgPool2d-3             [-1, 8, 13, 1]               0
    BayesianConv2d-4            [-1, 14, 12, 1]             448
           Sigmoid-5            [-1, 14, 12, 1]               0
         AvgPool2d-6             [-1, 14, 6, 1]               0
           Flatten-7                   [-1, 84]               0
    BayesianLinear-8                    [-1, 1]             168
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 1,736
Trainable params: 1,736
Non-trainable params: 0
________________________________________________________________
2019-09-27 14:49:36.323051
ground truth | pred +/- std:
77.00 | 109.19 +/- 2.49
57.00 | 102.54 +/- 2.21
124.00 | 97.48 +/- 2.01
90.00 | 82.87 +/- 1.80
93.00 | 101.80 +/- 2.32
37.00 | 71.25 +/- 1.91
28.00 | 31.10 +/- 1.88
91.00 | 92.96 +/- 2.11
113.00 | 110.42 +/- 2.37
58.00 | 74.32 +/- 2.00
84.00 | 113.91 +/- 2.41
20.00 | 24.64 +/- 1.73
142.00 | 114.79 +/- 2.30
126.00 | 95.17 +/- 2.06
11.00 | 19.70 +/- 1.76
114.00 | 59.15 +/- 1.84
69.00 | 62.04 +/- 2.07
26.00 | 35.48 +/- 1.64
137.00 | 113.50 +/- 2.46
28.00 | 32.22 +/- 1.62
21.00 | 32.13 +/- 1.60
9.00 | 30.41 +/- 1.79
50.00 | 87.08 +/- 2.23
135.00 | 108.34 +/- 2.26
97.00 | 109.01 +/- 1.98
96.00 | 96.77 +/- 1.78
89.00 | 90.65 +/- 2.10
79.00 | 106.28 +/- 2.06
20.00 | 26.93 +/- 1.80
18.00 | 85.49 +/- 2.13
111.00 | 104.56 +/- 2.11
90.00 | 94.70 +/- 2.28
114.00 | 104.08 +/- 2.03
111.00 | 113.56 +/- 2.10
103.00 | 95.16 +/- 2.02
119.00 | 113.34 +/- 1.96
82.00 | 107.27 +/- 2.03
59.00 | 75.31 +/- 2.00
82.00 | 81.08 +/- 1.97
115.00 | 86.12 +/- 2.13
106.00 | 81.98 +/- 2.06
50.00 | 53.33 +/- 1.89
19.00 | 25.70 +/- 1.67
94.00 | 95.71 +/- 2.18
63.00 | 110.28 +/- 2.36
97.00 | 103.26 +/- 2.06
145.00 | 110.35 +/- 1.95
83.00 | 113.46 +/- 2.19
128.00 | 113.82 +/- 2.31
10.00 | 52.60 +/- 1.95
95.00 | 95.10 +/- 2.28
21.00 | 78.62 +/- 1.97
72.00 | 93.87 +/- 2.05
115.00 | 105.99 +/- 2.10
91.00 | 106.48 +/- 2.05
54.00 | 43.87 +/- 1.95
66.00 | 111.15 +/- 2.15
8.00 | 18.38 +/- 1.66
92.00 | 97.16 +/- 1.99
47.00 | 31.46 +/- 1.67
137.00 | 113.01 +/- 2.18
7.00 | 22.37 +/- 1.83
8.00 | 19.13 +/- 1.83
118.00 | 111.93 +/- 2.05
85.00 | 30.20 +/- 1.94
107.00 | 116.85 +/- 2.35
109.00 | 104.95 +/- 2.07
121.00 | 113.82 +/- 2.29
14.00 | 22.83 +/- 1.80
113.00 | 116.67 +/- 2.38
38.00 | 39.16 +/- 1.70
100.00 | 100.16 +/- 2.14
55.00 | 61.11 +/- 1.98
136.00 | 99.62 +/- 2.22
117.00 | 114.72 +/- 2.11
28.00 | 71.76 +/- 1.95
118.00 | 106.22 +/- 2.31
97.00 | 92.66 +/- 2.09
137.00 | 108.42 +/- 2.20
50.00 | 37.81 +/- 1.98
16.00 | 25.44 +/- 1.71
21.00 | 31.57 +/- 1.68
112.00 | 115.63 +/- 2.21
34.00 | 71.83 +/- 1.79
95.00 | 102.69 +/- 2.11
131.00 | 113.53 +/- 2.15
10.00 | 18.71 +/- 1.68
107.00 | 112.58 +/- 2.24
8.00 | 18.90 +/- 1.79
29.00 | 46.17 +/- 1.82
116.00 | 116.36 +/- 2.31
15.00 | 34.80 +/- 1.86
59.00 | 78.04 +/- 1.93
98.00 | 105.31 +/- 2.04
128.00 | 116.84 +/- 2.15
20.00 | 37.75 +/- 1.88
114.00 | 114.98 +/- 2.18
28.00 | 53.90 +/- 1.96
48.00 | 62.00 +/- 2.03
87.00 | 113.13 +/- 2.33
eval mean loss: 248.10
eval rmse: 22.28
eval mae: 16.64
eval score: 2175.45
epistemic: 4.17
epoch: 249
ground truth std: 41.56
pred std: 33.38
eval time: 0:00:02.028011
**** end time: 2019-09-27 14:49:38.359497 ****
