Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_3', model='bayesian_conv2_pool2', model_path='log/CMAPSS/FD003/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_3/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 7462
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianConv2Pool2...
Done.
**** start time: 2019-10-01 02:00:13.794428 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1             [-1, 8, 26, 1]           1,120
           Sigmoid-2             [-1, 8, 26, 1]               0
         AvgPool2d-3             [-1, 8, 13, 1]               0
    BayesianConv2d-4            [-1, 14, 12, 1]             448
           Sigmoid-5            [-1, 14, 12, 1]               0
         AvgPool2d-6             [-1, 14, 6, 1]               0
           Flatten-7                   [-1, 84]               0
    BayesianLinear-8                    [-1, 1]             168
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 1,736
Trainable params: 1,736
Non-trainable params: 0
________________________________________________________________
2019-10-01 02:00:13.804189
ground truth | pred +/- std:
67.00 | 113.67 +/- 2.02
115.00 | 115.67 +/- 1.79
93.00 | 79.04 +/- 1.75
123.00 | 115.20 +/- 2.16
8.00 | 39.90 +/- 1.50
86.00 | 70.50 +/- 1.43
128.00 | 116.32 +/- 1.82
40.00 | 83.58 +/- 1.81
71.00 | 83.33 +/- 1.71
58.00 | 59.94 +/- 1.42
128.00 | 98.73 +/- 1.74
65.00 | 91.16 +/- 1.80
51.00 | 83.09 +/- 1.56
27.00 | 78.08 +/- 1.57
124.00 | 115.35 +/- 1.86
120.00 | 115.16 +/- 1.66
137.00 | 112.29 +/- 1.84
99.00 | 104.80 +/- 1.84
20.00 | 40.27 +/- 1.48
11.00 | 41.07 +/- 1.36
45.00 | 60.43 +/- 1.35
115.00 | 97.29 +/- 1.82
115.00 | 82.00 +/- 1.65
89.00 | 87.25 +/- 1.61
63.00 | 101.92 +/- 1.79
44.00 | 55.30 +/- 1.31
66.00 | 99.09 +/- 1.66
81.00 | 94.75 +/- 1.75
144.00 | 115.80 +/- 1.86
137.00 | 116.04 +/- 2.00
88.00 | 84.05 +/- 1.51
100.00 | 115.17 +/- 1.94
69.00 | 76.25 +/- 1.59
145.00 | 99.17 +/- 1.79
92.00 | 94.40 +/- 1.75
78.00 | 105.12 +/- 1.95
18.00 | 41.19 +/- 1.37
56.00 | 116.29 +/- 1.81
129.00 | 116.35 +/- 1.89
115.00 | 102.87 +/- 1.64
117.00 | 112.89 +/- 1.82
120.00 | 104.21 +/- 1.80
41.00 | 42.39 +/- 1.43
133.00 | 116.12 +/- 2.14
41.00 | 106.70 +/- 1.86
6.00 | 40.08 +/- 1.43
7.00 | 40.91 +/- 1.39
18.00 | 46.20 +/- 1.40
51.00 | 50.49 +/- 1.31
55.00 | 59.16 +/- 1.53
71.00 | 77.12 +/- 1.67
101.00 | 116.45 +/- 1.79
58.00 | 106.29 +/- 1.86
31.00 | 43.37 +/- 1.38
79.00 | 89.60 +/- 1.60
9.00 | 40.07 +/- 1.29
17.00 | 40.03 +/- 1.38
111.00 | 115.54 +/- 1.96
49.00 | 47.72 +/- 1.31
56.00 | 107.11 +/- 1.94
104.00 | 109.77 +/- 2.12
113.00 | 51.10 +/- 1.37
135.00 | 116.69 +/- 1.70
117.00 | 116.14 +/- 1.93
87.00 | 112.94 +/- 1.71
15.00 | 51.25 +/- 1.38
25.00 | 39.96 +/- 1.28
55.00 | 49.92 +/- 1.45
131.00 | 115.70 +/- 1.84
55.00 | 49.45 +/- 1.44
45.00 | 89.32 +/- 1.73
11.00 | 68.27 +/- 1.45
103.00 | 116.40 +/- 1.97
77.00 | 63.96 +/- 1.53
55.00 | 80.72 +/- 1.54
10.00 | 39.79 +/- 1.31
56.00 | 75.34 +/- 1.54
127.00 | 113.73 +/- 1.79
14.00 | 40.23 +/- 1.27
68.00 | 76.57 +/- 1.63
88.00 | 107.84 +/- 1.77
87.00 | 112.25 +/- 1.84
8.00 | 39.83 +/- 1.47
22.00 | 61.29 +/- 1.62
55.00 | 68.08 +/- 1.48
87.00 | 102.84 +/- 1.88
85.00 | 114.56 +/- 1.82
78.00 | 54.66 +/- 1.50
108.00 | 115.56 +/- 1.61
144.00 | 115.39 +/- 1.80
119.00 | 115.62 +/- 1.84
99.00 | 112.43 +/- 1.86
145.00 | 114.97 +/- 1.79
87.00 | 75.09 +/- 1.74
28.00 | 42.07 +/- 1.38
136.00 | 112.61 +/- 1.68
27.00 | 40.30 +/- 1.40
132.00 | 115.97 +/- 1.74
28.00 | 43.96 +/- 1.45
35.00 | 40.38 +/- 1.32
eval mean loss: 328.50
eval rmse: 25.63
eval mae: 20.74
eval score: 2950.32
epistemic: 2.78
epoch: 249
ground truth std: 41.40
pred std: 28.89
eval time: 0:00:01.878236
**** end time: 2019-10-01 02:00:15.682640 ****
