Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_0.25/bayesian_dense3_0.25_6', model='bayesian_dense3', model_path='log/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_0.25/bayesian_dense3_0.25_6/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 23746
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianDense3...
Done.
**** start time: 2019-10-01 14:48:18.266657 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 420]               0
    BayesianLinear-2                  [-1, 100]          84,000
           Sigmoid-3                  [-1, 100]               0
    BayesianLinear-4                  [-1, 100]          20,000
           Sigmoid-5                  [-1, 100]               0
    BayesianLinear-6                  [-1, 100]          20,000
           Sigmoid-7                  [-1, 100]               0
    BayesianLinear-8                    [-1, 1]             200
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 124,200
Trainable params: 124,200
Non-trainable params: 0
________________________________________________________________
2019-10-01 14:48:18.276269
ground truth | pred +/- std:
67.00 | 90.48 +/- 9.95
115.00 | 106.37 +/- 6.46
93.00 | 103.12 +/- 7.14
123.00 | 105.69 +/- 6.11
8.00 | 9.01 +/- 3.73
86.00 | 67.34 +/- 7.91
128.00 | 105.79 +/- 6.36
40.00 | 48.22 +/- 6.07
71.00 | 72.36 +/- 8.05
58.00 | 62.93 +/- 9.41
128.00 | 106.50 +/- 5.77
65.00 | 103.76 +/- 7.23
51.00 | 78.90 +/- 10.88
27.00 | 34.38 +/- 5.96
124.00 | 106.53 +/- 5.78
120.00 | 104.53 +/- 6.73
137.00 | 106.71 +/- 5.74
99.00 | 104.51 +/- 6.59
20.00 | 27.54 +/- 5.46
11.00 | 12.86 +/- 4.60
45.00 | 52.23 +/- 6.90
115.00 | 101.53 +/- 8.30
115.00 | 105.90 +/- 6.79
89.00 | 58.30 +/- 6.45
63.00 | 97.20 +/- 10.11
44.00 | 48.97 +/- 6.94
66.00 | 62.79 +/- 7.10
81.00 | 106.10 +/- 7.11
144.00 | 106.70 +/- 6.51
137.00 | 106.18 +/- 6.85
88.00 | 77.32 +/- 11.19
100.00 | 106.65 +/- 6.40
69.00 | 86.15 +/- 11.48
145.00 | 106.78 +/- 6.33
92.00 | 107.03 +/- 6.94
78.00 | 101.80 +/- 8.42
18.00 | 16.38 +/- 4.62
56.00 | 106.34 +/- 6.16
129.00 | 106.89 +/- 6.82
115.00 | 104.93 +/- 6.74
117.00 | 107.38 +/- 6.24
120.00 | 105.97 +/- 5.98
41.00 | 39.91 +/- 5.16
133.00 | 106.73 +/- 6.48
41.00 | 57.78 +/- 7.40
6.00 | 7.34 +/- 3.44
7.00 | 10.52 +/- 3.39
18.00 | 20.18 +/- 5.64
51.00 | 49.50 +/- 6.37
55.00 | 42.77 +/- 6.46
71.00 | 57.23 +/- 8.36
101.00 | 105.74 +/- 7.60
58.00 | 57.55 +/- 7.54
31.00 | 27.14 +/- 5.71
79.00 | 82.84 +/- 8.44
9.00 | 11.98 +/- 4.16
17.00 | 13.63 +/- 4.90
111.00 | 106.02 +/- 6.27
49.00 | 44.39 +/- 5.42
56.00 | 89.45 +/- 10.33
104.00 | 78.65 +/- 9.84
113.00 | 93.04 +/- 8.52
135.00 | 107.48 +/- 6.91
117.00 | 106.52 +/- 5.91
87.00 | 105.91 +/- 5.33
15.00 | 16.54 +/- 3.96
25.00 | 17.87 +/- 5.13
55.00 | 57.97 +/- 7.33
131.00 | 106.71 +/- 6.71
55.00 | 44.43 +/- 6.45
45.00 | 41.63 +/- 5.41
11.00 | 17.26 +/- 4.52
103.00 | 106.39 +/- 6.28
77.00 | 75.70 +/- 9.03
55.00 | 60.29 +/- 7.60
10.00 | 6.51 +/- 3.16
56.00 | 67.38 +/- 7.81
127.00 | 101.29 +/- 8.22
14.00 | 10.89 +/- 4.47
68.00 | 66.21 +/- 7.27
88.00 | 103.97 +/- 7.34
87.00 | 106.52 +/- 6.41
8.00 | 8.57 +/- 3.94
22.00 | 29.72 +/- 5.04
55.00 | 49.50 +/- 6.96
87.00 | 102.47 +/- 7.56
85.00 | 106.63 +/- 5.99
78.00 | 80.05 +/- 9.04
108.00 | 101.70 +/- 7.72
144.00 | 106.59 +/- 6.36
119.00 | 106.10 +/- 6.69
99.00 | 106.61 +/- 6.84
145.00 | 105.98 +/- 5.91
87.00 | 92.82 +/- 10.77
28.00 | 32.79 +/- 5.36
136.00 | 105.15 +/- 7.00
27.00 | 38.83 +/- 6.09
132.00 | 107.08 +/- 6.88
28.00 | 25.32 +/- 5.44
35.00 | 31.52 +/- 5.44
eval mean loss: 184.06
eval rmse: 17.55
eval mae: 13.36
eval score: 561.56
epistemic: 48.01
epoch: 249
ground truth std: 41.40
pred std: 35.13
eval time: 0:00:06.073850
**** end time: 2019-10-01 14:48:24.350427 ****
