Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/frequentist_dense3/frequentist_dense3_2', model='frequentist_dense3', model_path='log/CMAPSS/FD004/min-max/frequentist_dense3/frequentist_dense3_2/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 18003
use_cuda: True
Dataset: CMAPSS/FD004
Restoring FrequentistDense3...
Done.
**** start time: 2019-09-27 02:13:10.728574 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 360]               0
            Linear-2                  [-1, 100]          36,000
           Sigmoid-3                  [-1, 100]               0
            Linear-4                  [-1, 100]          10,000
           Sigmoid-5                  [-1, 100]               0
            Linear-6                  [-1, 100]          10,000
           Sigmoid-7                  [-1, 100]               0
            Linear-8                    [-1, 1]             100
================================================================
Total params: 56,100
Trainable params: 56,100
Non-trainable params: 0
________________________________________________________________
2019-09-27 02:13:10.731884
ground truth | pred +/- std:
39.00 | 26.84 +/- 0.00
157.00 | 118.66 +/- 0.00
97.00 | 89.73 +/- 0.00
194.00 | 121.92 +/- 0.00
189.00 | 121.88 +/- 0.00
8.00 | 8.76 +/- 0.00
89.00 | 109.11 +/- 0.00
75.00 | 101.96 +/- 0.00
78.00 | 111.50 +/- 0.00
151.00 | 79.94 +/- 0.00
107.00 | 79.92 +/- 0.00
17.00 | 11.49 +/- 0.00
133.00 | 101.18 +/- 0.00
166.00 | 121.05 +/- 0.00
22.00 | 36.61 +/- 0.00
109.00 | 73.03 +/- 0.00
91.00 | 78.30 +/- 0.00
126.00 | 109.97 +/- 0.00
96.00 | 100.31 +/- 0.00
34.00 | 54.10 +/- 0.00
11.00 | 25.56 +/- 0.00
104.00 | 72.01 +/- 0.00
88.00 | 95.99 +/- 0.00
176.00 | 120.88 +/- 0.00
78.00 | 121.01 +/- 0.00
88.00 | 119.55 +/- 0.00
46.00 | 29.67 +/- 0.00
101.00 | 100.44 +/- 0.00
46.00 | 67.19 +/- 0.00
7.00 | 27.60 +/- 0.00
118.00 | 121.12 +/- 0.00
18.00 | 15.94 +/- 0.00
154.00 | 116.27 +/- 0.00
145.00 | 116.95 +/- 0.00
151.00 | 121.96 +/- 0.00
96.00 | 117.65 +/- 0.00
66.00 | 83.85 +/- 0.00
116.00 | 121.57 +/- 0.00
107.00 | 121.27 +/- 0.00
74.00 | 113.37 +/- 0.00
142.00 | 119.20 +/- 0.00
76.00 | 72.02 +/- 0.00
60.00 | 38.22 +/- 0.00
149.00 | 112.92 +/- 0.00
8.00 | 6.71 +/- 0.00
12.00 | 21.65 +/- 0.00
130.00 | 121.65 +/- 0.00
42.00 | 117.37 +/- 0.00
109.00 | 93.21 +/- 0.00
33.00 | 34.69 +/- 0.00
122.00 | 81.68 +/- 0.00
115.00 | 121.42 +/- 0.00
139.00 | 89.83 +/- 0.00
50.00 | 65.34 +/- 0.00
104.00 | 117.99 +/- 0.00
37.00 | 16.33 +/- 0.00
100.00 | 63.77 +/- 0.00
120.00 | 120.50 +/- 0.00
154.00 | 116.94 +/- 0.00
24.00 | 32.58 +/- 0.00
126.00 | 119.72 +/- 0.00
106.00 | 110.29 +/- 0.00
24.00 | 29.72 +/- 0.00
126.00 | 121.61 +/- 0.00
160.00 | 119.48 +/- 0.00
162.00 | 119.12 +/- 0.00
176.00 | 117.76 +/- 0.00
123.00 | 63.03 +/- 0.00
114.00 | 114.85 +/- 0.00
45.00 | 72.45 +/- 0.00
124.00 | 119.28 +/- 0.00
143.00 | 120.66 +/- 0.00
11.00 | 17.87 +/- 0.00
51.00 | 33.03 +/- 0.00
41.00 | 56.89 +/- 0.00
12.00 | 34.60 +/- 0.00
95.00 | 109.58 +/- 0.00
59.00 | 62.57 +/- 0.00
184.00 | 121.12 +/- 0.00
195.00 | 119.25 +/- 0.00
75.00 | 112.57 +/- 0.00
97.00 | 121.72 +/- 0.00
135.00 | 89.67 +/- 0.00
15.00 | 16.52 +/- 0.00
7.00 | 18.11 +/- 0.00
46.00 | 43.82 +/- 0.00
59.00 | 91.66 +/- 0.00
92.00 | 90.43 +/- 0.00
120.00 | 121.85 +/- 0.00
98.00 | 33.14 +/- 0.00
166.00 | 121.94 +/- 0.00
131.00 | 115.37 +/- 0.00
15.00 | 30.95 +/- 0.00
56.00 | 75.80 +/- 0.00
194.00 | 121.87 +/- 0.00
59.00 | 63.51 +/- 0.00
98.00 | 110.96 +/- 0.00
184.00 | 119.58 +/- 0.00
142.00 | 111.84 +/- 0.00
89.00 | 45.68 +/- 0.00
105.00 | 73.23 +/- 0.00
162.00 | 117.46 +/- 0.00
108.00 | 121.11 +/- 0.00
76.00 | 61.05 +/- 0.00
178.00 | 121.53 +/- 0.00
89.00 | 121.85 +/- 0.00
145.00 | 108.67 +/- 0.00
84.00 | 64.04 +/- 0.00
13.00 | 22.17 +/- 0.00
23.00 | 38.26 +/- 0.00
33.00 | 47.62 +/- 0.00
