Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_1.00/bayesian_dense3_1.00_9', model='bayesian_dense3', model_path='log/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_1.00/bayesian_dense3_1.00_9/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 7849
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianDense3...
Done.
**** start time: 2019-10-01 02:02:41.294921 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 420]               0
    BayesianLinear-2                  [-1, 100]          84,000
           Sigmoid-3                  [-1, 100]               0
    BayesianLinear-4                  [-1, 100]          20,000
           Sigmoid-5                  [-1, 100]               0
    BayesianLinear-6                  [-1, 100]          20,000
           Sigmoid-7                  [-1, 100]               0
    BayesianLinear-8                    [-1, 1]             200
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 124,200
Trainable params: 124,200
Non-trainable params: 0
________________________________________________________________
2019-10-01 02:02:41.303808
ground truth | pred +/- std:
67.00 | 70.12 +/- 1.77
115.00 | 124.75 +/- 1.12
93.00 | 90.89 +/- 3.92
123.00 | 124.82 +/- 1.25
8.00 | 8.04 +/- 1.06
86.00 | 71.61 +/- 1.56
128.00 | 116.22 +/- 2.60
40.00 | 40.73 +/- 1.30
71.00 | 76.54 +/- 2.12
58.00 | 48.20 +/- 2.03
128.00 | 117.49 +/- 1.33
65.00 | 112.60 +/- 1.79
51.00 | 68.16 +/- 3.58
27.00 | 26.97 +/- 1.16
124.00 | 120.13 +/- 1.26
120.00 | 115.74 +/- 1.93
137.00 | 119.74 +/- 1.18
99.00 | 111.35 +/- 2.62
20.00 | 23.25 +/- 1.04
11.00 | 14.79 +/- 1.17
45.00 | 48.79 +/- 1.34
115.00 | 115.57 +/- 1.45
115.00 | 84.81 +/- 4.05
89.00 | 76.43 +/- 1.70
63.00 | 59.74 +/- 2.35
44.00 | 42.54 +/- 1.29
66.00 | 70.80 +/- 1.37
81.00 | 99.35 +/- 3.63
144.00 | 124.01 +/- 1.08
137.00 | 122.99 +/- 1.35
88.00 | 106.44 +/- 2.68
100.00 | 122.40 +/- 1.28
69.00 | 80.89 +/- 4.59
145.00 | 121.61 +/- 1.27
92.00 | 118.28 +/- 1.70
78.00 | 82.56 +/- 2.91
18.00 | 15.27 +/- 0.90
56.00 | 49.63 +/- 2.27
129.00 | 125.04 +/- 1.06
115.00 | 117.99 +/- 1.48
117.00 | 118.54 +/- 1.92
120.00 | 121.14 +/- 1.20
41.00 | 41.53 +/- 1.17
133.00 | 125.14 +/- 1.24
41.00 | 44.14 +/- 1.54
6.00 | 7.61 +/- 0.95
7.00 | 9.37 +/- 0.94
18.00 | 20.10 +/- 1.15
51.00 | 51.27 +/- 1.68
55.00 | 57.97 +/- 2.33
71.00 | 40.99 +/- 1.40
101.00 | 110.73 +/- 3.00
58.00 | 47.95 +/- 1.36
31.00 | 30.52 +/- 1.20
79.00 | 71.00 +/- 1.29
9.00 | 8.76 +/- 1.23
17.00 | 16.86 +/- 1.08
111.00 | 123.40 +/- 1.24
49.00 | 40.54 +/- 1.48
56.00 | 88.52 +/- 2.67
104.00 | 87.07 +/- 2.67
113.00 | 107.42 +/- 3.00
135.00 | 110.31 +/- 3.20
117.00 | 124.63 +/- 1.10
87.00 | 97.37 +/- 3.43
15.00 | 15.63 +/- 0.88
25.00 | 25.25 +/- 1.10
55.00 | 62.98 +/- 1.44
131.00 | 121.53 +/- 1.36
55.00 | 46.23 +/- 1.80
45.00 | 49.23 +/- 1.43
11.00 | 12.14 +/- 1.01
103.00 | 86.82 +/- 3.30
77.00 | 73.67 +/- 1.92
55.00 | 58.67 +/- 2.24
10.00 | 7.64 +/- 1.10
56.00 | 53.41 +/- 1.27
127.00 | 114.76 +/- 1.96
14.00 | 12.36 +/- 0.99
68.00 | 66.34 +/- 1.56
88.00 | 115.45 +/- 2.58
87.00 | 121.61 +/- 1.24
8.00 | 7.36 +/- 0.91
22.00 | 29.58 +/- 1.11
55.00 | 51.60 +/- 1.97
87.00 | 108.56 +/- 2.47
85.00 | 121.21 +/- 1.26
78.00 | 84.95 +/- 2.45
108.00 | 119.07 +/- 1.45
144.00 | 122.76 +/- 1.34
119.00 | 123.98 +/- 1.07
99.00 | 117.39 +/- 1.57
145.00 | 121.56 +/- 1.26
87.00 | 111.52 +/- 1.95
28.00 | 25.80 +/- 1.02
136.00 | 116.92 +/- 1.84
27.00 | 33.37 +/- 1.20
132.00 | 118.90 +/- 1.70
28.00 | 23.14 +/- 0.96
35.00 | 30.63 +/- 1.29
eval mean loss: 95.41
eval rmse: 13.79
eval mae: 9.80
eval score: 387.11
epistemic: 3.62
epoch: 249
ground truth std: 41.40
pred std: 40.49
eval time: 0:00:02.023334
**** end time: 2019-10-01 02:02:43.327365 ****
