Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_1.00/bayesian_conv5_dense1_1.00_0', model='bayesian_conv5_dense1', model_path='log/CMAPSS/FD004/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_1.00/bayesian_conv5_dense1_1.00_0/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 26198
use_cuda: True
Dataset: CMAPSS/FD004
Restoring BayesianConv5Dense1...
Done.
**** start time: 2019-09-26 00:39:47.082253 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1           [-1, 10, 16, 24]             200
           Sigmoid-2           [-1, 10, 16, 24]               0
    BayesianConv2d-3           [-1, 10, 15, 24]           2,000
           Sigmoid-4           [-1, 10, 15, 24]               0
    BayesianConv2d-5           [-1, 10, 16, 24]           2,000
           Sigmoid-6           [-1, 10, 16, 24]               0
    BayesianConv2d-7           [-1, 10, 15, 24]           2,000
           Sigmoid-8           [-1, 10, 15, 24]               0
    BayesianConv2d-9            [-1, 1, 15, 24]              60
         Softplus-10            [-1, 1, 15, 24]               0
          Flatten-11                  [-1, 360]               0
   BayesianLinear-12                  [-1, 100]          72,000
         Softplus-13                  [-1, 100]               0
   BayesianLinear-14                    [-1, 1]             200
         Softplus-15                    [-1, 1]               0
================================================================
Total params: 78,460
Trainable params: 78,460
Non-trainable params: 0
________________________________________________________________
2019-09-26 00:39:47.097261
ground truth | pred +/- std:
39.00 | 33.94 +/- 0.76
157.00 | 114.94 +/- 0.52
97.00 | 100.67 +/- 0.56
194.00 | 122.02 +/- 0.25
189.00 | 125.97 +/- 0.28
8.00 | 0.00 +/- 0.00
89.00 | 110.24 +/- 0.61
75.00 | 110.28 +/- 0.51
78.00 | 98.31 +/- 0.65
151.00 | 96.13 +/- 0.67
107.00 | 66.56 +/- 0.83
17.00 | 0.04 +/- 0.05
133.00 | 108.16 +/- 0.56
166.00 | 117.18 +/- 0.28
22.00 | 11.92 +/- 0.81
109.00 | 73.90 +/- 0.59
91.00 | 94.30 +/- 0.75
126.00 | 80.61 +/- 0.70
96.00 | 94.55 +/- 0.85
34.00 | 40.74 +/- 0.63
11.00 | 12.09 +/- 1.15
104.00 | 88.54 +/- 0.74
88.00 | 98.99 +/- 0.71
176.00 | 121.05 +/- 0.36
78.00 | 116.00 +/- 0.36
88.00 | 109.01 +/- 0.52
46.00 | 39.12 +/- 0.92
101.00 | 93.99 +/- 0.90
46.00 | 68.19 +/- 0.82
7.00 | 7.85 +/- 0.87
118.00 | 120.28 +/- 0.36
18.00 | 9.76 +/- 0.93
154.00 | 121.48 +/- 0.29
145.00 | 114.05 +/- 0.44
151.00 | 121.82 +/- 0.29
96.00 | 110.51 +/- 0.49
66.00 | 73.53 +/- 0.87
116.00 | 120.45 +/- 0.35
107.00 | 116.25 +/- 0.34
74.00 | 110.84 +/- 0.42
142.00 | 118.52 +/- 0.51
76.00 | 90.81 +/- 0.64
