Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_2', model='frequentist_conv2_pool2', model_path='log/CMAPSS/FD003/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_2/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 8151
use_cuda: True
Dataset: CMAPSS/FD003
Restoring FrequentistConv2Pool2...
Done.
**** start time: 2019-10-01 02:04:35.910186 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1             [-1, 8, 26, 1]             560
           Sigmoid-2             [-1, 8, 26, 1]               0
         AvgPool2d-3             [-1, 8, 13, 1]               0
            Conv2d-4            [-1, 14, 12, 1]             224
           Sigmoid-5            [-1, 14, 12, 1]               0
         AvgPool2d-6             [-1, 14, 6, 1]               0
           Flatten-7                   [-1, 84]               0
            Linear-8                    [-1, 1]              84
================================================================
Total params: 868
Trainable params: 868
Non-trainable params: 0
________________________________________________________________
2019-10-01 02:04:35.914845
ground truth | pred +/- std:
67.00 | 110.95 +/- 0.00
115.00 | 112.07 +/- 0.00
93.00 | 80.49 +/- 0.00
123.00 | 111.98 +/- 0.00
8.00 | 56.11 +/- 0.00
86.00 | 72.80 +/- 0.00
128.00 | 112.18 +/- 0.00
40.00 | 83.87 +/- 0.00
71.00 | 83.46 +/- 0.00
58.00 | 64.32 +/- 0.00
128.00 | 98.59 +/- 0.00
65.00 | 90.24 +/- 0.00
51.00 | 81.87 +/- 0.00
27.00 | 78.55 +/- 0.00
124.00 | 111.95 +/- 0.00
120.00 | 111.86 +/- 0.00
137.00 | 110.28 +/- 0.00
99.00 | 103.59 +/- 0.00
20.00 | 56.12 +/- 0.00
11.00 | 56.29 +/- 0.00
45.00 | 64.84 +/- 0.00
115.00 | 96.93 +/- 0.00
115.00 | 83.14 +/- 0.00
89.00 | 88.87 +/- 0.00
63.00 | 98.23 +/- 0.00
44.00 | 61.72 +/- 0.00
66.00 | 98.08 +/- 0.00
81.00 | 93.82 +/- 0.00
144.00 | 112.17 +/- 0.00
137.00 | 112.19 +/- 0.00
88.00 | 82.70 +/- 0.00
100.00 | 111.87 +/- 0.00
69.00 | 75.17 +/- 0.00
145.00 | 98.31 +/- 0.00
92.00 | 94.43 +/- 0.00
78.00 | 104.83 +/- 0.00
18.00 | 56.35 +/- 0.00
56.00 | 112.19 +/- 0.00
129.00 | 112.20 +/- 0.00
115.00 | 101.31 +/- 0.00
117.00 | 110.81 +/- 0.00
120.00 | 103.63 +/- 0.00
41.00 | 56.67 +/- 0.00
133.00 | 112.21 +/- 0.00
41.00 | 104.96 +/- 0.00
6.00 | 56.13 +/- 0.00
7.00 | 56.27 +/- 0.00
18.00 | 57.96 +/- 0.00
51.00 | 60.89 +/- 0.00
55.00 | 64.67 +/- 0.00
71.00 | 76.11 +/- 0.00
101.00 | 112.20 +/- 0.00
58.00 | 102.11 +/- 0.00
31.00 | 57.06 +/- 0.00
79.00 | 92.68 +/- 0.00
9.00 | 56.11 +/- 0.00
17.00 | 56.12 +/- 0.00
111.00 | 112.03 +/- 0.00
49.00 | 58.92 +/- 0.00
56.00 | 104.61 +/- 0.00
104.00 | 108.19 +/- 0.00
113.00 | 59.81 +/- 0.00
135.00 | 112.20 +/- 0.00
117.00 | 112.18 +/- 0.00
87.00 | 110.59 +/- 0.00
15.00 | 60.71 +/- 0.00
25.00 | 56.14 +/- 0.00
55.00 | 59.89 +/- 0.00
131.00 | 112.14 +/- 0.00
55.00 | 59.42 +/- 0.00
45.00 | 88.95 +/- 0.00
11.00 | 69.90 +/- 0.00
103.00 | 112.20 +/- 0.00
77.00 | 68.05 +/- 0.00
55.00 | 80.97 +/- 0.00
10.00 | 56.11 +/- 0.00
56.00 | 75.40 +/- 0.00
127.00 | 111.09 +/- 0.00
14.00 | 56.11 +/- 0.00
68.00 | 78.95 +/- 0.00
88.00 | 105.43 +/- 0.00
87.00 | 110.12 +/- 0.00
8.00 | 56.11 +/- 0.00
22.00 | 66.25 +/- 0.00
55.00 | 70.84 +/- 0.00
87.00 | 103.00 +/- 0.00
85.00 | 111.85 +/- 0.00
78.00 | 61.64 +/- 0.00
108.00 | 112.04 +/- 0.00
144.00 | 112.07 +/- 0.00
119.00 | 112.10 +/- 0.00
99.00 | 110.34 +/- 0.00
145.00 | 111.78 +/- 0.00
87.00 | 75.36 +/- 0.00
28.00 | 56.48 +/- 0.00
136.00 | 110.35 +/- 0.00
27.00 | 56.16 +/- 0.00
132.00 | 112.06 +/- 0.00
28.00 | 57.50 +/- 0.00
35.00 | 56.17 +/- 0.00
eval mean loss: 415.91
eval rmse: 28.84
eval mae: 24.13
eval score: 3627.23
epistemic: 0.00
epoch: 249
ground truth std: 41.40
pred std: 22.35
eval time: 0:00:01.374150
**** end time: 2019-10-01 02:04:37.289175 ****
