Namespace(batch_size=512, dataset='CMAPSS/FD001', dump_dir='dump/CMAPSS/FD001/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_0.125/bayesian_conv5_dense1_0.125_9', model='bayesian_conv5_dense1', model_path='log/CMAPSS/FD001/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_0.125/bayesian_conv5_dense1_0.125_9/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 28769
use_cuda: True
Dataset: CMAPSS/FD001
Restoring BayesianConv5Dense1...
Done.
**** start time: 2019-09-27 14:38:54.648782 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1           [-1, 10, 31, 14]             200
           Sigmoid-2           [-1, 10, 31, 14]               0
    BayesianConv2d-3           [-1, 10, 30, 14]           2,000
           Sigmoid-4           [-1, 10, 30, 14]               0
    BayesianConv2d-5           [-1, 10, 31, 14]           2,000
           Sigmoid-6           [-1, 10, 31, 14]               0
    BayesianConv2d-7           [-1, 10, 30, 14]           2,000
           Sigmoid-8           [-1, 10, 30, 14]               0
    BayesianConv2d-9            [-1, 1, 30, 14]              60
         Softplus-10            [-1, 1, 30, 14]               0
          Flatten-11                  [-1, 420]               0
   BayesianLinear-12                  [-1, 100]          84,000
         Softplus-13                  [-1, 100]               0
   BayesianLinear-14                    [-1, 1]             200
         Softplus-15                    [-1, 1]               0
================================================================
Total params: 90,460
Trainable params: 90,460
Non-trainable params: 0
________________________________________________________________
2019-09-27 14:38:54.664922
ground truth | pred +/- std:
77.00 | 108.93 +/- 15.08
57.00 | 92.76 +/- 12.99
124.00 | 97.13 +/- 13.78
90.00 | 99.28 +/- 14.68
93.00 | 108.60 +/- 15.54
37.00 | 40.51 +/- 8.61
28.00 | 28.21 +/- 7.61
91.00 | 82.57 +/- 12.36
113.00 | 108.86 +/- 15.47
58.00 | 65.60 +/- 11.84
84.00 | 107.32 +/- 15.69
20.00 | 25.84 +/- 6.68
142.00 | 117.31 +/- 17.16
126.00 | 92.69 +/- 12.67
11.00 | 20.54 +/- 7.84
114.00 | 60.45 +/- 10.08
69.00 | 53.66 +/- 9.89
26.00 | 40.80 +/- 8.68
137.00 | 110.91 +/- 14.19
28.00 | 29.72 +/- 8.36
21.00 | 20.57 +/- 7.87
9.00 | 13.55 +/- 8.20
50.00 | 89.30 +/- 11.53
135.00 | 100.64 +/- 15.09
97.00 | 113.31 +/- 15.47
96.00 | 92.60 +/- 12.71
89.00 | 101.78 +/- 15.66
79.00 | 97.96 +/- 13.47
20.00 | 31.67 +/- 7.55
18.00 | 27.76 +/- 8.03
111.00 | 118.77 +/- 17.19
90.00 | 101.69 +/- 14.57
114.00 | 96.83 +/- 14.22
111.00 | 108.49 +/- 15.26
103.00 | 81.85 +/- 12.83
119.00 | 114.76 +/- 16.06
82.00 | 97.82 +/- 13.09
59.00 | 60.32 +/- 10.35
82.00 | 75.78 +/- 12.16
115.00 | 87.73 +/- 14.38
106.00 | 98.45 +/- 15.69
50.00 | 74.26 +/- 11.76
19.00 | 23.40 +/- 8.81
94.00 | 87.11 +/- 13.32
63.00 | 100.02 +/- 13.79
97.00 | 104.93 +/- 13.77
145.00 | 103.57 +/- 13.73
83.00 | 101.84 +/- 13.65
128.00 | 102.12 +/- 16.99
10.00 | 10.45 +/- 7.57
95.00 | 90.59 +/- 12.52
21.00 | 41.12 +/- 8.70
72.00 | 78.00 +/- 13.30
115.00 | 99.08 +/- 15.02
91.00 | 100.45 +/- 14.46
54.00 | 58.26 +/- 9.85
66.00 | 105.00 +/- 15.27
8.00 | 16.47 +/- 7.16
92.00 | 100.97 +/- 15.12
47.00 | 48.22 +/- 9.85
137.00 | 106.23 +/- 14.59
7.00 | 9.16 +/- 6.66
8.00 | 19.52 +/- 7.68
118.00 | 103.64 +/- 13.44
85.00 | 47.70 +/- 9.99
107.00 | 119.49 +/- 15.20
109.00 | 105.11 +/- 17.28
121.00 | 107.80 +/- 13.98
14.00 | 16.13 +/- 7.12
113.00 | 112.02 +/- 15.40
38.00 | 30.16 +/- 9.07
100.00 | 101.06 +/- 14.51
55.00 | 57.12 +/- 11.73
136.00 | 94.54 +/- 13.72
117.00 | 115.58 +/- 15.20
28.00 | 42.73 +/- 8.26
118.00 | 110.73 +/- 15.11
97.00 | 73.19 +/- 11.45
137.00 | 110.74 +/- 15.97
50.00 | 49.86 +/- 8.72
16.00 | 12.90 +/- 7.75
21.00 | 18.09 +/- 8.02
112.00 | 111.95 +/- 14.42
34.00 | 37.95 +/- 8.76
95.00 | 76.06 +/- 13.38
131.00 | 108.71 +/- 14.26
10.00 | 11.64 +/- 7.01
107.00 | 88.01 +/- 13.78
8.00 | 14.76 +/- 6.86
29.00 | 55.72 +/- 8.59
116.00 | 113.68 +/- 16.50
15.00 | 24.35 +/- 8.09
59.00 | 68.39 +/- 10.82
98.00 | 107.12 +/- 16.21
128.00 | 115.05 +/- 15.97
20.00 | 21.53 +/- 7.71
114.00 | 110.78 +/- 14.92
28.00 | 22.23 +/- 8.31
48.00 | 75.94 +/- 11.82
87.00 | 96.19 +/- 14.46
eval mean loss: 266.99
eval rmse: 18.10
eval mae: 13.62
eval score: 556.94
epistemic: 158.30
epoch: 249
ground truth std: 41.56
pred std: 35.32
eval time: 0:00:06.719685
**** end time: 2019-09-27 14:39:01.407819 ****
