Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/frequentist_conv5_dense1/frequentist_conv5_dense1_1', model='frequentist_conv5_dense1', model_path='log/CMAPSS/FD003/min-max/frequentist_conv5_dense1/frequentist_conv5_dense1_1/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 7893
use_cuda: True
Dataset: CMAPSS/FD003
Restoring FrequentistConv5Dense1...
Done.
**** start time: 2019-10-01 02:02:59.445066 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1           [-1, 10, 31, 14]             100
              Tanh-2           [-1, 10, 31, 14]               0
            Conv2d-3           [-1, 10, 30, 14]           1,000
              Tanh-4           [-1, 10, 30, 14]               0
            Conv2d-5           [-1, 10, 31, 14]           1,000
              Tanh-6           [-1, 10, 31, 14]               0
            Conv2d-7           [-1, 10, 30, 14]           1,000
              Tanh-8           [-1, 10, 30, 14]               0
            Conv2d-9            [-1, 1, 30, 14]              30
             Tanh-10            [-1, 1, 30, 14]               0
          Flatten-11                  [-1, 420]               0
          Dropout-12                  [-1, 420]               0
           Linear-13                  [-1, 100]          42,000
           Linear-14                    [-1, 1]             100
================================================================
Total params: 45,230
Trainable params: 45,230
Non-trainable params: 0
________________________________________________________________
2019-10-01 02:02:59.452130
ground truth | pred +/- std:
67.00 | 84.63 +/- 0.00
115.00 | 130.79 +/- 0.00
93.00 | 93.98 +/- 0.00
123.00 | 122.31 +/- 0.00
8.00 | 6.00 +/- 0.00
86.00 | 73.09 +/- 0.00
128.00 | 116.12 +/- 0.00
40.00 | 60.51 +/- 0.00
71.00 | 91.62 +/- 0.00
58.00 | 57.89 +/- 0.00
128.00 | 114.07 +/- 0.00
65.00 | 88.79 +/- 0.00
51.00 | 66.92 +/- 0.00
27.00 | 37.84 +/- 0.00
124.00 | 119.87 +/- 0.00
120.00 | 117.79 +/- 0.00
137.00 | 117.71 +/- 0.00
99.00 | 103.78 +/- 0.00
20.00 | 27.23 +/- 0.00
11.00 | 19.78 +/- 0.00
45.00 | 52.14 +/- 0.00
115.00 | 94.16 +/- 0.00
115.00 | 88.28 +/- 0.00
89.00 | 70.95 +/- 0.00
63.00 | 77.64 +/- 0.00
44.00 | 53.22 +/- 0.00
66.00 | 81.27 +/- 0.00
81.00 | 99.89 +/- 0.00
144.00 | 122.04 +/- 0.00
137.00 | 124.50 +/- 0.00
88.00 | 84.19 +/- 0.00
100.00 | 120.15 +/- 0.00
69.00 | 63.99 +/- 0.00
145.00 | 103.62 +/- 0.00
92.00 | 110.12 +/- 0.00
78.00 | 91.72 +/- 0.00
18.00 | 4.60 +/- 0.00
56.00 | 84.22 +/- 0.00
129.00 | 127.83 +/- 0.00
115.00 | 114.63 +/- 0.00
117.00 | 116.25 +/- 0.00
120.00 | 112.94 +/- 0.00
41.00 | 41.41 +/- 0.00
133.00 | 102.69 +/- 0.00
41.00 | 48.11 +/- 0.00
6.00 | 14.04 +/- 0.00
7.00 | 16.60 +/- 0.00
18.00 | 40.11 +/- 0.00
51.00 | 61.49 +/- 0.00
55.00 | 48.19 +/- 0.00
71.00 | 66.14 +/- 0.00
101.00 | 116.59 +/- 0.00
58.00 | 68.50 +/- 0.00
31.00 | 19.92 +/- 0.00
79.00 | 102.54 +/- 0.00
9.00 | 4.70 +/- 0.00
17.00 | 14.31 +/- 0.00
111.00 | 117.99 +/- 0.00
49.00 | 36.21 +/- 0.00
56.00 | 87.66 +/- 0.00
104.00 | 91.03 +/- 0.00
113.00 | 70.23 +/- 0.00
135.00 | 115.14 +/- 0.00
117.00 | 126.96 +/- 0.00
87.00 | 116.26 +/- 0.00
15.00 | 12.75 +/- 0.00
25.00 | 14.23 +/- 0.00
55.00 | 54.19 +/- 0.00
131.00 | 124.50 +/- 0.00
55.00 | 57.31 +/- 0.00
45.00 | 44.92 +/- 0.00
11.00 | 6.30 +/- 0.00
103.00 | 110.28 +/- 0.00
77.00 | 77.51 +/- 0.00
55.00 | 66.57 +/- 0.00
10.00 | 8.09 +/- 0.00
56.00 | 76.86 +/- 0.00
127.00 | 104.51 +/- 0.00
14.00 | 13.22 +/- 0.00
68.00 | 79.36 +/- 0.00
88.00 | 107.88 +/- 0.00
87.00 | 121.49 +/- 0.00
8.00 | 12.31 +/- 0.00
22.00 | 32.06 +/- 0.00
55.00 | 65.28 +/- 0.00
87.00 | 103.83 +/- 0.00
85.00 | 111.56 +/- 0.00
78.00 | 81.62 +/- 0.00
108.00 | 103.67 +/- 0.00
144.00 | 110.16 +/- 0.00
119.00 | 123.58 +/- 0.00
99.00 | 109.72 +/- 0.00
145.00 | 127.17 +/- 0.00
87.00 | 92.86 +/- 0.00
28.00 | 30.71 +/- 0.00
136.00 | 112.31 +/- 0.00
27.00 | 36.19 +/- 0.00
132.00 | 100.48 +/- 0.00
28.00 | 22.60 +/- 0.00
35.00 | 33.60 +/- 0.00
eval mean loss: 125.79
eval rmse: 15.86
eval mae: 12.47
eval score: 375.93
epistemic: 0.00
epoch: 249
ground truth std: 41.40
pred std: 38.02
eval time: 0:00:01.585236
**** end time: 2019-10-01 02:03:01.037577 ****
