Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_1', model='bayesian_conv2_pool2', model_path='log/CMAPSS/FD004/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_1/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 12560
use_cuda: True
Dataset: CMAPSS/FD004
Restoring BayesianConv2Pool2...
Done.
**** start time: 2019-09-26 20:48:35.677645 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1            [-1, 8, 11, 11]           1,120
           Sigmoid-2            [-1, 8, 11, 11]               0
         AvgPool2d-3             [-1, 8, 5, 11]               0
    BayesianConv2d-4            [-1, 14, 4, 11]             448
           Sigmoid-5            [-1, 14, 4, 11]               0
         AvgPool2d-6            [-1, 14, 2, 11]               0
           Flatten-7                  [-1, 308]               0
    BayesianLinear-8                    [-1, 1]             616
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 2,184
Trainable params: 2,184
Non-trainable params: 0
________________________________________________________________
2019-09-26 20:48:35.687804
ground truth | pred +/- std:
39.00 | 36.23 +/- 0.25
157.00 | 109.71 +/- 0.25
97.00 | 102.44 +/- 0.28
194.00 | 120.92 +/- 0.25
189.00 | 126.75 +/- 0.25
8.00 | 9.10 +/- 0.23
89.00 | 107.15 +/- 0.28
75.00 | 114.18 +/- 0.30
78.00 | 88.04 +/- 0.34
151.00 | 98.14 +/- 0.32
107.00 | 72.26 +/- 0.30
17.00 | 10.44 +/- 0.17
133.00 | 101.83 +/- 0.32
166.00 | 123.58 +/- 0.25
22.00 | 28.91 +/- 0.22
109.00 | 72.26 +/- 0.34
91.00 | 97.87 +/- 0.29
126.00 | 74.79 +/- 0.39
96.00 | 90.45 +/- 0.34
34.00 | 30.24 +/- 0.20
11.00 | 28.80 +/- 0.26
104.00 | 81.03 +/- 0.37
88.00 | 94.26 +/- 0.31
176.00 | 111.64 +/- 0.26
78.00 | 120.47 +/- 0.23
88.00 | 115.64 +/- 0.24
46.00 | 39.12 +/- 0.25
101.00 | 84.34 +/- 0.31
46.00 | 71.10 +/- 0.30
7.00 | 31.34 +/- 0.24
118.00 | 116.50 +/- 0.24
18.00 | 21.11 +/- 0.19
154.00 | 124.76 +/- 0.24
145.00 | 99.86 +/- 0.27
151.00 | 123.63 +/- 0.25
96.00 | 104.09 +/- 0.29
66.00 | 56.03 +/- 0.30
116.00 | 119.29 +/- 0.28
107.00 | 113.08 +/- 0.27
74.00 | 115.27 +/- 0.29
142.00 | 113.15 +/- 0.24
76.00 | 100.48 +/- 0.27
60.00 | 21.02 +/- 0.27
149.00 | 68.29 +/- 0.37
8.00 | 18.43 +/- 0.24
12.00 | 14.90 +/- 0.17
130.00 | 126.68 +/- 0.25
42.00 | 111.26 +/- 0.26
109.00 | 110.52 +/- 0.30
33.00 | 44.66 +/- 0.29
122.00 | 97.23 +/- 0.35
115.00 | 122.49 +/- 0.22
139.00 | 99.34 +/- 0.27
50.00 | 73.75 +/- 0.31
104.00 | 109.81 +/- 0.33
37.00 | 19.09 +/- 0.18
100.00 | 64.56 +/- 0.41
120.00 | 111.71 +/- 0.25
154.00 | 114.92 +/- 0.27
24.00 | 39.39 +/- 0.31
126.00 | 123.93 +/- 0.26
106.00 | 108.76 +/- 0.25
24.00 | 17.51 +/- 0.20
126.00 | 121.23 +/- 0.22
160.00 | 112.46 +/- 0.23
162.00 | 111.72 +/- 0.27
176.00 | 88.16 +/- 0.33
123.00 | 75.61 +/- 0.30
114.00 | 86.07 +/- 0.33
45.00 | 96.97 +/- 0.35
124.00 | 102.67 +/- 0.34
143.00 | 114.34 +/- 0.28
11.00 | 9.03 +/- 0.16
51.00 | 35.68 +/- 0.22
41.00 | 14.24 +/- 0.40
12.00 | 34.34 +/- 0.24
95.00 | 105.75 +/- 0.28
59.00 | 65.68 +/- 0.36
184.00 | 119.75 +/- 0.24
195.00 | 118.04 +/- 0.26
75.00 | 105.19 +/- 0.28
97.00 | 122.27 +/- 0.23
135.00 | 72.19 +/- 0.29
15.00 | 5.63 +/- 0.20
7.00 | 12.36 +/- 0.18
46.00 | 50.72 +/- 0.28
59.00 | 79.70 +/- 0.36
92.00 | 90.96 +/- 0.39
