Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/bayesian_dense3/bayesian_dense3_8', model='bayesian_dense3', model_path='log/CMAPSS/FD004/min-max/bayesian_dense3/bayesian_dense3_8/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 15283
use_cuda: True
Dataset: CMAPSS/FD004
Restoring BayesianDense3...
Done.
**** start time: 2019-09-26 23:38:47.723774 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 360]               0
    BayesianLinear-2                  [-1, 100]          72,000
           Sigmoid-3                  [-1, 100]               0
    BayesianLinear-4                  [-1, 100]          20,000
           Sigmoid-5                  [-1, 100]               0
    BayesianLinear-6                  [-1, 100]          20,000
           Sigmoid-7                  [-1, 100]               0
    BayesianLinear-8                    [-1, 1]             200
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 112,200
Trainable params: 112,200
Non-trainable params: 0
________________________________________________________________
2019-09-26 23:38:47.733807
ground truth | pred +/- std:
39.00 | 30.57 +/- 0.51
157.00 | 119.42 +/- 0.25
97.00 | 96.78 +/- 1.02
194.00 | 121.41 +/- 0.28
189.00 | 124.51 +/- 0.24
8.00 | 9.61 +/- 0.36
89.00 | 115.85 +/- 0.35
75.00 | 118.23 +/- 0.32
78.00 | 92.06 +/- 1.31
151.00 | 100.53 +/- 1.56
107.00 | 89.55 +/- 1.34
17.00 | 16.51 +/- 0.57
133.00 | 107.82 +/- 0.54
166.00 | 119.37 +/- 0.21
22.00 | 16.12 +/- 0.47
109.00 | 101.73 +/- 1.04
91.00 | 100.54 +/- 0.39
126.00 | 59.66 +/- 0.32
96.00 | 55.22 +/- 0.79
34.00 | 48.94 +/- 0.36
11.00 | 25.38 +/- 0.84
104.00 | 70.80 +/- 1.24
88.00 | 112.35 +/- 0.32
176.00 | 120.29 +/- 0.25
78.00 | 120.53 +/- 0.25
88.00 | 121.30 +/- 0.24
46.00 | 45.39 +/- 1.17
101.00 | 92.28 +/- 1.27
46.00 | 36.14 +/- 0.52
7.00 | 24.72 +/- 0.39
118.00 | 118.58 +/- 0.30
18.00 | 22.90 +/- 0.57
154.00 | 121.87 +/- 0.27
145.00 | 117.01 +/- 0.26
151.00 | 124.22 +/- 0.25
96.00 | 112.99 +/- 0.31
66.00 | 67.95 +/- 1.62
116.00 | 121.30 +/- 0.23
107.00 | 121.35 +/- 0.25
74.00 | 118.66 +/- 0.25
142.00 | 117.06 +/- 0.31
76.00 | 73.26 +/- 1.35
