Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_0.25/bayesian_conv5_dense1_0.25_1', model='bayesian_conv5_dense1', model_path='log/CMAPSS/FD004/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_0.25/bayesian_conv5_dense1_0.25_1/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 8817
use_cuda: True
Dataset: CMAPSS/FD004
Restoring BayesianConv5Dense1...
Done.
**** start time: 2019-09-26 16:40:35.912637 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1           [-1, 10, 16, 24]             200
           Sigmoid-2           [-1, 10, 16, 24]               0
    BayesianConv2d-3           [-1, 10, 15, 24]           2,000
           Sigmoid-4           [-1, 10, 15, 24]               0
    BayesianConv2d-5           [-1, 10, 16, 24]           2,000
           Sigmoid-6           [-1, 10, 16, 24]               0
    BayesianConv2d-7           [-1, 10, 15, 24]           2,000
           Sigmoid-8           [-1, 10, 15, 24]               0
    BayesianConv2d-9            [-1, 1, 15, 24]              60
         Softplus-10            [-1, 1, 15, 24]               0
          Flatten-11                  [-1, 360]               0
   BayesianLinear-12                  [-1, 100]          72,000
         Softplus-13                  [-1, 100]               0
   BayesianLinear-14                    [-1, 1]             200
         Softplus-15                    [-1, 1]               0
================================================================
Total params: 78,460
Trainable params: 78,460
Non-trainable params: 0
________________________________________________________________
2019-09-26 16:40:35.928118
ground truth | pred +/- std:
39.00 | 45.53 +/- 8.00
157.00 | 112.81 +/- 6.86
97.00 | 98.09 +/- 5.78
194.00 | 123.34 +/- 5.46
189.00 | 130.61 +/- 7.64
8.00 | 71.31 +/- 7.97
89.00 | 104.75 +/- 7.23
75.00 | 100.55 +/- 6.67
78.00 | 96.24 +/- 6.63
151.00 | 99.06 +/- 7.66
107.00 | 88.29 +/- 7.00
17.00 | 16.26 +/- 7.23
133.00 | 98.15 +/- 7.39
166.00 | 122.20 +/- 7.25
22.00 | 22.93 +/- 6.87
109.00 | 80.77 +/- 7.38
91.00 | 88.48 +/- 6.36
126.00 | 90.57 +/- 6.93
96.00 | 90.15 +/- 7.50
34.00 | 29.55 +/- 8.88
11.00 | 63.09 +/- 8.70
104.00 | 91.27 +/- 7.17
88.00 | 97.44 +/- 7.34
176.00 | 114.92 +/- 8.05
78.00 | 115.40 +/- 7.29
88.00 | 115.15 +/- 7.40
46.00 | 59.08 +/- 6.87
101.00 | 80.65 +/- 8.54
46.00 | 68.07 +/- 7.68
7.00 | 48.13 +/- 7.99
118.00 | 115.11 +/- 6.84
18.00 | 18.35 +/- 7.37
154.00 | 124.20 +/- 7.14
145.00 | 92.97 +/- 6.43
151.00 | 144.75 +/- 5.33
96.00 | 101.67 +/- 6.10
66.00 | 68.48 +/- 6.94
116.00 | 113.37 +/- 5.92
107.00 | 110.84 +/- 7.08
74.00 | 105.16 +/- 6.09
142.00 | 103.44 +/- 6.80
76.00 | 99.71 +/- 7.19
60.00 | 61.38 +/- 9.15
149.00 | 72.48 +/- 7.67
8.00 | 52.08 +/- 7.32
12.00 | 35.40 +/- 8.81
130.00 | 119.22 +/- 6.30
42.00 | 89.99 +/- 6.83
109.00 | 98.34 +/- 7.94
33.00 | 61.76 +/- 7.94
122.00 | 102.99 +/- 6.22
115.00 | 111.00 +/- 5.79
139.00 | 92.79 +/- 7.73
50.00 | 59.19 +/- 8.65
104.00 | 97.60 +/- 7.14
37.00 | 0.02 +/- 0.16
100.00 | 95.49 +/- 8.71
120.00 | 112.71 +/- 6.25
154.00 | 110.12 +/- 6.41
24.00 | 54.16 +/- 8.74
126.00 | 121.63 +/- 7.54
106.00 | 119.75 +/- 6.51
24.00 | 48.90 +/- 9.08
126.00 | 120.43 +/- 7.96
160.00 | 116.83 +/- 7.54
162.00 | 98.91 +/- 5.88
176.00 | 85.80 +/- 7.15
123.00 | 82.66 +/- 6.45
114.00 | 81.45 +/- 6.37
45.00 | 93.18 +/- 6.77
124.00 | 101.23 +/- 7.00
143.00 | 115.74 +/- 7.07
11.00 | 13.65 +/- 9.67
51.00 | 53.32 +/- 9.40
41.00 | 39.64 +/- 11.74
12.00 | 30.53 +/- 8.53
95.00 | 95.45 +/- 7.51
59.00 | 87.67 +/- 7.45
184.00 | 118.66 +/- 6.00
195.00 | 108.50 +/- 7.16
75.00 | 112.13 +/- 6.59
97.00 | 129.12 +/- 5.86
135.00 | 73.69 +/- 6.50
15.00 | 2.54 +/- 3.83
7.00 | 14.83 +/- 8.18
46.00 | 85.50 +/- 7.81
59.00 | 85.65 +/- 6.10
92.00 | 94.89 +/- 6.41
120.00 | 119.39 +/- 6.38
98.00 | 69.41 +/- 8.56
166.00 | 127.96 +/- 7.02
131.00 | 116.69 +/- 6.79
15.00 | 13.96 +/- 9.23
56.00 | 106.58 +/- 7.77
194.00 | 123.79 +/- 5.53
59.00 | 107.17 +/- 7.43
98.00 | 97.74 +/- 6.01
184.00 | 95.10 +/- 7.63
142.00 | 95.03 +/- 7.12
89.00 | 88.60 +/- 7.01
105.00 | 67.38 +/- 7.94
162.00 | 115.81 +/- 7.59
108.00 | 117.59 +/- 6.34
76.00 | 74.31 +/- 7.48
178.00 | 119.17 +/- 6.56
89.00 | 114.51 +/- 6.17
145.00 | 105.01 +/- 7.42
84.00 | 68.13 +/- 7.33
13.00 | 49.44 +/- 6.67
23.00 | 36.78 +/- 12.71
33.00 | 74.32 +/- 7.71
34.00 | 62.48 +/- 7.59
10.00 | 26.02 +/- 9.54
126.00 | 103.23 +/- 6.52
53.00 | 78.51 +/- 7.50
24.00 | 52.07 +/- 6.45
145.00 | 108.43 +/- 6.85
36.00 | 67.78 +/- 9.15
92.00 | 74.97 +/- 7.26
99.00 | 113.05 +/- 7.40
192.00 | 128.80 +/- 9.89
81.00 | 93.86 +/- 6.87
31.00 | 39.88 +/- 9.16
91.00 | 105.58 +/- 6.79
26.00 | 68.12 +/- 7.05
25.00 | 94.44 +/- 7.04
9.00 | 78.98 +/- 7.31
22.00 | 4.72 +/- 5.91
41.00 | 83.79 +/- 7.27
133.00 | 78.18 +/- 6.08
33.00 | 71.18 +/- 8.31
89.00 | 86.55 +/- 7.33
15.00 | 79.64 +/- 8.61
13.00 | 0.06 +/- 0.45
172.00 | 128.34 +/- 7.38
94.00 | 88.12 +/- 7.09
58.00 | 76.36 +/- 8.97
173.00 | 111.04 +/- 7.51
64.00 | 105.14 +/- 6.69
162.00 | 103.63 +/- 6.69
10.00 | 9.86 +/- 6.13
12.00 | 53.38 +/- 8.50
57.00 | 17.30 +/- 7.84
154.00 | 107.05 +/- 6.10
163.00 | 119.06 +/- 5.50
36.00 | 25.30 +/- 7.95
7.00 | 1.05 +/- 2.53
165.00 | 104.47 +/- 6.67
76.00 | 101.52 +/- 7.82
116.00 | 92.74 +/- 6.91
124.00 | 120.51 +/- 6.18
15.00 | 27.34 +/- 9.93
70.00 | 78.05 +/- 9.26
6.00 | 2.05 +/- 3.20
14.00 | 0.00 +/- 0.00
14.00 | 42.91 +/- 9.66
72.00 | 112.45 +/- 6.68
129.00 | 109.97 +/- 7.32
146.00 | 95.12 +/- 9.28
87.00 | 104.95 +/- 5.94
68.00 | 77.61 +/- 6.71
11.00 | 36.19 +/- 8.21
118.00 | 109.67 +/- 6.16
82.00 | 66.61 +/- 6.54
108.00 | 133.28 +/- 6.88
12.00 | 12.74 +/- 7.52
14.00 | 49.16 +/- 8.81
6.00 | 43.82 +/- 7.21
30.00 | 65.36 +/- 7.82
86.00 | 111.67 +/- 6.60
66.00 | 97.38 +/- 6.03
37.00 | 90.11 +/- 8.35
23.00 | 56.81 +/- 8.53
18.00 | 41.14 +/- 8.37
171.00 | 100.00 +/- 7.47
13.00 | 57.19 +/- 8.92
41.00 | 86.51 +/- 6.20
16.00 | 39.72 +/- 6.71
139.00 | 85.79 +/- 7.25
126.00 | 117.51 +/- 9.11
86.00 | 90.98 +/- 6.63
85.00 | 83.54 +/- 7.38
13.00 | 1.95 +/- 3.54
56.00 | 85.78 +/- 8.02
159.00 | 92.93 +/- 7.40
8.00 | 17.36 +/- 7.72
14.00 | 44.08 +/- 7.21
88.00 | 105.96 +/- 7.35
94.00 | 109.87 +/- 9.30
100.00 | 119.56 +/- 5.94
86.00 | 70.08 +/- 6.67
22.00 | 75.59 +/- 9.53
158.00 | 105.06 +/- 6.89
10.00 | 74.57 +/- 6.52
67.00 | 108.15 +/- 7.09
137.00 | 90.56 +/- 6.62
73.00 | 89.85 +/- 6.97
182.00 | 92.10 +/- 7.66
82.00 | 119.06 +/- 7.02
173.00 | 84.25 +/- 6.86
154.00 | 100.81 +/- 6.77
116.00 | 105.84 +/- 6.84
119.00 | 129.78 +/- 7.18
35.00 | 54.79 +/- 6.72
36.00 | 45.06 +/- 7.81
46.00 | 45.32 +/- 6.69
75.00 | 116.57 +/- 6.62
184.00 | 105.98 +/- 8.45
120.00 | 133.38 +/- 6.88
71.00 | 92.50 +/- 7.81
83.00 | 108.02 +/- 6.33
109.00 | 102.84 +/- 6.79
43.00 | 98.22 +/- 9.00
88.00 | 108.09 +/- 6.62
11.00 | 2.89 +/- 3.87
71.00 | 94.63 +/- 8.46
10.00 | 30.17 +/- 6.77
111.00 | 116.95 +/- 6.79
153.00 | 116.72 +/- 8.11
73.00 | 101.80 +/- 7.36
39.00 | 94.67 +/- 7.92
26.00 | 36.46 +/- 7.98
105.00 | 94.72 +/- 6.11
142.00 | 106.68 +/- 8.07
113.00 | 111.52 +/- 6.86
179.00 | 111.12 +/- 6.68
96.00 | 78.53 +/- 7.37
174.00 | 112.67 +/- 6.57
12.00 | 61.78 +/- 7.68
166.00 | 107.37 +/- 6.69
73.00 | 95.42 +/- 7.66
134.00 | 96.37 +/- 7.06
162.00 | 130.85 +/- 6.25
7.00 | 19.20 +/- 8.25
71.00 | 78.04 +/- 7.42
110.00 | 91.47 +/- 7.04
172.00 | 105.56 +/- 6.74
147.00 | 125.09 +/- 5.97
39.00 | 91.37 +/- 6.79
103.00 | 83.08 +/- 6.95
167.00 | 135.02 +/- 6.49
32.00 | 18.47 +/- 8.32
176.00 | 127.52 +/- 5.47
56.00 | 73.03 +/- 7.86
12.00 | 80.14 +/- 8.44
22.00 | 32.98 +/- 6.39
112.00 | 78.93 +/- 6.73
151.00 | 87.73 +/- 6.09
eval mean loss: 661.81
eval rmse: 36.38
eval mae: 29.22
eval score: 17842.50
epistemic: 53.29
epoch: 249
ground truth std: 54.52
pred std: 33.61
eval time: 0:00:10.128743
**** end time: 2019-09-26 16:40:46.081105 ****
