Namespace(batch_size=512, dataset='CMAPSS/FD001', dump_dir='dump/CMAPSS/FD001/min-max/frequentist_dense3/frequentist_dense3_7', model='frequentist_dense3', model_path='log/CMAPSS/FD001/min-max/frequentist_dense3/frequentist_dense3_7/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 32384
use_cuda: True
Dataset: CMAPSS/FD001
Restoring FrequentistDense3...
Done.
**** start time: 2019-09-27 17:01:25.593291 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 420]               0
            Linear-2                  [-1, 100]          42,000
           Sigmoid-3                  [-1, 100]               0
            Linear-4                  [-1, 100]          10,000
           Sigmoid-5                  [-1, 100]               0
            Linear-6                  [-1, 100]          10,000
           Sigmoid-7                  [-1, 100]               0
            Linear-8                    [-1, 1]             100
================================================================
Total params: 62,100
Trainable params: 62,100
Non-trainable params: 0
________________________________________________________________
2019-09-27 17:01:25.596486
ground truth | pred +/- std:
77.00 | 122.53 +/- 0.00
57.00 | 61.83 +/- 0.00
124.00 | 92.33 +/- 0.00
90.00 | 103.74 +/- 0.00
93.00 | 112.95 +/- 0.00
37.00 | 41.20 +/- 0.00
28.00 | 25.11 +/- 0.00
91.00 | 105.55 +/- 0.00
113.00 | 100.34 +/- 0.00
58.00 | 83.42 +/- 0.00
84.00 | 88.07 +/- 0.00
20.00 | 18.29 +/- 0.00
142.00 | 123.96 +/- 0.00
126.00 | 111.18 +/- 0.00
11.00 | 9.07 +/- 0.00
114.00 | 87.49 +/- 0.00
69.00 | 45.21 +/- 0.00
26.00 | 30.33 +/- 0.00
137.00 | 116.80 +/- 0.00
28.00 | 28.68 +/- 0.00
21.00 | 19.33 +/- 0.00
9.00 | 10.19 +/- 0.00
50.00 | 65.40 +/- 0.00
135.00 | 119.25 +/- 0.00
97.00 | 117.37 +/- 0.00
96.00 | 87.83 +/- 0.00
89.00 | 78.59 +/- 0.00
79.00 | 97.63 +/- 0.00
20.00 | 21.57 +/- 0.00
18.00 | 29.30 +/- 0.00
111.00 | 117.70 +/- 0.00
90.00 | 96.29 +/- 0.00
114.00 | 108.99 +/- 0.00
111.00 | 123.19 +/- 0.00
103.00 | 105.95 +/- 0.00
119.00 | 118.49 +/- 0.00
82.00 | 58.92 +/- 0.00
59.00 | 55.45 +/- 0.00
82.00 | 79.56 +/- 0.00
115.00 | 103.40 +/- 0.00
106.00 | 107.09 +/- 0.00
50.00 | 52.17 +/- 0.00
19.00 | 19.60 +/- 0.00
94.00 | 95.58 +/- 0.00
63.00 | 107.06 +/- 0.00
97.00 | 98.29 +/- 0.00
145.00 | 117.49 +/- 0.00
83.00 | 110.57 +/- 0.00
128.00 | 93.26 +/- 0.00
10.00 | 11.30 +/- 0.00
95.00 | 82.72 +/- 0.00
21.00 | 32.64 +/- 0.00
72.00 | 82.08 +/- 0.00
115.00 | 116.98 +/- 0.00
91.00 | 104.68 +/- 0.00
54.00 | 42.40 +/- 0.00
66.00 | 105.85 +/- 0.00
8.00 | 4.58 +/- 0.00
92.00 | 94.71 +/- 0.00
47.00 | 41.61 +/- 0.00
137.00 | 123.05 +/- 0.00
7.00 | 4.33 +/- 0.00
8.00 | 6.65 +/- 0.00
118.00 | 123.82 +/- 0.00
85.00 | 53.74 +/- 0.00
107.00 | 124.03 +/- 0.00
109.00 | 113.94 +/- 0.00
121.00 | 120.39 +/- 0.00
14.00 | 18.26 +/- 0.00
113.00 | 123.40 +/- 0.00
38.00 | 29.20 +/- 0.00
100.00 | 110.67 +/- 0.00
55.00 | 81.47 +/- 0.00
136.00 | 112.96 +/- 0.00
117.00 | 117.86 +/- 0.00
28.00 | 25.69 +/- 0.00
118.00 | 110.74 +/- 0.00
97.00 | 67.20 +/- 0.00
137.00 | 116.57 +/- 0.00
50.00 | 53.99 +/- 0.00
16.00 | 16.57 +/- 0.00
21.00 | 15.20 +/- 0.00
112.00 | 121.11 +/- 0.00
34.00 | 29.82 +/- 0.00
95.00 | 103.05 +/- 0.00
131.00 | 102.13 +/- 0.00
10.00 | 7.04 +/- 0.00
107.00 | 113.66 +/- 0.00
8.00 | 5.08 +/- 0.00
29.00 | 30.53 +/- 0.00
116.00 | 120.34 +/- 0.00
15.00 | 21.54 +/- 0.00
59.00 | 63.45 +/- 0.00
98.00 | 123.49 +/- 0.00
128.00 | 123.24 +/- 0.00
20.00 | 21.84 +/- 0.00
114.00 | 94.82 +/- 0.00
28.00 | 22.63 +/- 0.00
48.00 | 58.93 +/- 0.00
87.00 | 86.63 +/- 0.00
eval mean loss: 116.80
eval rmse: 15.28
eval mae: 11.05
eval score: 459.56
epistemic: 0.00
epoch: 249
ground truth std: 41.56
pred std: 40.41
eval time: 0:00:01.558885
**** end time: 2019-09-27 17:01:27.155628 ****
