Namespace(batch_size=512, dataset='CMAPSS/FD002', dump_dir='dump/CMAPSS/FD002/min-max/frequentist_dense3/frequentist_dense3_8', model='frequentist_dense3', model_path='log/CMAPSS/FD002/min-max/frequentist_dense3/frequentist_dense3_8/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 6399
use_cuda: True
Dataset: CMAPSS/FD002
Restoring FrequentistDense3...
Done.
**** start time: 2019-10-01 01:50:54.262241 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 480]               0
            Linear-2                  [-1, 100]          48,000
           Sigmoid-3                  [-1, 100]               0
            Linear-4                  [-1, 100]          10,000
           Sigmoid-5                  [-1, 100]               0
            Linear-6                  [-1, 100]          10,000
           Sigmoid-7                  [-1, 100]               0
            Linear-8                    [-1, 1]             100
================================================================
Total params: 68,100
Trainable params: 68,100
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:50:54.265223
ground truth | pred +/- std:
18.00 | 16.69 +/- 0.00
97.00 | 88.11 +/- 0.00
97.00 | 47.75 +/- 0.00
151.00 | 120.63 +/- 0.00
148.00 | 88.28 +/- 0.00
94.00 | 119.54 +/- 0.00
56.00 | 35.71 +/- 0.00
134.00 | 114.70 +/- 0.00
35.00 | 36.31 +/- 0.00
120.00 | 121.89 +/- 0.00
23.00 | 29.35 +/- 0.00
101.00 | 102.32 +/- 0.00
79.00 | 49.72 +/- 0.00
13.00 | 23.29 +/- 0.00
55.00 | 45.74 +/- 0.00
39.00 | 28.06 +/- 0.00
13.00 | 23.10 +/- 0.00
39.00 | 54.63 +/- 0.00
79.00 | 101.71 +/- 0.00
43.00 | 39.20 +/- 0.00
14.00 | 16.10 +/- 0.00
97.00 | 56.68 +/- 0.00
59.00 | 77.61 +/- 0.00
14.00 | 11.51 +/- 0.00
108.00 | 113.35 +/- 0.00
8.00 | 10.79 +/- 0.00
99.00 | 107.00 +/- 0.00
10.00 | 7.72 +/- 0.00
43.00 | 66.51 +/- 0.00
8.00 | 6.98 +/- 0.00
78.00 | 60.95 +/- 0.00
57.00 | 55.34 +/- 0.00
134.00 | 121.50 +/- 0.00
110.00 | 95.40 +/- 0.00
142.00 | 119.67 +/- 0.00
180.00 | 65.61 +/- 0.00
161.00 | 110.96 +/- 0.00
126.00 | 94.17 +/- 0.00
167.00 | 122.25 +/- 0.00
192.00 | 119.41 +/- 0.00
115.00 | 107.73 +/- 0.00
75.00 | 110.73 +/- 0.00
88.00 | 88.32 +/- 0.00
142.00 | 96.12 +/- 0.00
63.00 | 108.38 +/- 0.00
37.00 | 29.16 +/- 0.00
