Namespace(batch_size=512, dataset='CMAPSS/FD002', dump_dir='dump/CMAPSS/FD002/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_2', model='frequentist_conv2_pool2', model_path='log/CMAPSS/FD002/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_2/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 6035
use_cuda: True
Dataset: CMAPSS/FD002
Restoring FrequentistConv2Pool2...
Done.
**** start time: 2019-10-01 01:48:34.228077 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1            [-1, 8, 16, 11]             560
           Sigmoid-2            [-1, 8, 16, 11]               0
         AvgPool2d-3             [-1, 8, 8, 11]               0
            Conv2d-4            [-1, 14, 7, 11]             224
           Sigmoid-5            [-1, 14, 7, 11]               0
         AvgPool2d-6            [-1, 14, 3, 11]               0
           Flatten-7                  [-1, 462]               0
            Linear-8                    [-1, 1]             462
================================================================
Total params: 1,246
Trainable params: 1,246
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:48:34.232891
ground truth | pred +/- std:
18.00 | 13.55 +/- 0.00
97.00 | 94.43 +/- 0.00
97.00 | 86.73 +/- 0.00
151.00 | 125.30 +/- 0.00
148.00 | 117.46 +/- 0.00
94.00 | 95.89 +/- 0.00
56.00 | 71.84 +/- 0.00
134.00 | 109.00 +/- 0.00
35.00 | 73.63 +/- 0.00
120.00 | 112.90 +/- 0.00
23.00 | 28.75 +/- 0.00
101.00 | 91.61 +/- 0.00
79.00 | 64.37 +/- 0.00
13.00 | 35.57 +/- 0.00
55.00 | 50.67 +/- 0.00
39.00 | 31.67 +/- 0.00
13.00 | 41.77 +/- 0.00
39.00 | 65.12 +/- 0.00
79.00 | 94.03 +/- 0.00
43.00 | 71.31 +/- 0.00
14.00 | 10.85 +/- 0.00
97.00 | 65.38 +/- 0.00
59.00 | 93.91 +/- 0.00
14.00 | 20.47 +/- 0.00
108.00 | 102.71 +/- 0.00
8.00 | 3.01 +/- 0.00
99.00 | 97.08 +/- 0.00
10.00 | 16.40 +/- 0.00
43.00 | 69.98 +/- 0.00
8.00 | 20.98 +/- 0.00
78.00 | 71.60 +/- 0.00
57.00 | 73.76 +/- 0.00
134.00 | 121.22 +/- 0.00
110.00 | 72.86 +/- 0.00
142.00 | 114.00 +/- 0.00
180.00 | 114.55 +/- 0.00
161.00 | 101.12 +/- 0.00
126.00 | 78.80 +/- 0.00
167.00 | 123.90 +/- 0.00
192.00 | 112.65 +/- 0.00
115.00 | 106.95 +/- 0.00
75.00 | 110.82 +/- 0.00
88.00 | 88.43 +/- 0.00
142.00 | 89.78 +/- 0.00
63.00 | 100.25 +/- 0.00
37.00 | 19.44 +/- 0.00
86.00 | 120.06 +/- 0.00
122.00 | 107.12 +/- 0.00
19.00 | 22.66 +/- 0.00
80.00 | 56.07 +/- 0.00
188.00 | 105.53 +/- 0.00
155.00 | 105.60 +/- 0.00
155.00 | 115.45 +/- 0.00
14.00 | 28.70 +/- 0.00
111.00 | 111.67 +/- 0.00
116.00 | 116.21 +/- 0.00
120.00 | 99.51 +/- 0.00
152.00 | 134.93 +/- 0.00
98.00 | 107.59 +/- 0.00
139.00 | 94.73 +/- 0.00
53.00 | 44.72 +/- 0.00
48.00 | 31.07 +/- 0.00
173.00 | 122.97 +/- 0.00
13.00 | 9.96 +/- 0.00
55.00 | 29.52 +/- 0.00
