Namespace(batch_size=512, dataset='CMAPSS/FD001', dump_dir='dump/CMAPSS/FD001/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_6', model='frequentist_conv2_pool2', model_path='log/CMAPSS/FD001/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_6/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 31812
use_cuda: True
Dataset: CMAPSS/FD001
Restoring FrequentistConv2Pool2...
Done.
**** start time: 2019-09-27 16:48:12.191279 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1             [-1, 8, 26, 1]             560
           Sigmoid-2             [-1, 8, 26, 1]               0
         AvgPool2d-3             [-1, 8, 13, 1]               0
            Conv2d-4            [-1, 14, 12, 1]             224
           Sigmoid-5            [-1, 14, 12, 1]               0
         AvgPool2d-6             [-1, 14, 6, 1]               0
           Flatten-7                   [-1, 84]               0
            Linear-8                    [-1, 1]              84
================================================================
Total params: 868
Trainable params: 868
Non-trainable params: 0
________________________________________________________________
2019-09-27 16:48:12.196360
ground truth | pred +/- std:
77.00 | 104.67 +/- 0.00
57.00 | 99.02 +/- 0.00
124.00 | 98.20 +/- 0.00
90.00 | 85.00 +/- 0.00
93.00 | 101.52 +/- 0.00
37.00 | 66.03 +/- 0.00
28.00 | 52.87 +/- 0.00
91.00 | 89.47 +/- 0.00
113.00 | 104.41 +/- 0.00
58.00 | 68.79 +/- 0.00
84.00 | 104.72 +/- 0.00
20.00 | 52.51 +/- 0.00
142.00 | 104.75 +/- 0.00
126.00 | 96.58 +/- 0.00
11.00 | 52.39 +/- 0.00
114.00 | 62.18 +/- 0.00
69.00 | 64.50 +/- 0.00
26.00 | 52.87 +/- 0.00
137.00 | 104.75 +/- 0.00
28.00 | 52.63 +/- 0.00
21.00 | 53.55 +/- 0.00
9.00 | 53.98 +/- 0.00
50.00 | 88.80 +/- 0.00
135.00 | 103.71 +/- 0.00
97.00 | 104.40 +/- 0.00
96.00 | 98.10 +/- 0.00
89.00 | 95.13 +/- 0.00
79.00 | 104.14 +/- 0.00
20.00 | 52.61 +/- 0.00
18.00 | 92.83 +/- 0.00
111.00 | 102.43 +/- 0.00
90.00 | 95.17 +/- 0.00
114.00 | 103.40 +/- 0.00
111.00 | 104.67 +/- 0.00
103.00 | 92.12 +/- 0.00
119.00 | 104.73 +/- 0.00
82.00 | 104.05 +/- 0.00
59.00 | 81.67 +/- 0.00
82.00 | 83.27 +/- 0.00
115.00 | 86.52 +/- 0.00
106.00 | 84.46 +/- 0.00
50.00 | 58.83 +/- 0.00
19.00 | 52.47 +/- 0.00
94.00 | 95.05 +/- 0.00
63.00 | 104.63 +/- 0.00
97.00 | 102.05 +/- 0.00
145.00 | 104.74 +/- 0.00
83.00 | 104.72 +/- 0.00
128.00 | 104.71 +/- 0.00
10.00 | 63.35 +/- 0.00
95.00 | 98.90 +/- 0.00
21.00 | 89.13 +/- 0.00
72.00 | 92.94 +/- 0.00
115.00 | 102.30 +/- 0.00
91.00 | 103.90 +/- 0.00
54.00 | 56.89 +/- 0.00
66.00 | 104.54 +/- 0.00
8.00 | 52.39 +/- 0.00
92.00 | 101.39 +/- 0.00
47.00 | 52.91 +/- 0.00
137.00 | 104.50 +/- 0.00
7.00 | 52.72 +/- 0.00
8.00 | 52.39 +/- 0.00
118.00 | 104.43 +/- 0.00
85.00 | 52.65 +/- 0.00
107.00 | 104.76 +/- 0.00
109.00 | 101.73 +/- 0.00
121.00 | 104.73 +/- 0.00
14.00 | 52.39 +/- 0.00
113.00 | 104.76 +/- 0.00
38.00 | 53.64 +/- 0.00
100.00 | 98.01 +/- 0.00
55.00 | 61.88 +/- 0.00
136.00 | 102.03 +/- 0.00
117.00 | 104.75 +/- 0.00
28.00 | 77.26 +/- 0.00
118.00 | 104.08 +/- 0.00
97.00 | 94.58 +/- 0.00
137.00 | 104.26 +/- 0.00
50.00 | 53.05 +/- 0.00
16.00 | 52.55 +/- 0.00
21.00 | 53.25 +/- 0.00
112.00 | 104.76 +/- 0.00
34.00 | 75.79 +/- 0.00
95.00 | 100.62 +/- 0.00
131.00 | 104.74 +/- 0.00
10.00 | 52.38 +/- 0.00
107.00 | 104.66 +/- 0.00
8.00 | 52.39 +/- 0.00
29.00 | 56.23 +/- 0.00
116.00 | 104.76 +/- 0.00
15.00 | 52.83 +/- 0.00
59.00 | 80.82 +/- 0.00
98.00 | 103.49 +/- 0.00
128.00 | 104.76 +/- 0.00
20.00 | 53.56 +/- 0.00
114.00 | 104.76 +/- 0.00
28.00 | 61.04 +/- 0.00
48.00 | 66.61 +/- 0.00
87.00 | 104.70 +/- 0.00
eval mean loss: 386.15
eval rmse: 27.79
eval mae: 22.72
eval score: 4583.26
epistemic: 0.00
epoch: 249
ground truth std: 41.56
pred std: 21.58
eval time: 0:00:01.454718
**** end time: 2019-09-27 16:48:13.651334 ****
