Namespace(batch_size=512, dataset='CMAPSS/FD002', dump_dir='dump/CMAPSS/FD002/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_2', model='bayesian_conv2_pool2', model_path='log/CMAPSS/FD002/min-max/bayesian_conv2_pool2/bayesian_conv2_pool2_2/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 5348
use_cuda: True
Dataset: CMAPSS/FD002
Restoring BayesianConv2Pool2...
Done.
**** start time: 2019-10-01 01:43:49.874579 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1            [-1, 8, 16, 11]           1,120
           Sigmoid-2            [-1, 8, 16, 11]               0
         AvgPool2d-3             [-1, 8, 8, 11]               0
    BayesianConv2d-4            [-1, 14, 7, 11]             448
           Sigmoid-5            [-1, 14, 7, 11]               0
         AvgPool2d-6            [-1, 14, 3, 11]               0
           Flatten-7                  [-1, 462]               0
    BayesianLinear-8                    [-1, 1]             924
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 2,492
Trainable params: 2,492
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:43:49.883872
ground truth | pred +/- std:
18.00 | 0.00 +/- 0.00
97.00 | 90.74 +/- 0.43
97.00 | 88.29 +/- 0.41
151.00 | 126.47 +/- 0.33
148.00 | 118.22 +/- 0.36
94.00 | 100.67 +/- 0.43
56.00 | 59.99 +/- 0.48
134.00 | 105.81 +/- 0.38
35.00 | 69.55 +/- 0.57
120.00 | 112.89 +/- 0.34
23.00 | 28.76 +/- 0.35
101.00 | 95.66 +/- 0.38
79.00 | 60.18 +/- 0.46
13.00 | 24.49 +/- 0.33
55.00 | 55.58 +/- 0.46
39.00 | 19.83 +/- 0.41
13.00 | 35.07 +/- 0.38
39.00 | 65.26 +/- 0.46
79.00 | 92.22 +/- 0.51
43.00 | 62.18 +/- 0.44
14.00 | 1.17 +/- 0.16
97.00 | 59.44 +/- 0.44
59.00 | 108.67 +/- 0.31
14.00 | 17.77 +/- 0.21
108.00 | 100.12 +/- 0.40
8.00 | 1.00 +/- 0.13
99.00 | 96.98 +/- 0.37
10.00 | 25.66 +/- 0.34
43.00 | 75.79 +/- 0.38
8.00 | 4.41 +/- 0.22
78.00 | 70.33 +/- 0.41
57.00 | 81.75 +/- 0.35
134.00 | 127.11 +/- 0.32
110.00 | 58.52 +/- 0.42
142.00 | 112.69 +/- 0.32
180.00 | 107.31 +/- 0.34
161.00 | 98.98 +/- 0.32
126.00 | 82.63 +/- 0.40
167.00 | 132.73 +/- 0.28
192.00 | 109.26 +/- 0.30
115.00 | 103.24 +/- 0.40
75.00 | 112.61 +/- 0.33
88.00 | 96.07 +/- 0.33
142.00 | 92.08 +/- 0.42
63.00 | 99.14 +/- 0.37
37.00 | 30.64 +/- 0.34
86.00 | 117.89 +/- 0.29
122.00 | 114.42 +/- 0.36
19.00 | 10.28 +/- 0.24
80.00 | 73.84 +/- 0.37
188.00 | 107.43 +/- 0.38
155.00 | 109.52 +/- 0.39
155.00 | 118.60 +/- 0.30
14.00 | 39.21 +/- 0.28
111.00 | 106.60 +/- 0.36
116.00 | 108.21 +/- 0.33
120.00 | 109.22 +/- 0.34
152.00 | 122.93 +/- 0.33
98.00 | 109.77 +/- 0.33
139.00 | 100.39 +/- 0.45
53.00 | 42.31 +/- 0.51
48.00 | 15.89 +/- 0.37
173.00 | 120.09 +/- 0.34
13.00 | 8.70 +/- 0.23
55.00 | 42.11 +/- 0.33
34.00 | 35.74 +/- 0.37
141.00 | 117.05 +/- 0.31
14.00 | 11.59 +/- 0.21
17.00 | 6.96 +/- 0.21
97.00 | 74.49 +/- 0.47
88.00 | 73.40 +/- 0.48
83.00 | 106.12 +/- 0.36
106.00 | 117.23 +/- 0.35
183.00 | 105.27 +/- 0.42
158.00 | 106.17 +/- 0.36
15.00 | 18.45 +/- 0.25
81.00 | 93.65 +/- 0.43
172.00 | 107.53 +/- 0.30
15.00 | 40.68 +/- 0.32
146.00 | 106.62 +/- 0.37
148.00 | 122.42 +/- 0.32
191.00 | 94.06 +/- 0.43
9.00 | 11.14 +/- 0.19
30.00 | 71.85 +/- 0.41
92.00 | 103.60 +/- 0.34
111.00 | 118.07 +/- 0.35
23.00 | 74.40 +/- 0.42
79.00 | 98.39 +/- 0.33
67.00 | 94.47 +/- 0.41
181.00 | 85.62 +/- 0.40
82.00 | 99.00 +/- 0.45
126.00 | 115.83 +/- 0.30
6.00 | 31.49 +/- 0.25
75.00 | 54.96 +/- 0.46
22.00 | 30.91 +/- 0.34
14.00 | 33.90 +/- 0.33
43.00 | 64.19 +/- 0.48
131.00 | 112.52 +/- 0.37
165.00 | 103.09 +/- 0.40
84.00 | 105.96 +/- 0.41
11.00 | 4.17 +/- 0.27
89.00 | 105.50 +/- 0.41
151.00 | 131.13 +/- 0.31
42.00 | 40.19 +/- 0.36
9.00 | 57.75 +/- 0.39
18.00 | 22.18 +/- 0.35
80.00 | 94.78 +/- 0.44
52.00 | 90.59 +/- 0.38
15.00 | 0.01 +/- 0.00
9.00 | 14.02 +/- 0.27
62.00 | 40.43 +/- 0.38
97.00 | 103.93 +/- 0.46
168.00 | 102.71 +/- 0.32
194.00 | 91.15 +/- 0.39
82.00 | 59.35 +/- 0.45
15.00 | 14.48 +/- 0.24
124.00 | 121.85 +/- 0.33
10.00 | 1.40 +/- 0.15
152.00 | 108.65 +/- 0.38
6.00 | 0.00 +/- 0.00
81.00 | 86.53 +/- 0.37
47.00 | 37.79 +/- 0.42
6.00 | 29.69 +/- 0.31
10.00 | 19.77 +/- 0.28
112.00 | 121.45 +/- 0.35
144.00 | 101.18 +/- 0.31
85.00 | 80.94 +/- 0.41
6.00 | 11.25 +/- 0.21
98.00 | 128.97 +/- 0.31
67.00 | 99.17 +/- 0.38
23.00 | 3.77 +/- 0.20
53.00 | 65.43 +/- 0.50
37.00 | 69.40 +/- 0.40
