Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_0.125/bayesian_dense3_0.125_2', model='bayesian_dense3', model_path='log/CMAPSS/FD003/min-max/bayesian_dense3/bayesian_dense3_0.125/bayesian_dense3_0.125_2/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 24176
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianDense3...
Done.
**** start time: 2019-10-01 14:54:02.337629 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
           Flatten-1                  [-1, 420]               0
    BayesianLinear-2                  [-1, 100]          84,000
           Sigmoid-3                  [-1, 100]               0
    BayesianLinear-4                  [-1, 100]          20,000
           Sigmoid-5                  [-1, 100]               0
    BayesianLinear-6                  [-1, 100]          20,000
           Sigmoid-7                  [-1, 100]               0
    BayesianLinear-8                    [-1, 1]             200
          Softplus-9                    [-1, 1]               0
================================================================
Total params: 124,200
Trainable params: 124,200
Non-trainable params: 0
________________________________________________________________
2019-10-01 14:54:02.346752
ground truth | pred +/- std:
67.00 | 72.59 +/- 4.91
115.00 | 72.74 +/- 4.57
93.00 | 72.13 +/- 4.90
123.00 | 72.41 +/- 4.96
8.00 | 9.86 +/- 3.93
86.00 | 66.40 +/- 5.54
128.00 | 72.06 +/- 4.67
40.00 | 69.12 +/- 5.19
71.00 | 72.46 +/- 5.13
58.00 | 63.46 +/- 6.94
128.00 | 72.20 +/- 4.89
65.00 | 71.66 +/- 4.98
51.00 | 71.73 +/- 4.96
27.00 | 43.18 +/- 8.21
124.00 | 72.84 +/- 4.65
120.00 | 72.60 +/- 5.03
137.00 | 72.45 +/- 4.89
99.00 | 72.87 +/- 5.18
20.00 | 23.54 +/- 5.80
11.00 | 18.11 +/- 6.60
45.00 | 66.87 +/- 5.61
115.00 | 72.43 +/- 4.74
115.00 | 72.49 +/- 4.76
89.00 | 71.42 +/- 5.12
63.00 | 71.52 +/- 4.76
44.00 | 60.50 +/- 7.00
66.00 | 71.79 +/- 4.98
81.00 | 72.64 +/- 4.51
144.00 | 71.71 +/- 4.83
137.00 | 72.70 +/- 4.77
88.00 | 68.07 +/- 5.73
100.00 | 72.42 +/- 4.62
69.00 | 68.54 +/- 5.41
145.00 | 72.19 +/- 5.11
92.00 | 71.90 +/- 5.01
78.00 | 72.41 +/- 4.31
18.00 | 13.05 +/- 4.01
56.00 | 72.97 +/- 5.65
129.00 | 72.45 +/- 5.38
115.00 | 72.53 +/- 5.20
117.00 | 72.05 +/- 4.65
120.00 | 73.19 +/- 4.47
41.00 | 35.71 +/- 6.04
133.00 | 72.75 +/- 4.72
41.00 | 71.75 +/- 4.68
6.00 | 7.64 +/- 3.57
7.00 | 11.23 +/- 3.80
18.00 | 22.79 +/- 6.15
51.00 | 60.88 +/- 7.26
55.00 | 52.84 +/- 8.56
71.00 | 67.79 +/- 6.06
101.00 | 73.03 +/- 5.12
58.00 | 71.82 +/- 5.24
31.00 | 30.11 +/- 7.95
79.00 | 72.91 +/- 4.53
9.00 | 15.84 +/- 5.68
17.00 | 17.71 +/- 4.92
111.00 | 72.01 +/- 4.95
49.00 | 49.39 +/- 8.68
56.00 | 73.03 +/- 4.91
104.00 | 72.64 +/- 4.67
113.00 | 68.08 +/- 4.89
135.00 | 72.69 +/- 4.86
117.00 | 72.10 +/- 5.22
87.00 | 72.78 +/- 4.81
15.00 | 19.63 +/- 4.75
25.00 | 17.06 +/- 4.74
55.00 | 60.44 +/- 8.24
131.00 | 72.37 +/- 4.67
55.00 | 54.35 +/- 8.57
45.00 | 56.75 +/- 6.63
11.00 | 22.76 +/- 6.18
103.00 | 72.28 +/- 4.92
77.00 | 69.35 +/- 4.97
55.00 | 69.48 +/- 5.58
10.00 | 10.15 +/- 4.31
56.00 | 70.55 +/- 4.94
127.00 | 72.88 +/- 4.89
14.00 | 11.68 +/- 4.52
68.00 | 72.88 +/- 4.72
88.00 | 72.49 +/- 4.91
87.00 | 73.25 +/- 4.67
8.00 | 9.03 +/- 3.89
22.00 | 30.75 +/- 7.25
55.00 | 54.80 +/- 8.76
87.00 | 72.76 +/- 4.97
85.00 | 72.89 +/- 4.89
78.00 | 64.45 +/- 6.30
108.00 | 72.54 +/- 4.97
144.00 | 72.21 +/- 4.69
119.00 | 72.76 +/- 4.96
99.00 | 72.27 +/- 5.42
145.00 | 72.86 +/- 5.21
87.00 | 71.65 +/- 4.25
28.00 | 32.77 +/- 7.03
136.00 | 72.82 +/- 4.56
27.00 | 35.46 +/- 7.06
132.00 | 72.36 +/- 5.04
28.00 | 26.01 +/- 5.03
35.00 | 29.67 +/- 6.97
eval mean loss: 639.98
eval rmse: 31.91
eval mae: 23.44
eval score: 2754.59
epistemic: 30.13
epoch: 249
ground truth std: 41.40
pred std: 21.46
eval time: 0:00:06.095868
**** end time: 2019-10-01 14:54:08.442994 ****
