Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_8', model='bayesian_conv5_dense1', model_path='log/CMAPSS/FD003/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_8/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 6638
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianConv5Dense1...
Done.
**** start time: 2019-10-01 01:52:54.859909 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1           [-1, 10, 31, 14]             200
           Sigmoid-2           [-1, 10, 31, 14]               0
    BayesianConv2d-3           [-1, 10, 30, 14]           2,000
           Sigmoid-4           [-1, 10, 30, 14]               0
    BayesianConv2d-5           [-1, 10, 31, 14]           2,000
           Sigmoid-6           [-1, 10, 31, 14]               0
    BayesianConv2d-7           [-1, 10, 30, 14]           2,000
           Sigmoid-8           [-1, 10, 30, 14]               0
    BayesianConv2d-9            [-1, 1, 30, 14]              60
         Softplus-10            [-1, 1, 30, 14]               0
          Flatten-11                  [-1, 420]               0
   BayesianLinear-12                  [-1, 100]          84,000
         Softplus-13                  [-1, 100]               0
   BayesianLinear-14                    [-1, 1]             200
         Softplus-15                    [-1, 1]               0
================================================================
Total params: 90,460
Trainable params: 90,460
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:52:54.875940
ground truth | pred +/- std:
67.00 | 79.52 +/- 3.43
115.00 | 123.00 +/- 2.10
93.00 | 93.62 +/- 3.15
123.00 | 122.72 +/- 2.11
8.00 | 9.08 +/- 1.89
86.00 | 76.71 +/- 3.03
128.00 | 109.70 +/- 3.20
40.00 | 45.21 +/- 3.22
71.00 | 79.45 +/- 3.14
58.00 | 68.77 +/- 3.25
128.00 | 114.59 +/- 2.49
65.00 | 100.76 +/- 3.04
51.00 | 70.48 +/- 3.54
27.00 | 27.37 +/- 3.23
124.00 | 114.42 +/- 3.13
120.00 | 112.73 +/- 1.92
137.00 | 124.43 +/- 2.16
99.00 | 108.75 +/- 2.26
20.00 | 24.88 +/- 2.40
11.00 | 14.78 +/- 3.68
45.00 | 49.86 +/- 2.49
115.00 | 104.42 +/- 3.27
115.00 | 109.79 +/- 2.46
89.00 | 97.53 +/- 2.67
63.00 | 72.17 +/- 2.93
44.00 | 44.80 +/- 2.27
66.00 | 93.35 +/- 2.03
81.00 | 102.03 +/- 3.37
144.00 | 122.84 +/- 2.29
137.00 | 122.26 +/- 2.21
88.00 | 74.07 +/- 3.36
100.00 | 115.02 +/- 2.20
69.00 | 66.89 +/- 3.10
145.00 | 119.85 +/- 2.25
92.00 | 101.98 +/- 3.14
78.00 | 84.49 +/- 3.14
18.00 | 18.12 +/- 1.90
56.00 | 80.37 +/- 3.53
129.00 | 125.66 +/- 2.41
115.00 | 113.36 +/- 2.45
117.00 | 124.11 +/- 2.63
120.00 | 125.96 +/- 2.23
41.00 | 39.78 +/- 2.24
133.00 | 116.85 +/- 1.85
41.00 | 39.01 +/- 2.97
6.00 | 5.30 +/- 1.70
7.00 | 8.60 +/- 1.64
18.00 | 27.25 +/- 3.45
51.00 | 54.66 +/- 2.47
55.00 | 52.75 +/- 3.15
71.00 | 59.28 +/- 3.56
101.00 | 115.66 +/- 2.43
58.00 | 48.17 +/- 2.74
31.00 | 27.07 +/- 3.57
79.00 | 87.94 +/- 2.02
9.00 | 10.06 +/- 2.30
17.00 | 21.73 +/- 2.45
111.00 | 122.70 +/- 2.24
49.00 | 37.43 +/- 3.11
56.00 | 89.38 +/- 3.25
104.00 | 90.45 +/- 3.00
113.00 | 87.91 +/- 3.23
135.00 | 117.39 +/- 2.80
117.00 | 119.86 +/- 2.94
87.00 | 110.11 +/- 3.11
15.00 | 14.93 +/- 2.02
25.00 | 17.64 +/- 2.55
55.00 | 66.93 +/- 3.20
131.00 | 120.89 +/- 2.23
55.00 | 57.65 +/- 3.47
45.00 | 45.31 +/- 2.34
11.00 | 1.86 +/- 2.42
103.00 | 109.95 +/- 2.90
77.00 | 80.64 +/- 3.05
55.00 | 69.21 +/- 3.27
10.00 | 10.50 +/- 2.03
56.00 | 54.02 +/- 3.05
127.00 | 109.98 +/- 2.45
14.00 | 12.10 +/- 1.94
68.00 | 69.49 +/- 2.46
88.00 | 113.87 +/- 2.87
87.00 | 127.46 +/- 2.13
8.00 | 5.54 +/- 2.11
22.00 | 28.99 +/- 3.16
55.00 | 67.46 +/- 3.46
87.00 | 112.26 +/- 2.72
85.00 | 121.87 +/- 2.02
78.00 | 80.76 +/- 3.10
108.00 | 114.99 +/- 2.17
144.00 | 117.32 +/- 2.28
119.00 | 120.30 +/- 2.32
99.00 | 113.47 +/- 2.49
145.00 | 119.77 +/- 1.99
87.00 | 103.96 +/- 3.10
28.00 | 27.29 +/- 2.26
136.00 | 110.27 +/- 2.84
27.00 | 27.74 +/- 2.47
132.00 | 116.02 +/- 2.00
28.00 | 26.47 +/- 1.99
35.00 | 37.72 +/- 2.14
eval mean loss: 97.60
eval rmse: 13.96
eval mae: 10.42
eval score: 352.30
epistemic: 7.34
epoch: 249
ground truth std: 41.40
pred std: 39.43
eval time: 0:00:05.553887
**** end time: 2019-10-01 01:53:00.430086 ****
