Namespace(batch_size=512, dataset='CMAPSS/FD003', dump_dir='dump/CMAPSS/FD003/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_4', model='bayesian_conv5_dense1', model_path='log/CMAPSS/FD003/min-max/bayesian_conv5_dense1/bayesian_conv5_dense1_4/checkpoint.pth.tar', normalization='min-max', num_mc=150)
pid: 6541
use_cuda: True
Dataset: CMAPSS/FD003
Restoring BayesianConv5Dense1...
Done.
**** start time: 2019-10-01 01:52:03.332430 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
    BayesianConv2d-1           [-1, 10, 31, 14]             200
           Sigmoid-2           [-1, 10, 31, 14]               0
    BayesianConv2d-3           [-1, 10, 30, 14]           2,000
           Sigmoid-4           [-1, 10, 30, 14]               0
    BayesianConv2d-5           [-1, 10, 31, 14]           2,000
           Sigmoid-6           [-1, 10, 31, 14]               0
    BayesianConv2d-7           [-1, 10, 30, 14]           2,000
           Sigmoid-8           [-1, 10, 30, 14]               0
    BayesianConv2d-9            [-1, 1, 30, 14]              60
         Softplus-10            [-1, 1, 30, 14]               0
          Flatten-11                  [-1, 420]               0
   BayesianLinear-12                  [-1, 100]          84,000
         Softplus-13                  [-1, 100]               0
   BayesianLinear-14                    [-1, 1]             200
         Softplus-15                    [-1, 1]               0
================================================================
Total params: 90,460
Trainable params: 90,460
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:52:03.347687
ground truth | pred +/- std:
67.00 | 80.56 +/- 5.39
115.00 | 121.90 +/- 3.17
93.00 | 93.62 +/- 3.72
123.00 | 126.20 +/- 3.03
8.00 | 8.31 +/- 1.58
86.00 | 75.84 +/- 3.12
128.00 | 111.17 +/- 4.07
40.00 | 49.99 +/- 4.49
71.00 | 82.42 +/- 3.82
58.00 | 68.04 +/- 4.17
128.00 | 113.81 +/- 3.09
65.00 | 98.37 +/- 3.93
51.00 | 81.87 +/- 4.12
27.00 | 21.08 +/- 5.68
124.00 | 111.56 +/- 3.90
120.00 | 114.17 +/- 3.43
137.00 | 115.73 +/- 3.47
99.00 | 108.17 +/- 3.47
20.00 | 25.67 +/- 2.14
11.00 | 12.64 +/- 4.57
45.00 | 49.03 +/- 3.06
115.00 | 103.76 +/- 3.67
115.00 | 110.34 +/- 3.27
89.00 | 94.10 +/- 3.16
63.00 | 81.22 +/- 4.40
44.00 | 44.75 +/- 2.83
66.00 | 88.69 +/- 3.14
81.00 | 103.89 +/- 3.06
144.00 | 121.55 +/- 3.17
137.00 | 123.59 +/- 2.96
88.00 | 74.68 +/- 4.12
100.00 | 119.02 +/- 3.21
69.00 | 74.29 +/- 3.78
145.00 | 118.67 +/- 3.26
92.00 | 99.26 +/- 3.51
78.00 | 90.32 +/- 3.99
18.00 | 17.21 +/- 1.82
56.00 | 96.15 +/- 5.64
129.00 | 127.71 +/- 3.26
115.00 | 112.20 +/- 3.23
117.00 | 122.81 +/- 3.58
120.00 | 125.39 +/- 2.98
41.00 | 37.61 +/- 2.12
133.00 | 115.91 +/- 3.04
41.00 | 41.78 +/- 5.27
6.00 | 3.79 +/- 1.44
7.00 | 6.92 +/- 1.56
18.00 | 19.61 +/- 4.54
51.00 | 50.85 +/- 2.60
55.00 | 55.79 +/- 4.03
71.00 | 60.03 +/- 4.29
101.00 | 113.33 +/- 4.05
58.00 | 43.26 +/- 4.86
31.00 | 26.76 +/- 4.32
79.00 | 85.13 +/- 2.96
9.00 | 12.46 +/- 1.78
17.00 | 11.41 +/- 2.64
111.00 | 124.56 +/- 2.98
49.00 | 44.19 +/- 3.47
56.00 | 94.14 +/- 4.18
104.00 | 96.26 +/- 3.48
113.00 | 90.57 +/- 2.95
135.00 | 121.96 +/- 3.53
117.00 | 120.03 +/- 3.80
87.00 | 111.53 +/- 3.80
15.00 | 12.69 +/- 2.40
25.00 | 16.38 +/- 2.79
55.00 | 69.32 +/- 3.27
131.00 | 120.18 +/- 3.50
55.00 | 58.03 +/- 3.95
45.00 | 51.08 +/- 2.73
11.00 | 0.52 +/- 1.28
103.00 | 109.24 +/- 4.42
77.00 | 86.41 +/- 3.66
55.00 | 73.66 +/- 4.45
10.00 | 9.01 +/- 1.64
56.00 | 57.00 +/- 3.18
127.00 | 107.20 +/- 3.10
14.00 | 11.13 +/- 1.37
68.00 | 70.67 +/- 3.15
88.00 | 109.16 +/- 3.45
87.00 | 125.02 +/- 3.01
8.00 | 7.97 +/- 1.67
22.00 | 38.90 +/- 4.33
55.00 | 71.13 +/- 4.01
87.00 | 111.15 +/- 3.55
85.00 | 122.96 +/- 3.34
78.00 | 78.89 +/- 3.02
108.00 | 113.49 +/- 3.10
144.00 | 119.45 +/- 3.17
119.00 | 117.19 +/- 3.44
99.00 | 118.24 +/- 3.36
145.00 | 118.90 +/- 2.74
87.00 | 102.45 +/- 3.06
28.00 | 26.16 +/- 2.32
136.00 | 110.43 +/- 3.22
27.00 | 33.46 +/- 2.18
132.00 | 116.19 +/- 3.08
28.00 | 26.88 +/- 1.91
35.00 | 35.20 +/- 2.50
eval mean loss: 110.63
eval rmse: 14.87
eval mae: 11.16
eval score: 423.05
epistemic: 11.86
epoch: 249
ground truth std: 41.40
pred std: 39.60
eval time: 0:00:05.570114
**** end time: 2019-10-01 01:52:08.918046 ****
