Namespace(batch_size=512, dataset='CMAPSS/FD004', dump_dir='dump/CMAPSS/FD004/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_6', model='frequentist_conv2_pool2', model_path='log/CMAPSS/FD004/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_6/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 17512
use_cuda: True
Dataset: CMAPSS/FD004
Restoring FrequentistConv2Pool2...
Done.
**** start time: 2019-09-27 01:52:17.768942 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1            [-1, 8, 11, 11]             560
           Sigmoid-2            [-1, 8, 11, 11]               0
         AvgPool2d-3             [-1, 8, 5, 11]               0
            Conv2d-4            [-1, 14, 4, 11]             224
           Sigmoid-5            [-1, 14, 4, 11]               0
         AvgPool2d-6            [-1, 14, 2, 11]               0
           Flatten-7                  [-1, 308]               0
            Linear-8                    [-1, 1]             308
================================================================
Total params: 1,092
Trainable params: 1,092
Non-trainable params: 0
________________________________________________________________
2019-09-27 01:52:17.774004
ground truth | pred +/- std:
39.00 | 27.58 +/- 0.00
157.00 | 115.24 +/- 0.00
97.00 | 105.12 +/- 0.00
194.00 | 122.47 +/- 0.00
189.00 | 125.87 +/- 0.00
8.00 | 6.06 +/- 0.00
89.00 | 107.36 +/- 0.00
75.00 | 112.40 +/- 0.00
78.00 | 94.18 +/- 0.00
151.00 | 98.08 +/- 0.00
107.00 | 74.02 +/- 0.00
17.00 | 3.69 +/- 0.00
133.00 | 103.19 +/- 0.00
166.00 | 124.81 +/- 0.00
22.00 | 65.10 +/- 0.00
109.00 | 65.45 +/- 0.00
91.00 | 89.09 +/- 0.00
126.00 | 86.06 +/- 0.00
96.00 | 94.33 +/- 0.00
34.00 | 24.22 +/- 0.00
11.00 | 23.77 +/- 0.00
104.00 | 85.49 +/- 0.00
88.00 | 93.33 +/- 0.00
176.00 | 108.05 +/- 0.00
78.00 | 119.57 +/- 0.00
88.00 | 109.60 +/- 0.00
46.00 | 31.72 +/- 0.00
101.00 | 83.76 +/- 0.00
46.00 | 69.72 +/- 0.00
7.00 | 31.11 +/- 0.00
118.00 | 118.71 +/- 0.00
18.00 | 12.20 +/- 0.00
154.00 | 124.70 +/- 0.00
145.00 | 107.96 +/- 0.00
151.00 | 125.07 +/- 0.00
96.00 | 109.82 +/- 0.00
66.00 | 53.08 +/- 0.00
116.00 | 118.88 +/- 0.00
107.00 | 113.30 +/- 0.00
74.00 | 114.16 +/- 0.00
142.00 | 118.26 +/- 0.00
76.00 | 100.83 +/- 0.00
60.00 | 26.70 +/- 0.00
149.00 | 81.92 +/- 0.00
8.00 | 4.54 +/- 0.00
12.00 | 20.29 +/- 0.00
130.00 | 123.84 +/- 0.00
42.00 | 101.84 +/- 0.00
