Namespace(batch_size=512, dataset='CMAPSS/FD002', dump_dir='dump/CMAPSS/FD002/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_1', model='frequentist_conv2_pool2', model_path='log/CMAPSS/FD002/min-max/frequentist_conv2_pool2/frequentist_conv2_pool2_1/checkpoint.pth.tar', normalization='min-max', num_mc=1)
pid: 6014
use_cuda: True
Dataset: CMAPSS/FD002
Restoring FrequentistConv2Pool2...
Done.
**** start time: 2019-10-01 01:48:25.540695 ****
________________________________________________________________
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1            [-1, 8, 16, 11]             560
           Sigmoid-2            [-1, 8, 16, 11]               0
         AvgPool2d-3             [-1, 8, 8, 11]               0
            Conv2d-4            [-1, 14, 7, 11]             224
           Sigmoid-5            [-1, 14, 7, 11]               0
         AvgPool2d-6            [-1, 14, 3, 11]               0
           Flatten-7                  [-1, 462]               0
            Linear-8                    [-1, 1]             462
================================================================
Total params: 1,246
Trainable params: 1,246
Non-trainable params: 0
________________________________________________________________
2019-10-01 01:48:25.545573
ground truth | pred +/- std:
18.00 | -1.79 +/- 0.00
97.00 | 87.86 +/- 0.00
97.00 | 82.27 +/- 0.00
151.00 | 118.64 +/- 0.00
148.00 | 111.42 +/- 0.00
94.00 | 90.46 +/- 0.00
56.00 | 73.61 +/- 0.00
134.00 | 108.28 +/- 0.00
35.00 | 76.33 +/- 0.00
120.00 | 110.15 +/- 0.00
23.00 | 21.55 +/- 0.00
101.00 | 97.82 +/- 0.00
79.00 | 59.09 +/- 0.00
13.00 | 31.51 +/- 0.00
55.00 | 49.65 +/- 0.00
39.00 | 27.73 +/- 0.00
13.00 | 38.23 +/- 0.00
39.00 | 66.62 +/- 0.00
79.00 | 95.38 +/- 0.00
43.00 | 71.51 +/- 0.00
14.00 | 19.90 +/- 0.00
97.00 | 59.94 +/- 0.00
59.00 | 110.88 +/- 0.00
14.00 | 23.19 +/- 0.00
108.00 | 102.15 +/- 0.00
8.00 | 9.76 +/- 0.00
99.00 | 98.23 +/- 0.00
10.00 | 17.14 +/- 0.00
43.00 | 61.08 +/- 0.00
8.00 | 27.47 +/- 0.00
78.00 | 70.84 +/- 0.00
57.00 | 63.35 +/- 0.00
134.00 | 123.65 +/- 0.00
110.00 | 71.34 +/- 0.00
142.00 | 115.88 +/- 0.00
180.00 | 112.77 +/- 0.00
161.00 | 101.30 +/- 0.00
126.00 | 71.65 +/- 0.00
167.00 | 110.63 +/- 0.00
192.00 | 110.19 +/- 0.00
115.00 | 108.98 +/- 0.00
75.00 | 108.87 +/- 0.00
88.00 | 90.44 +/- 0.00
142.00 | 97.00 +/- 0.00
63.00 | 99.59 +/- 0.00
37.00 | 21.68 +/- 0.00
86.00 | 125.07 +/- 0.00
122.00 | 104.37 +/- 0.00
19.00 | 9.67 +/- 0.00
80.00 | 61.47 +/- 0.00
188.00 | 106.51 +/- 0.00
155.00 | 111.92 +/- 0.00
155.00 | 114.34 +/- 0.00
14.00 | 28.29 +/- 0.00
111.00 | 109.04 +/- 0.00
116.00 | 112.28 +/- 0.00
120.00 | 106.46 +/- 0.00
152.00 | 139.67 +/- 0.00
98.00 | 113.79 +/- 0.00
139.00 | 97.24 +/- 0.00
53.00 | 39.84 +/- 0.00
48.00 | 38.69 +/- 0.00
173.00 | 120.42 +/- 0.00
13.00 | 17.28 +/- 0.00
55.00 | 35.75 +/- 0.00
34.00 | 29.83 +/- 0.00
141.00 | 124.50 +/- 0.00
14.00 | 18.33 +/- 0.00
17.00 | 19.67 +/- 0.00
97.00 | 87.15 +/- 0.00
88.00 | 77.26 +/- 0.00
83.00 | 108.08 +/- 0.00
106.00 | 111.62 +/- 0.00
183.00 | 100.49 +/- 0.00
158.00 | 106.79 +/- 0.00
15.00 | 15.21 +/- 0.00
81.00 | 88.99 +/- 0.00
172.00 | 105.20 +/- 0.00
15.00 | 39.03 +/- 0.00
146.00 | 107.21 +/- 0.00
148.00 | 128.15 +/- 0.00
191.00 | 90.62 +/- 0.00
9.00 | 17.11 +/- 0.00
30.00 | 56.38 +/- 0.00
92.00 | 100.31 +/- 0.00
111.00 | 115.98 +/- 0.00
23.00 | 71.54 +/- 0.00
79.00 | 97.74 +/- 0.00
67.00 | 84.70 +/- 0.00
181.00 | 87.97 +/- 0.00
82.00 | 85.29 +/- 0.00
126.00 | 130.44 +/- 0.00
6.00 | 45.46 +/- 0.00
75.00 | 55.84 +/- 0.00
22.00 | 13.72 +/- 0.00
14.00 | 27.57 +/- 0.00
